#  Theta paroi en deg  Angle Choc en deg        Kp           Inverse Mach       Mach amont       Mach aval
    33.04428429       51.94277778        0.76207205        0.12636637        2.00000000        1.25147902
    33.08848847       52.00277778        0.76385848        0.12509646        2.00000000        1.24979059
    33.13260112       52.06277778        0.76564383        0.12382356        2.00000000        1.24810352
    33.17662315       52.12277778        0.76742815        0.12254764        2.00000000        1.24641778
    33.22055343       52.18277778        0.76921137        0.12126871        2.00000000        1.24473340
    33.26439224       52.24277778        0.77099351        0.11998674        2.00000000        1.24305035
    33.30813960       52.30277778        0.77277458        0.11870174        2.00000000        1.24136865
    33.35179478       52.36277778        0.77455453        0.11741369        2.00000000        1.23968829
    33.39535835       52.42277778        0.77633340        0.11612257        2.00000000        1.23800928
    33.43882973       52.48277778        0.77811116        0.11482838        2.00000000        1.23633160
    33.48220852       52.54277778        0.77988778        0.11353112        2.00000000        1.23465527
    33.52549531       52.60277778        0.78166330        0.11223075        2.00000000        1.23298028
    33.56868937       52.66277778        0.78343769        0.11092729        2.00000000        1.23130662
    33.61179041       52.72277778        0.78521092        0.10962072        2.00000000        1.22963431
    33.65479881       52.78277778        0.78698302        0.10831102        2.00000000        1.22796334
    33.69771413       52.84277778        0.78875397        0.10699818        2.00000000        1.22629370
    33.74053596       52.90277778        0.79052375        0.10568221        2.00000000        1.22462541
    33.78326427       52.96277778        0.79229236        0.10436308        2.00000000        1.22295845
    33.82589935       53.02277778        0.79405981        0.10304077        2.00000000        1.22129283
    33.86844045       53.08277778        0.79582606        0.10171530        2.00000000        1.21962855
    33.91088740       53.14277778        0.79759112        0.10038664        2.00000000        1.21796561
    33.95324017       53.20277778        0.79935499        0.09905479        2.00000000        1.21630401
    33.99549892       53.26277778        0.80111766        0.09771971        2.00000000        1.21464374
    34.03766300       53.32277778        0.80287911        0.09638143        2.00000000        1.21298481
    34.07973222       53.38277778        0.80463934        0.09503991        2.00000000        1.21132721
    34.12170643       53.44277778        0.80639834        0.09369516        2.00000000        1.20967096
    34.16358563       53.50277778        0.80815611        0.09234715        2.00000000        1.20801603
    34.20536970       53.56277778        0.80991264        0.09099587        2.00000000        1.20636245
    34.24705817       53.62277778        0.81166793        0.08964133        2.00000000        1.20471020
    34.28865085       53.68277778        0.81342195        0.08828350        2.00000000        1.20305929
    34.33014754       53.74277778        0.81517470        0.08692237        2.00000000        1.20140972
    34.37154806       53.80277778        0.81692618        0.08555794        2.00000000        1.19976148
    34.41285222       53.86277778        0.81867639        0.08419020        2.00000000        1.19811458
    34.45406009       53.92277778        0.82042531        0.08281912        2.00000000        1.19646901
    34.49517114       53.98277778        0.82217295        0.08144470        2.00000000        1.19482478
    34.53618519       54.04277778        0.82391928        0.08006693        2.00000000        1.19318189
    34.57710200       54.10277778        0.82566430        0.07868580        2.00000000        1.19154034
    34.61792138       54.16277778        0.82740800        0.07730129        2.00000000        1.18990012
    34.65864309       54.22277778        0.82915038        0.07591340        2.00000000        1.18826124
    34.69926692       54.28277778        0.83089142        0.07452212        2.00000000        1.18662369
    34.73979266       54.34277778        0.83263113        0.07312743        2.00000000        1.18498749
    34.78022006       54.40277778        0.83436950        0.07172932        2.00000000        1.18335262
    34.82054890       54.46277778        0.83610651        0.07032779        2.00000000        1.18171909
    34.86077895       54.52277778        0.83784216        0.06892281        2.00000000        1.18008689
    34.90090997       54.58277778        0.83957644        0.06751438        2.00000000        1.17845604
    34.94094172       54.64277778        0.84130935        0.06610248        2.00000000        1.17682652
    34.98087397       54.70277778        0.84304088        0.06468711        2.00000000        1.17519834
    35.02070646       54.76277778        0.84477102        0.06326825        2.00000000        1.17357151
    35.06043894       54.82277778        0.84649975        0.06184590        2.00000000        1.17194601
    35.10007117       54.88277778        0.84822709        0.06042003        2.00000000        1.17032185
    35.13960289       54.94277778        0.84995301        0.05899064        2.00000000        1.16869903
    35.17903383       55.00277778        0.85167752        0.05755772        2.00000000        1.16707756
    35.21836375       55.06277778        0.85340059        0.05612126        2.00000000        1.16545742
    35.25759237       55.12277778        0.85512223        0.05468123        2.00000000        1.16383863
    35.29671942       55.18277778        0.85684243        0.05323765        2.00000000        1.16222118
    35.33574464       55.24277778        0.85856118        0.05179048        2.00000000        1.16060507
    35.37466776       55.30277778        0.86027847        0.05033972        2.00000000        1.15899030
    35.41348848       55.36277778        0.86199429        0.04888536        2.00000000        1.15737688
    35.45220668       55.42277778        0.86370864        0.04742738        2.00000000        1.15576480
    35.49082212       55.48277778        0.86542153        0.04596577        2.00000000        1.15415407
    35.52933435       55.54277778        0.86713292        0.04450052        2.00000000        1.15254469
    35.56774307       55.60277778        0.86884282        0.04303162        2.00000000        1.15093665
    35.60604799       55.66277778        0.87055121        0.04155907        2.00000000        1.14932995
    35.64424881       55.72277778        0.87225809        0.04008284        2.00000000        1.14772461
    35.68234534       55.78277778        0.87396346        0.03860292        2.00000000        1.14612061
    35.72033755       55.84277778        0.87566731        0.03711929        2.00000000        1.14451796
    35.75822477       55.90277778        0.87736963        0.03563196        2.00000000        1.14291666
    35.79600669       55.96277778        0.87907041        0.03414091        2.00000000        1.14131672
    35.83368301       56.02277778        0.88076963        0.03264612        2.00000000        1.13971812
    35.87125376       56.08277778        0.88246731        0.03114759        2.00000000        1.13812087
    35.90871851       56.14277778        0.88416344        0.02964529        2.00000000        1.13652498
    35.94607670       56.20277778        0.88585798        0.02813922        2.00000000        1.13493044
    35.98332802       56.26277778        0.88755095        0.02662938        2.00000000        1.13333726
    36.02047269       56.32277778        0.88924235        0.02511572        2.00000000        1.13174543
    36.05750996       56.38277778        0.89093215        0.02359827        2.00000000        1.13015496
    36.09443938       56.44277778        0.89262035        0.02207699        2.00000000        1.12856584
    36.13126097       56.50277778        0.89430694        0.02055188        2.00000000        1.12697809
    36.16797443       56.56277778        0.89599193        0.01902292        2.00000000        1.12539169
    36.20457902       56.62277778        0.89767529        0.01749011        2.00000000        1.12380665
    36.24107479       56.68277778        0.89935703        0.01595343        2.00000000        1.12222297
    36.27746144       56.74277778        0.90103713        0.01441286        2.00000000        1.12064066
    36.31373818       56.80277778        0.90271558        0.01286840        2.00000000        1.11905971
    36.34990532       56.86277778        0.90439240        0.01132002        2.00000000        1.11748012
    36.38596208       56.92277778        0.90606755        0.00976773        2.00000000        1.11590190
    36.42190805       56.98277778        0.90774103        0.00821151        2.00000000        1.11432504
    36.45774344       57.04277778        0.90941285        0.00665134        2.00000000        1.11274955
    36.49346712       57.10277778        0.91108298        0.00508721        2.00000000        1.11117543
    36.52907957       57.16277778        0.91275144        0.00351911        2.00000000        1.10960268
    36.56457973       57.22277778        0.91441819        0.00194703        2.00000000        1.10803130
    36.59996770       57.28277778        0.91608324        0.00037094        2.00000000        1.10646129
    36.63524289       57.34277778        0.91774658       -0.00120915        2.00000000        1.10489266
    36.67040502       57.40277778        0.91940821       -0.00279326        2.00000000        1.10332540
    36.70545375       57.46277778        0.92106811       -0.00438141        2.00000000        1.10175951
    36.74038865       57.52277778        0.92272628       -0.00597360        2.00000000        1.10019501
    36.77520941       57.58277778        0.92438272       -0.00756986        2.00000000        1.09863188
    36.80991565       57.64277778        0.92603740       -0.00917019        2.00000000        1.09707013
    36.84450689       57.70277778        0.92769033       -0.01077460        2.00000000        1.09550976
    36.87898302       57.76277778        0.92934151       -0.01238312        2.00000000        1.09395077
    36.91334317       57.82277778        0.93099090       -0.01399574        2.00000000        1.09239317
    36.94758771       57.88277778        0.93263854       -0.01561250        2.00000000        1.09083695
    36.98171541       57.94277778        0.93428438       -0.01723338        2.00000000        1.08928212
    37.01572660       58.00277778        0.93592844       -0.01885843        2.00000000        1.08772868
    37.04962045       58.06277778        0.93757069       -0.02048764        2.00000000        1.08617663
    37.08339649       58.12277778        0.93921113       -0.02212102        2.00000000        1.08462596
    37.11705492       58.18277778        0.94084978       -0.02375860        2.00000000        1.08307669
    37.15059465       58.24277778        0.94248659       -0.02540037        2.00000000        1.08152882
    37.18401557       58.30277778        0.94412158       -0.02704637        2.00000000        1.07998234
    37.21731751       58.36277778        0.94575474       -0.02869660        2.00000000        1.07843725
    37.25049957       58.42277778        0.94738605       -0.03035107        2.00000000        1.07689357
    37.28356155       58.48277778        0.94901551       -0.03200979        2.00000000        1.07535128
    37.31650337       58.54277778        0.95064312       -0.03367279        2.00000000        1.07381040
    37.34932412       58.60277778        0.95226886       -0.03534007        2.00000000        1.07227092
    37.38202340       58.66277778        0.95389272       -0.03701164        2.00000000        1.07073284
    37.41460122       58.72277778        0.95551471       -0.03868753        2.00000000        1.06919617
    37.44705690       58.78277778        0.95713482       -0.04036774        2.00000000        1.06766091
    37.47938986       58.84277778        0.95875303       -0.04205228        2.00000000        1.06612706
    37.51159968       58.90277778        0.96036933       -0.04374117        2.00000000        1.06459463
    37.54368615       58.96277778        0.96198372       -0.04543443        2.00000000        1.06306360
    37.57564888       59.02277778        0.96359621       -0.04713207        2.00000000        1.06153399
    37.60748718       59.08277778        0.96520677       -0.04883409        2.00000000        1.06000580
    37.63920060       59.14277778        0.96681540       -0.05054052        2.00000000        1.05847903
    37.67078872       59.20277778        0.96842208       -0.05225136        2.00000000        1.05695368
    37.70225109       59.26277778        0.97002682       -0.05396664        2.00000000        1.05542975
    37.73358746       59.32277778        0.97162961       -0.05568636        2.00000000        1.05390724
    37.76479727       59.38277778        0.97323044       -0.05741054        2.00000000        1.05238617
    37.79587996       59.44277778        0.97482931       -0.05913919        2.00000000        1.05086652
    37.82683506       59.50277778        0.97642619       -0.06087232        2.00000000        1.04934830
    37.85766212       59.56277778        0.97802110       -0.06260995        2.00000000        1.04783151
    37.88836066       59.62277778        0.97961401       -0.06435209        2.00000000        1.04631616
    37.91893022       59.68277778        0.98120492       -0.06609876        2.00000000        1.04480224
    37.94937031       59.74277778        0.98279383       -0.06784997        2.00000000        1.04328976
    37.97968047       59.80277778        0.98438073       -0.06960572        2.00000000        1.04177873
    38.00986019       59.86277778        0.98596561       -0.07136605        2.00000000        1.04026913
    38.03990899       59.92277778        0.98754846       -0.07313096        2.00000000        1.03876098
    38.06982638       59.98277778        0.98912928       -0.07490045        2.00000000        1.03725428
    38.09961186       60.04277778        0.99070806       -0.07667456        2.00000000        1.03574903
    38.12926492       60.10277778        0.99228479       -0.07845329        2.00000000        1.03424522
    38.15878505       60.16277778        0.99385946       -0.08023665        2.00000000        1.03274287
    38.18817174       60.22277778        0.99543207       -0.08202466        2.00000000        1.03124198
    38.21742447       60.28277778        0.99700261       -0.08381733        2.00000000        1.02974254
    38.24654272       60.34277778        0.99857106       -0.08561468        2.00000000        1.02824456
    38.27552596       60.40277778        1.00013744       -0.08741671        2.00000000        1.02674805
    38.30437365       60.46277778        1.00170171       -0.08922345        2.00000000        1.02525300
    38.33308527       60.52277778        1.00326389       -0.09103491        2.00000000        1.02375941
    38.36166050       60.58277778        1.00482396       -0.09285110        2.00000000        1.02226730
    38.39009866       60.64277778        1.00638193       -0.09467203        2.00000000        1.02077665
    38.41839912       60.70277778        1.00793776       -0.09649772        2.00000000        1.01928748
    38.44656133       60.76277778        1.00949147       -0.09832818        2.00000000        1.01779979
    38.47458472       60.82277778        1.01104303       -0.10016343        2.00000000        1.01631358
    38.50246880       60.88277778        1.01259245       -0.10200347        2.00000000        1.01482884
    38.53021334       60.94277778        1.01413973       -0.10384834        2.00000000        1.01334559
    38.55781738       61.00277778        1.01568484       -0.10569803        2.00000000        1.01186383
    38.58528033       61.06277778        1.01722779       -0.10755255        2.00000000        1.01038355
    38.61260164       61.12277778        1.01876855       -0.10941193        2.00000000        1.00890476
    38.63978125       61.18277778        1.02030715       -0.11127619        2.00000000        1.00742747
    38.66681802       61.24277778        1.02184356       -0.11314532        2.00000000        1.00595168
    38.69371135       61.30277778        1.02337776       -0.11501934        2.00000000        1.00447738
    38.72046112       61.36277778        1.02490977       -0.11689828        2.00000000        1.00300458
    38.74706646       61.42277778        1.02643956       -0.11878215        2.00000000        1.00153329
    38.77352653       61.48277778        1.02796713       -0.12067094        2.00000000        1.00006351
    38.79984136       61.54277778        1.02949249       -0.12256469        2.00000000        0.99859523
    38.82600986       61.60277778        1.03101561       -0.12446341        2.00000000        0.99712847
    38.85203139       61.66277778        1.03253648       -0.12636709        2.00000000        0.99566322
    38.87790589       61.72277778        1.03405512       -0.12827578        2.00000000        0.99419948
    38.90363200       61.78277778        1.03557149       -0.13018946        2.00000000        0.99273727
    38.92920983       61.84277778        1.03708561       -0.13210817        2.00000000        0.99127658
    38.95463819       61.90277778        1.03859746       -0.13403191        2.00000000        0.98981742
    38.97991682       61.96277778        1.04010703       -0.13596070        2.00000000        0.98835978
    39.00504489       62.02277778        1.04161431       -0.13789454        2.00000000        0.98690368
    39.03002189       62.08277778        1.04311931       -0.13983346        2.00000000        0.98544911
    39.05484707       62.14277778        1.04462201       -0.14177747        2.00000000        0.98399608
    39.07951996       62.20277778        1.04612240       -0.14372658        2.00000000        0.98254459
    39.10403964       62.26277778        1.04762047       -0.14568080        2.00000000        0.98109464
    39.12840590       62.32277778        1.04911624       -0.14764015        2.00000000        0.97964624
    39.15261743       62.38277778        1.05060966       -0.14960463        2.00000000        0.97819939
    39.17667446       62.44277778        1.05210077       -0.15157429        2.00000000        0.97675408
    39.20057552       62.50277778        1.05358952       -0.15354910        2.00000000        0.97531034
    39.22432029       62.56277778        1.05507592       -0.15552909        2.00000000        0.97386815
    39.24790824       62.62277778        1.05655997       -0.15751429        2.00000000        0.97242752
    39.27133827       62.68277778        1.05804165       -0.15950468        2.00000000        0.97098846
    39.29461011       62.74277778        1.05952096       -0.16150031        2.00000000        0.96955097
    39.31772301       62.80277778        1.06099790       -0.16350117        2.00000000        0.96811504
    39.34067599       62.86277778        1.06247244       -0.16550727        2.00000000        0.96668069
    39.36346855       62.92277778        1.06394459       -0.16751863        2.00000000        0.96524792
    39.38610028       62.98277778        1.06541435       -0.16953528        2.00000000        0.96381673
    39.40857005       63.04277778        1.06688169       -0.17155721        2.00000000        0.96238712
    39.43087719       63.10277778        1.06834662       -0.17358443        2.00000000        0.96095910
    39.45302106       63.16277778        1.06980912       -0.17561697        2.00000000        0.95953267
    39.47500128       63.22277778        1.07126920       -0.17765485        2.00000000        0.95810783
    39.49681675       63.28277778        1.07272684       -0.17969806        2.00000000        0.95668459
    39.51846676       63.34277778        1.07418203       -0.18174662        2.00000000        0.95526295
    39.53995060       63.40277778        1.07563477       -0.18380055        2.00000000        0.95384291
    39.56126754       63.46277778        1.07708505       -0.18585986        2.00000000        0.95242448
    39.58241687       63.52277778        1.07853286       -0.18792455        2.00000000        0.95100766
    39.60339797       63.58277778        1.07997820       -0.18999466        2.00000000        0.94959246
    39.62421002       63.64277778        1.08142106       -0.19207018        2.00000000        0.94817887
    39.64485219       63.70277778        1.08286144       -0.19415114        2.00000000        0.94676690
    39.66532374       63.76277778        1.08429931       -0.19623753        2.00000000        0.94535656
    39.68562389       63.82277778        1.08573468       -0.19832938        2.00000000        0.94394785
    39.70575189       63.88277778        1.08716755       -0.20042670        2.00000000        0.94254076
    39.72570696       63.94277778        1.08859789       -0.20252949        2.00000000        0.94113532
    39.74548830       64.00277778        1.09002570       -0.20463778        2.00000000        0.93973151
    39.76509515       64.06277778        1.09145099       -0.20675157        2.00000000        0.93832934
    39.78452670       64.12277778        1.09287373       -0.20887087        2.00000000        0.93692883
    39.80378214       64.18277778        1.09429392       -0.21099571        2.00000000        0.93552996
    39.82286068       64.24277778        1.09571156       -0.21312608        2.00000000        0.93413274
    39.84176169       64.30277778        1.09712665       -0.21526201        2.00000000        0.93273719
    39.86048420       64.36277778        1.09853916       -0.21740351        2.00000000        0.93134329
    39.87902737       64.42277778        1.09994910       -0.21955058        2.00000000        0.92995106
    39.89739034       64.48277778        1.10135644       -0.22170323        2.00000000        0.92856050
    39.91557228       64.54277778        1.10276120       -0.22386149        2.00000000        0.92717161
    39.93357232       64.60277778        1.10416335       -0.22602535        2.00000000        0.92578440
    39.95138990       64.66277778        1.10556291       -0.22819484        2.00000000        0.92439887
    39.96902405       64.72277778        1.10695985       -0.23036997        2.00000000        0.92301503
    39.98647374       64.78277778        1.10835417       -0.23255073        2.00000000        0.92163287
    40.00373808       64.84277778        1.10974585       -0.23473715        2.00000000        0.92025241
    40.02081658       64.90277778        1.11113491       -0.23692925        2.00000000        0.91887364
    40.03770817       64.96277778        1.11252132       -0.23912702        2.00000000        0.91749658
    40.05441174       65.02277778        1.11390508       -0.24133047        2.00000000        0.91612122
    40.07092676       65.08277778        1.11528618       -0.24353963        2.00000000        0.91474756
    40.08725230       65.14277778        1.11666462       -0.24575450        2.00000000        0.91337563
    40.10338708       65.20277778        1.11804038       -0.24797508        2.00000000        0.91200541
    40.11933087       65.26277778        1.11941347       -0.25020141        2.00000000        0.91063691
    40.13508218       65.32277778        1.12078386       -0.25243347        2.00000000        0.90927014
    40.15064036       65.38277778        1.12215157       -0.25467128        2.00000000        0.90790509
    40.16600452       65.44277778        1.12351657       -0.25691486        2.00000000        0.90654178
    40.18117354       65.50277778        1.12487885       -0.25916421        2.00000000        0.90518022
    40.19614681       65.56277778        1.12623843       -0.26141934        2.00000000        0.90382039
    40.21092304       65.62277778        1.12759528       -0.26368025        2.00000000        0.90246231
    40.22550160       65.68277778        1.12894939       -0.26594698        2.00000000        0.90110598
    40.23988137       65.74277778        1.13030077       -0.26821951        2.00000000        0.89975141
    40.25406134       65.80277778        1.13164940       -0.27049785        2.00000000        0.89839860
    40.26804089       65.86277778        1.13299528       -0.27278204        2.00000000        0.89704756
    40.28181851       65.92277778        1.13433839       -0.27507204        2.00000000        0.89569828
    40.29539383       65.98277778        1.13567874       -0.27736791        2.00000000        0.89435078
    40.30876552       66.04277778        1.13701631       -0.27966963        2.00000000        0.89300506
    40.32193244       66.10277778        1.13835109       -0.28197720        2.00000000        0.89166112
    40.33489409       66.16277778        1.13968308       -0.28429065        2.00000000        0.89031897
    40.34764920       66.22277778        1.14101228       -0.28660999        2.00000000        0.88897861
    40.36019663       66.28277778        1.14233866       -0.28893520        2.00000000        0.88764005
    40.37253541       66.34277778        1.14366223       -0.29126631        2.00000000        0.88630329
    40.38466494       66.40277778        1.14498299       -0.29360333        2.00000000        0.88496834
    40.39658385       66.46277778        1.14630091       -0.29594626        2.00000000        0.88363520
    40.40829107       66.52277778        1.14761600       -0.29829510        2.00000000        0.88230388
    40.41978561       66.58277778        1.14892824       -0.30064986        2.00000000        0.88097437
    40.43106643       66.64277778        1.15023763       -0.30301056        2.00000000        0.87964670
    40.44213251       66.70277778        1.15154416       -0.30537719        2.00000000        0.87832085
    40.45298284       66.76277778        1.15284782       -0.30774977        2.00000000        0.87699684
    40.46361643       66.82277778        1.15414862       -0.31012830        2.00000000        0.87567467
    40.47403208       66.88277778        1.15544653       -0.31251279        2.00000000        0.87435434
    40.48422871       66.94277778        1.15674155       -0.31490325        2.00000000        0.87303587
    40.49420526       67.00277778        1.15803367       -0.31729966        2.00000000        0.87171925
    40.50396063       67.06277778        1.15932289       -0.31970205        2.00000000        0.87040449
    40.51349371       67.12277778        1.16060920       -0.32211042        2.00000000        0.86909160
    40.52280341       67.18277778        1.16189258       -0.32452477        2.00000000        0.86778058
    40.53188878       67.24277778        1.16317305       -0.32694512        2.00000000        0.86647143
    40.54074855       67.30277778        1.16445058       -0.32937146        2.00000000        0.86516417
    40.54938159       67.36277778        1.16572516       -0.33180379        2.00000000        0.86385879
    40.55778674       67.42277778        1.16699679       -0.33424212        2.00000000        0.86255530
    40.56596284       67.48277778        1.16826547       -0.33668646        2.00000000        0.86125371
    40.57390872       67.54277778        1.16953117       -0.33913680        2.00000000        0.85995403
    40.58162342       67.60277778        1.17079391       -0.34159315        2.00000000        0.85865624
    40.58910581       67.66277778        1.17205367       -0.34405552        2.00000000        0.85736038
    40.59635443       67.72277778        1.17331044       -0.34652391        2.00000000        0.85606643
    40.60336808       67.78277778        1.17456420       -0.34899830        2.00000000        0.85477440
    40.61014607       67.84277778        1.17581498       -0.35147873        2.00000000        0.85348430
    40.61668678       67.90277778        1.17706273       -0.35396518        2.00000000        0.85219614
    40.62298885       67.96277778        1.17830746       -0.35645763        2.00000000        0.85090992
    40.62905177       68.02277778        1.17954918       -0.35895614        2.00000000        0.84962564
    40.63487361       68.08277778        1.18078785       -0.36146065        2.00000000        0.84834331
    40.64045351       68.14277778        1.18202349       -0.36397120        2.00000000        0.84706294
    40.64579018       68.20277778        1.18325607       -0.36648777        2.00000000        0.84578453
    40.65088226       68.26277778        1.18448559       -0.36901036        2.00000000        0.84450809
    40.65572873       68.32277778        1.18571205       -0.37153898        2.00000000        0.84323363
    40.66032812       68.38277778        1.18693543       -0.37407363        2.00000000        0.84196114
    40.66467925       68.44277778        1.18815573       -0.37661430        2.00000000        0.84069064
    40.66878097       68.50277778        1.18937295       -0.37916099        2.00000000        0.83942213
    40.67263158       68.56277778        1.19058705       -0.38171369        2.00000000        0.83815561
    40.67623054       68.62277778        1.19179807       -0.38427243        2.00000000        0.83689110
    40.67957590       68.68277778        1.19300596       -0.38683717        2.00000000        0.83562860
    40.68266636       68.74277778        1.19421073       -0.38940791        2.00000000        0.83436811
    40.68550123       68.80277778        1.19541238       -0.39198468        2.00000000        0.83310964
    40.68807864       68.86277778        1.19661089       -0.39456745        2.00000000        0.83185319
    40.69039729       68.92277778        1.19780625       -0.39715621        2.00000000        0.83059878
    40.69245587       68.98277778        1.19899845       -0.39975096        2.00000000        0.82934641
    40.69425337       69.04277778        1.20018751       -0.40235172        2.00000000        0.82809608
    40.69578819       69.10277778        1.20137339       -0.40495846        2.00000000        0.82684780
    40.69705891       69.16277778        1.20255609       -0.40757118        2.00000000        0.82560158
    40.69806418       69.22277778        1.20373560       -0.41018986        2.00000000        0.82435742
    40.69880266       69.28277778        1.20491193       -0.41281452        2.00000000        0.82311533
    40.69927295       69.34277778        1.20608505       -0.41544513        2.00000000        0.82187531
    40.69947367       69.40277778        1.20725496       -0.41808169        2.00000000        0.82063738
