#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.10000000E+00    # beta 
 0.30060001E+01  0.11368051E+01  0.75424440E+00  0.20447636E+00 -0.90161066E-01  0.56522681E+00
 0.30120001E+01  0.11413341E+01  0.75546971E+00  0.20393472E+00 -0.90395763E-01  0.56707039E+00
 0.30180001E+01  0.11458704E+01  0.75669177E+00  0.20339169E+00 -0.90627979E-01  0.56891274E+00
 0.30240001E+01  0.11504140E+01  0.75791057E+00  0.20284726E+00 -0.90857705E-01  0.57075383E+00
 0.30300001E+01  0.11549650E+01  0.75912610E+00  0.20230147E+00 -0.91084928E-01  0.57259362E+00
 0.30360001E+01  0.11595232E+01  0.76033835E+00  0.20175432E+00 -0.91309640E-01  0.57443209E+00
 0.30420001E+01  0.11640886E+01  0.76154731E+00  0.20120582E+00 -0.91531832E-01  0.57626920E+00
 0.30480001E+01  0.11686614E+01  0.76275298E+00  0.20065601E+00 -0.91751492E-01  0.57810492E+00
 0.30540001E+01  0.11732413E+01  0.76395535E+00  0.20010488E+00 -0.91968612E-01  0.57993922E+00
 0.30600001E+01  0.11778285E+01  0.76515440E+00  0.19955245E+00 -0.92183183E-01  0.58177206E+00
 0.30660001E+01  0.11824228E+01  0.76635014E+00  0.19899875E+00 -0.92395195E-01  0.58360342E+00
 0.30720001E+01  0.11870243E+01  0.76754255E+00  0.19844378E+00 -0.92604640E-01  0.58543327E+00
 0.30780001E+01  0.11916329E+01  0.76873163E+00  0.19788756E+00 -0.92811509E-01  0.58726156E+00
 0.30840001E+01  0.11962487E+01  0.76991737E+00  0.19733011E+00 -0.93015792E-01  0.58908828E+00
 0.30900001E+01  0.12008716E+01  0.77109976E+00  0.19677144E+00 -0.93217482E-01  0.59091338E+00
 0.30960001E+01  0.12055016E+01  0.77227879E+00  0.19621156E+00 -0.93416570E-01  0.59273685E+00
 0.31020001E+01  0.12101386E+01  0.77345446E+00  0.19565050E+00 -0.93613048E-01  0.59455864E+00
 0.31080001E+01  0.12147827E+01  0.77462676E+00  0.19508827E+00 -0.93806908E-01  0.59637872E+00
 0.31140001E+01  0.12194337E+01  0.77579569E+00  0.19452488E+00 -0.93998143E-01  0.59819707E+00
 0.31200001E+01  0.12240918E+01  0.77696123E+00  0.19396035E+00 -0.94186744E-01  0.60001365E+00
 0.31260001E+01  0.12287569E+01  0.77812338E+00  0.19339470E+00 -0.94372704E-01  0.60182844E+00
 0.31320001E+01  0.12334290E+01  0.77928213E+00  0.19282794E+00 -0.94556016E-01  0.60364139E+00
 0.31380001E+01  0.12381080E+01  0.78043748E+00  0.19226009E+00 -0.94736673E-01  0.60545249E+00
 0.31440001E+01  0.12427939E+01  0.78158942E+00  0.19169116E+00 -0.94914668E-01  0.60726170E+00
 0.31500001E+01  0.12474867E+01  0.78273795E+00  0.19112117E+00 -0.95089993E-01  0.60906898E+00
 0.31560001E+01  0.12521864E+01  0.78388305E+00  0.19055014E+00 -0.95262643E-01  0.61087432E+00
 0.31620002E+01  0.12568929E+01  0.78502472E+00  0.18997808E+00 -0.95432610E-01  0.61267767E+00
 0.31680002E+01  0.12616063E+01  0.78616295E+00  0.18940500E+00 -0.95599889E-01  0.61447902E+00
 0.31740002E+01  0.12663265E+01  0.78729775E+00  0.18883093E+00 -0.95764474E-01  0.61627832E+00
 0.31800002E+01  0.12710535E+01  0.78842909E+00  0.18825588E+00 -0.95926358E-01  0.61807555E+00
 0.31860002E+01  0.12757873E+01  0.78955699E+00  0.18767987E+00 -0.96085536E-01  0.61987067E+00
 0.31920002E+01  0.12805279E+01  0.79068142E+00  0.18710291E+00 -0.96242003E-01  0.62166367E+00
 0.31980002E+01  0.12852752E+01  0.79180240E+00  0.18652502E+00 -0.96395752E-01  0.62345450E+00
 0.32040002E+01  0.12900292E+01  0.79291990E+00  0.18594621E+00 -0.96546778E-01  0.62524315E+00
 0.32100002E+01  0.12947899E+01  0.79403392E+00  0.18536651E+00 -0.96695078E-01  0.62702957E+00
 0.32160002E+01  0.12995572E+01  0.79514447E+00  0.18478592E+00 -0.96840644E-01  0.62881374E+00
 0.32220002E+01  0.13043313E+01  0.79625153E+00  0.18420447E+00 -0.96983474E-01  0.63059564E+00
 0.32280002E+01  0.13091119E+01  0.79735509E+00  0.18362217E+00 -0.97123563E-01  0.63237522E+00
 0.32340002E+01  0.13138992E+01  0.79845516E+00  0.18303903E+00 -0.97260905E-01  0.63415247E+00
 0.32400002E+01  0.13186930E+01  0.79955174E+00  0.18245508E+00 -0.97395498E-01  0.63592735E+00
 0.32460002E+01  0.13234935E+01  0.80064480E+00  0.18187033E+00 -0.97527337E-01  0.63769983E+00
 0.32520002E+01  0.13283004E+01  0.80173435E+00  0.18128480E+00 -0.97656418E-01  0.63946990E+00
 0.32580002E+01  0.13331140E+01  0.80282039E+00  0.18069850E+00 -0.97782737E-01  0.64123750E+00
 0.32640002E+01  0.13379340E+01  0.80390291E+00  0.18011145E+00 -0.97906292E-01  0.64300263E+00
 0.32700002E+01  0.13427605E+01  0.80498190E+00  0.17952367E+00 -0.98027079E-01  0.64476525E+00
 0.32760002E+01  0.13475934E+01  0.80605737E+00  0.17893517E+00 -0.98145095E-01  0.64652533E+00
 0.32820002E+01  0.13524328E+01  0.80712930E+00  0.17834596E+00 -0.98260336E-01  0.64828284E+00
 0.32880002E+01  0.13572786E+01  0.80819770E+00  0.17775608E+00 -0.98372802E-01  0.65003776E+00
 0.32940002E+01  0.13621309E+01  0.80926255E+00  0.17716553E+00 -0.98482488E-01  0.65179005E+00
 0.33000002E+01  0.13669895E+01  0.81032386E+00  0.17657433E+00 -0.98589392E-01  0.65353970E+00
 0.33060002E+01  0.13718544E+01  0.81138162E+00  0.17598249E+00 -0.98693513E-01  0.65528667E+00
 0.33120002E+01  0.13767257E+01  0.81243582E+00  0.17539004E+00 -0.98794848E-01  0.65703093E+00
 0.33180002E+01  0.13816033E+01  0.81348648E+00  0.17479699E+00 -0.98893396E-01  0.65877246E+00
 0.33240002E+01  0.13864872E+01  0.81453357E+00  0.17420336E+00 -0.98989154E-01  0.66051123E+00
 0.33300002E+01  0.13913774E+01  0.81557709E+00  0.17360916E+00 -0.99082123E-01  0.66224722E+00
 0.33360002E+01  0.13962738E+01  0.81661705E+00  0.17301440E+00 -0.99172299E-01  0.66398039E+00
 0.33420002E+01  0.14011765E+01  0.81765344E+00  0.17241912E+00 -0.99259683E-01  0.66571072E+00
 0.33480002E+01  0.14060854E+01  0.81868626E+00  0.17182332E+00 -0.99344274E-01  0.66743818E+00
 0.33540002E+01  0.14110004E+01  0.81971550E+00  0.17122702E+00 -0.99426070E-01  0.66916275E+00
 0.33600002E+01  0.14159216E+01  0.82074116E+00  0.17063024E+00 -0.99505071E-01  0.67088440E+00
 0.33660002E+01  0.14208490E+01  0.82176324E+00  0.17003299E+00 -0.99581278E-01  0.67260310E+00
 0.33720002E+01  0.14257825E+01  0.82278174E+00  0.16943529E+00 -0.99654689E-01  0.67431883E+00
 0.33780002E+01  0.14307221E+01  0.82379664E+00  0.16883716E+00 -0.99725305E-01  0.67603156E+00
 0.33840002E+01  0.14356677E+01  0.82480796E+00  0.16823861E+00 -0.99793126E-01  0.67774127E+00
 0.33900002E+01  0.14406195E+01  0.82581569E+00  0.16763967E+00 -0.99858152E-01  0.67944793E+00
 0.33960002E+01  0.14455772E+01  0.82681982E+00  0.16704034E+00 -0.99920385E-01  0.68115151E+00
 0.34020002E+01  0.14505410E+01  0.82782035E+00  0.16644065E+00 -0.99979824E-01  0.68285199E+00
 0.34080002E+01  0.14555108E+01  0.82881728E+00  0.16584060E+00 -0.10003647E+00  0.68454934E+00
 0.34140002E+01  0.14604865E+01  0.82981062E+00  0.16524023E+00 -0.10009033E+00  0.68624355E+00
 0.34200002E+01  0.14654682E+01  0.83080035E+00  0.16463954E+00 -0.10014139E+00  0.68793457E+00
 0.34260002E+01  0.14704558E+01  0.83178647E+00  0.16403855E+00 -0.10018967E+00  0.68962240E+00
 0.34320002E+01  0.14754493E+01  0.83276899E+00  0.16343728E+00 -0.10023517E+00  0.69130700E+00
 0.34380002E+01  0.14804487E+01  0.83374790E+00  0.16283575E+00 -0.10027787E+00  0.69298835E+00
 0.34440002E+01  0.14854540E+01  0.83472320E+00  0.16223397E+00 -0.10031780E+00  0.69466642E+00
 0.34500002E+01  0.14904651E+01  0.83569489E+00  0.16163195E+00 -0.10035494E+00  0.69634120E+00
 0.34560002E+01  0.14954820E+01  0.83666296E+00  0.16102972E+00 -0.10038931E+00  0.69801265E+00
 0.34620002E+01  0.15005048E+01  0.83762742E+00  0.16042730E+00 -0.10042090E+00  0.69968076E+00
 0.34680002E+01  0.15055333E+01  0.83858827E+00  0.15982469E+00 -0.10044972E+00  0.70134550E+00
 0.34740002E+01  0.15105675E+01  0.83954550E+00  0.15922191E+00 -0.10047577E+00  0.70300684E+00
 0.34800002E+01  0.15156075E+01  0.84049911E+00  0.15861899E+00 -0.10049905E+00  0.70466477E+00
 0.34860002E+01  0.15206532E+01  0.84144911E+00  0.15801594E+00 -0.10051957E+00  0.70631926E+00
 0.34920002E+01  0.15257046E+01  0.84239549E+00  0.15741277E+00 -0.10053733E+00  0.70797028E+00
 0.34980002E+01  0.15307617E+01  0.84333824E+00  0.15680950E+00 -0.10055234E+00  0.70961782E+00
 0.35040002E+01  0.15358244E+01  0.84427738E+00  0.15620615E+00 -0.10056459E+00  0.71126185E+00
 0.35100002E+01  0.15408927E+01  0.84521290E+00  0.15560273E+00 -0.10057410E+00  0.71290235E+00
 0.35160002E+01  0.15459666E+01  0.84614479E+00  0.15499927E+00 -0.10058086E+00  0.71453929E+00
 0.35220002E+01  0.15510462E+01  0.84707307E+00  0.15439577E+00 -0.10058488E+00  0.71617266E+00
 0.35280002E+01  0.15561312E+01  0.84799772E+00  0.15379226E+00 -0.10058617E+00  0.71780244E+00
 0.35340002E+01  0.15612219E+01  0.84891876E+00  0.15318874E+00 -0.10058472E+00  0.71942859E+00
 0.35400002E+01  0.15663180E+01  0.84983617E+00  0.15258524E+00 -0.10058055E+00  0.72105110E+00
 0.35460002E+01  0.15714196E+01  0.85074996E+00  0.15198178E+00 -0.10057367E+00  0.72266995E+00
 0.35520002E+01  0.15765267E+01  0.85166013E+00  0.15137836E+00 -0.10056406E+00  0.72428512E+00
 0.35580002E+01  0.15816392E+01  0.85256668E+00  0.15077501E+00 -0.10055175E+00  0.72589658E+00
 0.35640002E+01  0.15867572E+01  0.85346961E+00  0.15017174E+00 -0.10053673E+00  0.72750431E+00
 0.35700002E+01  0.15918806E+01  0.85436893E+00  0.14956857E+00 -0.10051902E+00  0.72910830E+00
 0.35760002E+01  0.15970094E+01  0.85526462E+00  0.14896552E+00 -0.10049861E+00  0.73070852E+00
 0.35820002E+01  0.16021435E+01  0.85615669E+00  0.14836259E+00 -0.10047552E+00  0.73230496E+00
 0.35880002E+01  0.16072830E+01  0.85704515E+00  0.14775981E+00 -0.10044974E+00  0.73389758E+00
 0.35940002E+01  0.16124278E+01  0.85792999E+00  0.14715719E+00 -0.10042130E+00  0.73548638E+00
 0.36000002E+01  0.16175779E+01  0.85881122E+00  0.14655475E+00 -0.10039018E+00  0.73707133E+00
 0.36060002E+01  0.16227332E+01  0.85968883E+00  0.14595250E+00 -0.10035641E+00  0.73865241E+00
 0.36120002E+01  0.16278939E+01  0.86056283E+00  0.14535047E+00 -0.10031999E+00  0.74022961E+00
 0.36180002E+01  0.16330597E+01  0.86143322E+00  0.14474866E+00 -0.10028091E+00  0.74180290E+00
 0.36240002E+01  0.16382308E+01  0.86229999E+00  0.14414709E+00 -0.10023920E+00  0.74337227E+00
 0.36300002E+01  0.16434071E+01  0.86316316E+00  0.14354578E+00 -0.10019486E+00  0.74493769E+00
 0.36360002E+01  0.16485885E+01  0.86402272E+00  0.14294474E+00 -0.10014790E+00  0.74649914E+00
 0.36420002E+01  0.16537751E+01  0.86487868E+00  0.14234399E+00 -0.10009831E+00  0.74805662E+00
 0.36480002E+01  0.16589668E+01  0.86573103E+00  0.14174355E+00 -0.10004613E+00  0.74961009E+00
 0.36540002E+01  0.16641636E+01  0.86657978E+00  0.14114343E+00 -0.99991336E-01  0.75115955E+00
 0.36600002E+01  0.16693655E+01  0.86742494E+00  0.14054364E+00 -0.99933955E-01  0.75270497E+00
 0.36660002E+01  0.16745724E+01  0.86826649E+00  0.13994421E+00 -0.99873991E-01  0.75424634E+00
 0.36720002E+01  0.16797844E+01  0.86910445E+00  0.13934514E+00 -0.99811453E-01  0.75578364E+00
 0.36780002E+01  0.16850014E+01  0.86993881E+00  0.13874646E+00 -0.99746348E-01  0.75731684E+00
 0.36840002E+01  0.16902234E+01  0.87076958E+00  0.13814817E+00 -0.99678686E-01  0.75884594E+00
 0.36900002E+01  0.16954504E+01  0.87159677E+00  0.13755030E+00 -0.99608476E-01  0.76037092E+00
 0.36960002E+01  0.17006823E+01  0.87242037E+00  0.13695285E+00 -0.99535727E-01  0.76189176E+00
 0.37020002E+01  0.17059192E+01  0.87324038E+00  0.13635585E+00 -0.99460448E-01  0.76340843E+00
 0.37080002E+01  0.17111610E+01  0.87405682E+00  0.13575931E+00 -0.99382648E-01  0.76492094E+00
 0.37140002E+01  0.17164076E+01  0.87486968E+00  0.13516324E+00 -0.99302339E-01  0.76642926E+00
 0.37200002E+01  0.17216591E+01  0.87567896E+00  0.13456766E+00 -0.99219528E-01  0.76793337E+00
 0.37260002E+01  0.17269155E+01  0.87648467E+00  0.13397259E+00 -0.99134226E-01  0.76943326E+00
 0.37320002E+01  0.17321767E+01  0.87728681E+00  0.13337803E+00 -0.99046444E-01  0.77092891E+00
 0.37380002E+01  0.17374427E+01  0.87808538E+00  0.13278401E+00 -0.98956190E-01  0.77242030E+00
 0.37440002E+01  0.17427135E+01  0.87888039E+00  0.13219053E+00 -0.98863476E-01  0.77390743E+00
 0.37500002E+01  0.17479890E+01  0.87967185E+00  0.13159762E+00 -0.98768312E-01  0.77539028E+00
 0.37560002E+01  0.17532693E+01  0.88045975E+00  0.13100529E+00 -0.98670709E-01  0.77686883E+00
 0.37620002E+01  0.17585543E+01  0.88124409E+00  0.13041355E+00 -0.98570677E-01  0.77834306E+00
 0.37680002E+01  0.17638440E+01  0.88202489E+00  0.12982242E+00 -0.98468228E-01  0.77981297E+00
 0.37740002E+01  0.17691384E+01  0.88280214E+00  0.12923190E+00 -0.98363372E-01  0.78127853E+00
 0.37800002E+01  0.17744374E+01  0.88357585E+00  0.12864203E+00 -0.98256120E-01  0.78273974E+00
 0.37860002E+01  0.17797410E+01  0.88434602E+00  0.12805280E+00 -0.98146484E-01  0.78419658E+00
 0.37920002E+01  0.17850493E+01  0.88511266E+00  0.12746424E+00 -0.98034475E-01  0.78564903E+00
 0.37980002E+01  0.17903621E+01  0.88587577E+00  0.12687636E+00 -0.97920105E-01  0.78709709E+00
 0.38040002E+01  0.17956796E+01  0.88663535E+00  0.12628917E+00 -0.97803385E-01  0.78854074E+00
 0.38100002E+01  0.18010015E+01  0.88739142E+00  0.12570269E+00 -0.97684328E-01  0.78997996E+00
 0.38160002E+01  0.18063280E+01  0.88814396E+00  0.12511693E+00 -0.97562944E-01  0.79141475E+00
 0.38220002E+01  0.18116590E+01  0.88889300E+00  0.12453190E+00 -0.97439247E-01  0.79284508E+00
 0.38280002E+01  0.18169945E+01  0.88963852E+00  0.12394762E+00 -0.97313249E-01  0.79427095E+00
 0.38340002E+01  0.18223345E+01  0.89038055E+00  0.12336411E+00 -0.97184961E-01  0.79569235E+00
 0.38400002E+01  0.18276789E+01  0.89111907E+00  0.12278137E+00 -0.97054396E-01  0.79710926E+00
 0.38460002E+01  0.18330277E+01  0.89185410E+00  0.12219942E+00 -0.96921568E-01  0.79852168E+00
 0.38520002E+01  0.18383809E+01  0.89258564E+00  0.12161827E+00 -0.96786487E-01  0.79992958E+00
 0.38580002E+01  0.18437385E+01  0.89331369E+00  0.12103795E+00 -0.96649168E-01  0.80133296E+00
 0.38640002E+01  0.18491004E+01  0.89403827E+00  0.12045845E+00 -0.96509623E-01  0.80273181E+00
 0.38700002E+01  0.18544667E+01  0.89475937E+00  0.11987979E+00 -0.96367866E-01  0.80412611E+00
 0.38760002E+01  0.18598373E+01  0.89547700E+00  0.11930199E+00 -0.96223908E-01  0.80551586E+00
 0.38820002E+01  0.18652122E+01  0.89619117E+00  0.11872507E+00 -0.96077764E-01  0.80690104E+00
 0.38880002E+01  0.18705914E+01  0.89690188E+00  0.11814902E+00 -0.95929448E-01  0.80828164E+00
 0.38940002E+01  0.18759748E+01  0.89760913E+00  0.11757387E+00 -0.95778971E-01  0.80965766E+00
 0.39000002E+01  0.18813625E+01  0.89831294E+00  0.11699963E+00 -0.95626349E-01  0.81102907E+00
 0.39060002E+01  0.18867544E+01  0.89901330E+00  0.11642631E+00 -0.95471594E-01  0.81239589E+00
 0.39120002E+01  0.18921504E+01  0.89971023E+00  0.11585393E+00 -0.95314721E-01  0.81375808E+00
 0.39180002E+01  0.18975507E+01  0.90040372E+00  0.11528249E+00 -0.95155743E-01  0.81511565E+00
 0.39240002E+01  0.19029551E+01  0.90109379E+00  0.11471202E+00 -0.94994675E-01  0.81646858E+00
 0.39300002E+01  0.19083636E+01  0.90178044E+00  0.11414251E+00 -0.94831530E-01  0.81781686E+00
 0.39360002E+01  0.19137762E+01  0.90246367E+00  0.11357399E+00 -0.94666322E-01  0.81916049E+00
 0.39420002E+01  0.19191929E+01  0.90314350E+00  0.11300647E+00 -0.94499067E-01  0.82049946E+00
 0.39480002E+01  0.19246137E+01  0.90381992E+00  0.11243996E+00 -0.94329778E-01  0.82183376E+00
 0.39540002E+01  0.19300386E+01  0.90449295E+00  0.11187447E+00 -0.94158470E-01  0.82316337E+00
 0.39600002E+01  0.19354674E+01  0.90516259E+00  0.11131001E+00 -0.93985157E-01  0.82448830E+00
 0.39660002E+01  0.19409003E+01  0.90582884E+00  0.11074660E+00 -0.93809854E-01  0.82580853E+00
 0.39720002E+01  0.19463372E+01  0.90649172E+00  0.11018424E+00 -0.93632577E-01  0.82712406E+00
 0.39780002E+01  0.19517780E+01  0.90715122E+00  0.10962296E+00 -0.93453338E-01  0.82843487E+00
 0.39840002E+01  0.19572228E+01  0.90780737E+00  0.10906275E+00 -0.93272155E-01  0.82974097E+00
 0.39900002E+01  0.19626715E+01  0.90846015E+00  0.10850364E+00 -0.93089041E-01  0.83104234E+00
 0.39960002E+01  0.19681241E+01  0.90910958E+00  0.10794563E+00 -0.92904011E-01  0.83233898E+00
 0.40020002E+01  0.19735806E+01  0.90975567E+00  0.10738874E+00 -0.92717082E-01  0.83363087E+00
 0.40080002E+01  0.19790410E+01  0.91039841E+00  0.10683298E+00 -0.92528267E-01  0.83491802E+00
 0.40140002E+01  0.19845052E+01  0.91103783E+00  0.10627835E+00 -0.92337583E-01  0.83620042E+00
 0.40200002E+01  0.19899732E+01  0.91167392E+00  0.10572487E+00 -0.92145045E-01  0.83747806E+00
 0.40260002E+01  0.19954451E+01  0.91230670E+00  0.10517255E+00 -0.91950668E-01  0.83875093E+00
 0.40320002E+01  0.20009207E+01  0.91293616E+00  0.10462141E+00 -0.91754468E-01  0.84001903E+00
 0.40380002E+01  0.20064001E+01  0.91356232E+00  0.10407144E+00 -0.91556461E-01  0.84128236E+00
 0.40440002E+01  0.20118833E+01  0.91418518E+00  0.10352267E+00 -0.91356662E-01  0.84254090E+00
 0.40500002E+01  0.20173701E+01  0.91480476E+00  0.10297511E+00 -0.91155086E-01  0.84379466E+00
 0.40560002E+01  0.20228607E+01  0.91542105E+00  0.10242876E+00 -0.90951751E-01  0.84504362E+00
 0.40620002E+01  0.20283550E+01  0.91603407E+00  0.10188363E+00 -0.90746671E-01  0.84628779E+00
 0.40680002E+01  0.20338529E+01  0.91664382E+00  0.10133974E+00 -0.90539863E-01  0.84752715E+00
 0.40740002E+01  0.20393545E+01  0.91725031E+00  0.10079709E+00 -0.90331342E-01  0.84876171E+00
 0.40800002E+01  0.20448598E+01  0.91785355E+00  0.10025570E+00 -0.90121126E-01  0.84999145E+00
 0.40860002E+01  0.20503686E+01  0.91845355E+00  0.99715578E-01 -0.89909229E-01  0.85121639E+00
 0.40920002E+01  0.20558810E+01  0.91905030E+00  0.99176730E-01 -0.89695668E-01  0.85243650E+00
 0.40980002E+01  0.20613970E+01  0.91964383E+00  0.98639169E-01 -0.89480460E-01  0.85365179E+00
 0.41040002E+01  0.20669166E+01  0.92023414E+00  0.98102903E-01 -0.89263620E-01  0.85486226E+00
 0.41100002E+01  0.20724396E+01  0.92082123E+00  0.97567943E-01 -0.89045165E-01  0.85606790E+00
 0.41160002E+01  0.20779662E+01  0.92140512E+00  0.97034298E-01 -0.88825112E-01  0.85726870E+00
 0.41220002E+01  0.20834963E+01  0.92198580E+00  0.96501979E-01 -0.88603476E-01  0.85846467E+00
 0.41280002E+01  0.20890299E+01  0.92256330E+00  0.95970993E-01 -0.88380275E-01  0.85965580E+00
 0.41340002E+01  0.20945669E+01  0.92313762E+00  0.95441351E-01 -0.88155524E-01  0.86084209E+00
 0.41400002E+01  0.21001074E+01  0.92370876E+00  0.94913062E-01 -0.87929242E-01  0.86202354E+00
 0.41460002E+01  0.21056512E+01  0.92427674E+00  0.94386135E-01 -0.87701443E-01  0.86320015E+00
 0.41520002E+01  0.21111985E+01  0.92484155E+00  0.93860579E-01 -0.87472145E-01  0.86437191E+00
 0.41580002E+01  0.21167492E+01  0.92540322E+00  0.93336403E-01 -0.87241364E-01  0.86553881E+00
 0.41640002E+01  0.21223032E+01  0.92596175E+00  0.92813616E-01 -0.87009118E-01  0.86670087E+00
 0.41700002E+01  0.21278605E+01  0.92651715E+00  0.92292227E-01 -0.86775423E-01  0.86785808E+00
 0.41760002E+01  0.21334212E+01  0.92706942E+00  0.91772244E-01 -0.86540296E-01  0.86901043E+00
 0.41820002E+01  0.21389852E+01  0.92761857E+00  0.91253675E-01 -0.86303753E-01  0.87015793E+00
 0.41880002E+01  0.21445525E+01  0.92816462E+00  0.90736530E-01 -0.86065812E-01  0.87130058E+00
 0.41940002E+01  0.21501230E+01  0.92870757E+00  0.90220817E-01 -0.85826489E-01  0.87243837E+00
 0.42000002E+01  0.21556968E+01  0.92924743E+00  0.89706543E-01 -0.85585802E-01  0.87357130E+00
 0.42060002E+01  0.21612738E+01  0.92978420E+00  0.89193717E-01 -0.85343767E-01  0.87469937E+00
 0.42120002E+01  0.21668540E+01  0.93031791E+00  0.88682348E-01 -0.85100401E-01  0.87582259E+00
 0.42180002E+01  0.21724374E+01  0.93084855E+00  0.88172442E-01 -0.84855722E-01  0.87694096E+00
 0.42240002E+01  0.21780240E+01  0.93137613E+00  0.87664008E-01 -0.84609746E-01  0.87805446E+00
 0.42300002E+01  0.21836138E+01  0.93190067E+00  0.87157053E-01 -0.84362491E-01  0.87916312E+00
 0.42360002E+01  0.21892067E+01  0.93242217E+00  0.86651586E-01 -0.84113973E-01  0.88026691E+00
 0.42420002E+01  0.21948027E+01  0.93294064E+00  0.86147613E-01 -0.83864209E-01  0.88136585E+00
 0.42480002E+01  0.22004018E+01  0.93345610E+00  0.85645143E-01 -0.83613217E-01  0.88245994E+00
 0.42540002E+01  0.22060040E+01  0.93396854E+00  0.85144182E-01 -0.83361014E-01  0.88354917E+00
 0.42600002E+01  0.22116093E+01  0.93447798E+00  0.84644737E-01 -0.83107617E-01  0.88463355E+00
 0.42660002E+01  0.22172176E+01  0.93498443E+00  0.84146816E-01 -0.82853043E-01  0.88571309E+00
 0.42720002E+01  0.22228289E+01  0.93548789E+00  0.83650426E-01 -0.82597309E-01  0.88678777E+00
 0.42780002E+01  0.22284433E+01  0.93598839E+00  0.83155574E-01 -0.82340432E-01  0.88785761E+00
 0.42840002E+01  0.22340606E+01  0.93648591E+00  0.82662266E-01 -0.82082429E-01  0.88892260E+00
 0.42900002E+01  0.22396810E+01  0.93698048E+00  0.82170510E-01 -0.81823319E-01  0.88998275E+00
 0.42960002E+01  0.22453043E+01  0.93747211E+00  0.81680311E-01 -0.81563116E-01  0.89103806E+00
 0.43020002E+01  0.22509305E+01  0.93796080E+00  0.81191676E-01 -0.81301840E-01  0.89208853E+00
 0.43080002E+01  0.22565596E+01  0.93844656E+00  0.80704612E-01 -0.81039507E-01  0.89313417E+00
 0.43140002E+01  0.22621917E+01  0.93892940E+00  0.80219125E-01 -0.80776133E-01  0.89417497E+00
 0.43200002E+01  0.22678266E+01  0.93940934E+00  0.79735221E-01 -0.80511738E-01  0.89521095E+00
 0.43260002E+01  0.22734644E+01  0.93988637E+00  0.79252907E-01 -0.80246336E-01  0.89624210E+00
 0.43320002E+01  0.22791051E+01  0.94036052E+00  0.78772187E-01 -0.79979946E-01  0.89726842E+00
 0.43380002E+01  0.22847486E+01  0.94083179E+00  0.78293069E-01 -0.79712585E-01  0.89828993E+00
 0.43440002E+01  0.22903950E+01  0.94130018E+00  0.77815558E-01 -0.79444269E-01  0.89930662E+00
 0.43500002E+01  0.22960441E+01  0.94176572E+00  0.77339659E-01 -0.79175016E-01  0.90031849E+00
 0.43560002E+01  0.23016960E+01  0.94222840E+00  0.76865379E-01 -0.78904844E-01  0.90132556E+00
 0.43620002E+01  0.23073507E+01  0.94268825E+00  0.76392722E-01 -0.78633768E-01  0.90232783E+00
 0.43680002E+01  0.23130081E+01  0.94314526E+00  0.75921694E-01 -0.78361806E-01  0.90332529E+00
 0.43740002E+01  0.23186683E+01  0.94359945E+00  0.75452300E-01 -0.78088975E-01  0.90431796E+00
 0.43800002E+01  0.23243312E+01  0.94405083E+00  0.74984546E-01 -0.77815293E-01  0.90530584E+00
 0.43860002E+01  0.23299968E+01  0.94449941E+00  0.74518436E-01 -0.77540775E-01  0.90628893E+00
 0.43920002E+01  0.23356650E+01  0.94494520E+00  0.74053976E-01 -0.77265440E-01  0.90726724E+00
 0.43980002E+01  0.23413360E+01  0.94538820E+00  0.73591169E-01 -0.76989303E-01  0.90824078E+00
 0.44040002E+01  0.23470095E+01  0.94582843E+00  0.73130022E-01 -0.76712383E-01  0.90920954E+00
 0.44100002E+01  0.23526858E+01  0.94626590E+00  0.72670539E-01 -0.76434695E-01  0.91017354E+00
 0.44160002E+01  0.23583646E+01  0.94670062E+00  0.72212724E-01 -0.76156257E-01  0.91113277E+00
 0.44220002E+01  0.23640460E+01  0.94713260E+00  0.71756582E-01 -0.75877085E-01  0.91208725E+00
 0.44280002E+01  0.23697301E+01  0.94756184E+00  0.71302117E-01 -0.75597197E-01  0.91303699E+00
 0.44340002E+01  0.23754166E+01  0.94798836E+00  0.70849333E-01 -0.75316608E-01  0.91398198E+00
 0.44400002E+01  0.23811058E+01  0.94841217E+00  0.70398234E-01 -0.75035337E-01  0.91492223E+00
 0.44460002E+01  0.23867975E+01  0.94883328E+00  0.69948826E-01 -0.74753399E-01  0.91585775E+00
 0.44520002E+01  0.23924917E+01  0.94925170E+00  0.69501110E-01 -0.74470812E-01  0.91678855E+00
 0.44580002E+01  0.23981883E+01  0.94966743E+00  0.69055092E-01 -0.74187591E-01  0.91771463E+00
 0.44640002E+01  0.24038875E+01  0.95008049E+00  0.68610775E-01 -0.73903753E-01  0.91863600E+00
 0.44700002E+01  0.24095892E+01  0.95049090E+00  0.68168163E-01 -0.73619316E-01  0.91955266E+00
 0.44760002E+01  0.24152933E+01  0.95089865E+00  0.67727259E-01 -0.73334295E-01  0.92046463E+00
 0.44820002E+01  0.24209998E+01  0.95130376E+00  0.67288067E-01 -0.73048707E-01  0.92137190E+00
 0.44880002E+01  0.24267088E+01  0.95170624E+00  0.66850590E-01 -0.72762568E-01  0.92227449E+00
 0.44940002E+01  0.24324202E+01  0.95210610E+00  0.66414831E-01 -0.72475895E-01  0.92317241E+00
