0.999954 0.604266
0.999686 0.515118
0.999200 0.464132
0.998508 0.426802
0.997617 0.396744
0.996532 0.371257
0.995258 0.348924
0.993797 0.328904
0.992153 0.310653
0.990329 0.293797
0.988328 0.278068
0.986151 0.263267
0.983803 0.249240
0.981284 0.235869
0.978597 0.223056
0.975745 0.210724
0.972729 0.198808
0.969551 0.187255
0.966215 0.176018
0.962721 0.165059
0.959072 0.154345
0.955271 0.143846
0.951318 0.133536
0.947217 0.123394
0.942970 0.113399
0.938578 0.103535
0.934045 0.093784
0.929371 0.084133
0.924560 0.074569
0.919613 0.065080
0.914534 0.055657
0.909323 0.046289
0.903984 0.036967
0.898518 0.027684
0.892929 0.018432
0.887218 0.009204
0.881387 -0.000006
0.875440 -0.009203
0.869379 -0.018394
0.863205 -0.027584
0.856922 -0.036776
0.850532 -0.045976
0.844037 -0.055187
0.837440 -0.064413
0.830743 -0.073658
0.823949 -0.082925
0.817061 -0.092218
0.810080 -0.101538
0.803010 -0.110890
0.795853 -0.120275
0.788612 -0.129696
0.781288 -0.139156
0.773886 -0.148656
0.766407 -0.158198
0.758853 -0.167785
0.751229 -0.177418
0.743535 -0.187099
0.735775 -0.196830
0.727952 -0.206612
0.720068 -0.216447
0.712125 -0.226336
0.704126 -0.236280
0.696075 -0.246281
0.687973 -0.256339
0.679822 -0.266457
0.671627 -0.276634
0.663389 -0.286873
0.655111 -0.297173
0.646795 -0.307537
0.638445 -0.317964
0.630062 -0.328457
0.621650 -0.339015
0.613210 -0.349639
0.604746 -0.360330
0.596260 -0.371089
0.587755 -0.381917
0.579233 -0.392815
0.570696 -0.403782
0.562148 -0.414820
0.553590 -0.425930
0.545025 -0.437112
0.536457 -0.448367
0.527886 -0.459695
0.519316 -0.471098
0.510749 -0.482576
0.502188 -0.494129
0.493634 -0.505759
0.485091 -0.517466
0.476561 -0.529252
0.468046 -0.541116
0.459548 -0.553060
0.451071 -0.565084
0.442615 -0.577190
0.434184 -0.589379
0.425779 -0.601651
0.417404 -0.614008
0.409060 -0.626451
0.400749 -0.638981
0.392474 -0.651600
0.384237 -0.664308
0.376040 -0.677107
0.367886 -0.689999
0.359776 -0.702985
0.351712 -0.716067
0.343697 -0.729248
0.335733 -0.742528
0.327821 -0.755910
0.319964 -0.769396
0.312164 -0.782989
0.304423 -0.796691
0.296743 -0.810504
0.289125 -0.824432
0.281572 -0.838477
0.274085 -0.852642
0.266666 -0.866931
0.259318 -0.881347
0.252042 -0.895894
0.244840 -0.910576
0.237713 -0.925396
0.230664 -0.940360
0.223694 -0.955471
0.216805 -0.970735
0.209998 -0.986156
0.203275 -1.001740
0.196639 -1.017491
0.190089 -1.033416
0.183629 -1.049521
0.177259 -1.065811
0.170981 -1.082293
0.164796 -1.098973
0.158707 -1.115858
0.152714 -1.132954
0.146819 -1.150269
0.141023 -1.167809
0.135328 -1.185580
0.129735 -1.203590
0.124246 -1.221844
0.118861 -1.240348
0.113581 -1.259108
0.108409 -1.278127
0.103346 -1.297410
0.098391 -1.316957
0.093548 -1.336770
0.088816 -1.356845
0.084197 -1.377178
0.079692 -1.397759
0.075302 -1.418575
0.071028 -1.439607
0.066871 -1.460829
0.062832 -1.482206
0.058912 -1.503692
0.055111 -1.525229
0.051432 -1.546742
0.047873 -1.568137
0.044437 -1.589293
0.041124 -1.610064
0.037935 -1.630264
0.034871 -1.649664
0.031932 -1.667981
0.029118 -1.684867
0.026432 -1.699895
0.023872 -1.712543
0.021440 -1.722178
0.019137 -1.728032
0.016962 -1.729184
0.014917 -1.724535
0.013001 -1.712794
0.011216 -1.692459
0.009561 -1.661818
0.008038 -1.618972
0.006645 -1.561884
0.005385 -1.488481
0.004256 -1.396809
0.003259 -1.285261
0.002395 -1.152874
0.001664 -0.999669
0.001065 -0.826986
0.000599 -0.637737
0.000266 -0.436477
0.000067 -0.229207
0.000000 -0.022894
0.000067 0.175249
0.000266 0.358573
0.000599 0.521705
0.001065 0.661021
0.001664 0.774785
0.002395 0.863002
0.003259 0.927067
0.004256 0.969318
0.005385 0.992617
0.006645 0.999993
0.008038 0.994389
0.009561 0.978500
0.011216 0.954694
0.013001 0.924983
0.014917 0.891036
0.016962 0.854208
0.019137 0.815580
0.021440 0.776001
0.023872 0.736128
0.026432 0.696460
0.029118 0.657373
0.031932 0.619141
0.034871 0.581962
0.037935 0.545970
0.041124 0.511253
0.044437 0.477863
0.047873 0.445823
0.051432 0.415137
0.055111 0.385792
0.058912 0.357765
0.062832 0.331023
0.066871 0.305530
0.071028 0.281245
0.075302 0.258124
0.079692 0.236123
0.084197 0.215198
0.088816 0.195305
0.093548 0.176400
0.098391 0.158441
0.103346 0.141387
0.108409 0.125200
0.113581 0.109840
0.118861 0.095272
0.124246 0.081462
0.129735 0.068375
0.135328 0.055982
0.141023 0.044252
0.146819 0.033157
0.152714 0.022669
0.158707 0.012764
0.164796 0.003416
0.170981 -0.005397
0.177259 -0.013697
0.183629 -0.021505
0.190089 -0.028841
0.196639 -0.035725
0.203275 -0.042172
0.209998 -0.048202
0.216805 -0.053830
0.223694 -0.059071
0.230664 -0.063941
0.237713 -0.068453
0.244840 -0.072622
0.252042 -0.076458
0.259318 -0.079976
0.266666 -0.083187
0.274085 -0.086101
0.281572 -0.088731
0.289125 -0.091085
0.296743 -0.093174
0.304423 -0.095008
0.312164 -0.096595
0.319964 -0.097944
0.327821 -0.099064
0.335733 -0.099963
0.343697 -0.100648
0.351712 -0.101127
0.359776 -0.101407
0.367886 -0.101496
0.376040 -0.101399
0.384237 -0.101123
0.392474 -0.100675
0.400749 -0.100061
0.409060 -0.099285
0.417404 -0.098355
0.425779 -0.097275
0.434184 -0.096050
0.442615 -0.094686
0.451071 -0.093188
0.459548 -0.091560
0.468046 -0.089806
0.476561 -0.087932
0.485091 -0.085941
0.493634 -0.083838
0.502188 -0.081626
0.510749 -0.079310
0.519316 -0.076892
0.527886 -0.074378
0.536457 -0.071770
0.545025 -0.069071
0.553590 -0.066285
0.562148 -0.063415
0.570696 -0.060464
0.579233 -0.057434
0.587755 -0.054329
0.596260 -0.051152
0.604746 -0.047904
0.613210 -0.044588
0.621650 -0.041207
0.630062 -0.037762
0.638445 -0.034257
0.646795 -0.030692
0.655111 -0.027070
0.663389 -0.023392
0.671627 -0.019661
0.679822 -0.015878
0.687973 -0.012044
0.696075 -0.008160
0.704126 -0.004228
0.712125 -0.000250
0.720068 0.003775
0.727952 0.007845
0.735775 0.011959
0.743535 0.016117
0.751229 0.020318
0.758853 0.024562
0.766407 0.028849
0.773886 0.033179
0.781288 0.037551
0.788612 0.041966
0.795853 0.046425
0.803010 0.050927
0.810080 0.055474
0.817061 0.060067
0.823949 0.064707
0.830743 0.069395
0.837440 0.074133
0.844037 0.078923
0.850532 0.083766
0.856922 0.088666
0.863205 0.093624
0.869379 0.098645
0.875440 0.103731
0.881387 0.108886
0.887218 0.114115
0.892929 0.119422
0.898518 0.124812
0.903984 0.130291
0.909323 0.135866
0.914534 0.141543
0.919613 0.147330
0.924560 0.153237
0.929371 0.159273
0.934045 0.165448
0.938578 0.171776
0.942970 0.178268
0.947217 0.184942
0.951318 0.191813
0.955271 0.198901
0.959072 0.206229
0.962721 0.213822
0.966215 0.221708
0.969551 0.229922
0.972729 0.238502
0.975745 0.247494
0.978597 0.256954
0.981284 0.266945
0.983803 0.277548
0.986151 0.288860
0.988328 0.301002
0.990329 0.314130
0.992153 0.328447
0.993797 0.344224
0.995258 0.361840
0.996532 0.381846
0.997617 0.405092
0.998508 0.433008
0.999200 0.468316
0.999686 0.517437
0.999954 0.604958
