#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.19878900E+00    # beta 
 0.14880001E+01  0.49971582E-01  0.10033916E+00  0.13372488E+00  0.86459028E-01  0.49666548E-01
 0.14940001E+01  0.50575907E-01  0.10114299E+00  0.13424345E+00  0.86395704E-01  0.50265863E-01
 0.15000001E+01  0.51185063E-01  0.10194993E+00  0.13476164E+00  0.86331634E-01  0.50869917E-01
 0.15060001E+01  0.51799069E-01  0.10275997E+00  0.13527945E+00  0.86266811E-01  0.51478728E-01
 0.15120001E+01  0.52417945E-01  0.10357312E+00  0.13579686E+00  0.86201232E-01  0.52092313E-01
 0.15180001E+01  0.53041709E-01  0.10438938E+00  0.13631388E+00  0.86134889E-01  0.52710688E-01
 0.15240001E+01  0.53670379E-01  0.10520873E+00  0.13683050E+00  0.86067778E-01  0.53333870E-01
 0.15300001E+01  0.54303974E-01  0.10603119E+00  0.13734672E+00  0.85999893E-01  0.53961877E-01
 0.15360001E+01  0.54942512E-01  0.10685674E+00  0.13786252E+00  0.85931229E-01  0.54594724E-01
 0.15420001E+01  0.55586013E-01  0.10768538E+00  0.13837791E+00  0.85861780E-01  0.55232429E-01
 0.15480001E+01  0.56234494E-01  0.10851712E+00  0.13889288E+00  0.85791541E-01  0.55875007E-01
 0.15540001E+01  0.56887974E-01  0.10935194E+00  0.13940743E+00  0.85720506E-01  0.56522477E-01
 0.15600001E+01  0.57546472E-01  0.11018985E+00  0.13992155E+00  0.85648669E-01  0.57174853E-01
 0.15660001E+01  0.58210007E-01  0.11103085E+00  0.14043523E+00  0.85576025E-01  0.57832154E-01
 0.15720001E+01  0.58878596E-01  0.11187492E+00  0.14094848E+00  0.85502569E-01  0.58494394E-01
 0.15780001E+01  0.59552258E-01  0.11272207E+00  0.14146128E+00  0.85428295E-01  0.59161591E-01
 0.15840001E+01  0.60231013E-01  0.11357230E+00  0.14197364E+00  0.85353197E-01  0.59833761E-01
 0.15900001E+01  0.60914877E-01  0.11442560E+00  0.14248554E+00  0.85277270E-01  0.60510920E-01
 0.15960001E+01  0.61603870E-01  0.11528197E+00  0.14299699E+00  0.85200508E-01  0.61193085E-01
 0.16020001E+01  0.62298009E-01  0.11614141E+00  0.14350797E+00  0.85122906E-01  0.61880271E-01
 0.16080001E+01  0.62997314E-01  0.11700392E+00  0.14401848E+00  0.85044457E-01  0.62572495E-01
 0.16140001E+01  0.63701803E-01  0.11786948E+00  0.14452853E+00  0.84965158E-01  0.63269774E-01
 0.16200001E+01  0.64411494E-01  0.11873810E+00  0.14503809E+00  0.84885001E-01  0.63972122E-01
 0.16260001E+01  0.65126406E-01  0.11960978E+00  0.14554717E+00  0.84803981E-01  0.64679556E-01
 0.16320001E+01  0.65846556E-01  0.12048452E+00  0.14605576E+00  0.84722093E-01  0.65392092E-01
 0.16380001E+01  0.66571963E-01  0.12136230E+00  0.14656386E+00  0.84639332E-01  0.66109746E-01
 0.16440001E+01  0.67302646E-01  0.12224313E+00  0.14707145E+00  0.84555690E-01  0.66832534E-01
 0.16500001E+01  0.68038622E-01  0.12312700E+00  0.14757855E+00  0.84471164E-01  0.67560472E-01
 0.16560001E+01  0.68779910E-01  0.12401392E+00  0.14808513E+00  0.84385747E-01  0.68293575E-01
 0.16620001E+01  0.69526529E-01  0.12490387E+00  0.14859120E+00  0.84299433E-01  0.69031859E-01
 0.16680001E+01  0.70278496E-01  0.12579686E+00  0.14909675E+00  0.84212218E-01  0.69775339E-01
 0.16740001E+01  0.71035829E-01  0.12669288E+00  0.14960177E+00  0.84124095E-01  0.70524032E-01
 0.16800001E+01  0.71798547E-01  0.12759193E+00  0.15010626E+00  0.84035059E-01  0.71277953E-01
 0.16860001E+01  0.72566668E-01  0.12849400E+00  0.15061022E+00  0.83945104E-01  0.72037116E-01
 0.16920001E+01  0.73340210E-01  0.12939910E+00  0.15111363E+00  0.83854224E-01  0.72801539E-01
 0.16980001E+01  0.74119191E-01  0.13030722E+00  0.15161649E+00  0.83762415E-01  0.73571236E-01
 0.17040001E+01  0.74903630E-01  0.13121835E+00  0.15211880E+00  0.83669670E-01  0.74346221E-01
 0.17100001E+01  0.75693544E-01  0.13213249E+00  0.15262056E+00  0.83575983E-01  0.75126512E-01
 0.17160001E+01  0.76488951E-01  0.13304964E+00  0.15312174E+00  0.83481350E-01  0.75912122E-01
 0.17220001E+01  0.77289870E-01  0.13396980E+00  0.15362236E+00  0.83385764E-01  0.76703068E-01
 0.17280001E+01  0.78096318E-01  0.13489296E+00  0.15412240E+00  0.83289220E-01  0.77499363E-01
 0.17340001E+01  0.78908314E-01  0.13581912E+00  0.15462186E+00  0.83191713E-01  0.78301023E-01
 0.17400001E+01  0.79725876E-01  0.13674827E+00  0.15512073E+00  0.83093235E-01  0.79108063E-01
 0.17460001E+01  0.80549020E-01  0.13768042E+00  0.15561900E+00  0.82993783E-01  0.79920498E-01
 0.17520001E+01  0.81377767E-01  0.13861555E+00  0.15611668E+00  0.82893351E-01  0.80738342E-01
 0.17580001E+01  0.82212132E-01  0.13955366E+00  0.15661375E+00  0.82791932E-01  0.81561611E-01
 0.17640001E+01  0.83052135E-01  0.14049476E+00  0.15711021E+00  0.82689521E-01  0.82390319E-01
 0.17700001E+01  0.83897792E-01  0.14143884E+00  0.15760606E+00  0.82586113E-01  0.83224481E-01
 0.17760001E+01  0.84749123E-01  0.14238589E+00  0.15810128E+00  0.82481702E-01  0.84064111E-01
 0.17820001E+01  0.85606145E-01  0.14333590E+00  0.15859587E+00  0.82376282E-01  0.84909223E-01
 0.17880001E+01  0.86468875E-01  0.14428889E+00  0.15908982E+00  0.82269848E-01  0.85759833E-01
 0.17940001E+01  0.87337331E-01  0.14524483E+00  0.15958313E+00  0.82162395E-01  0.86615955E-01
 0.18000001E+01  0.88211531E-01  0.14620373E+00  0.16007580E+00  0.82053916E-01  0.87477602E-01
 0.18060001E+01  0.89091494E-01  0.14716559E+00  0.16056781E+00  0.81944406E-01  0.88344789E-01
 0.18120001E+01  0.89977235E-01  0.14813040E+00  0.16105916E+00  0.81833860E-01  0.89217531E-01
 0.18180001E+01  0.90868774E-01  0.14909815E+00  0.16154985E+00  0.81722272E-01  0.90095841E-01
 0.18240001E+01  0.91766128E-01  0.15006885E+00  0.16203986E+00  0.81609636E-01  0.90979733E-01
 0.18300001E+01  0.92669315E-01  0.15104248E+00  0.16252920E+00  0.81495947E-01  0.91869222E-01
 0.18360001E+01  0.93578352E-01  0.15201905E+00  0.16301785E+00  0.81381199E-01  0.92764321E-01
 0.18420001E+01  0.94493256E-01  0.15299855E+00  0.16350580E+00  0.81265388E-01  0.93665043E-01
 0.18480001E+01  0.95414046E-01  0.15398097E+00  0.16399306E+00  0.81148506E-01  0.94571404E-01
 0.18540001E+01  0.96340739E-01  0.15496632E+00  0.16447962E+00  0.81030550E-01  0.95483416E-01
 0.18600001E+01  0.97273352E-01  0.15595458E+00  0.16496546E+00  0.80911513E-01  0.96401093E-01
 0.18660001E+01  0.98211903E-01  0.15694576E+00  0.16545059E+00  0.80791389E-01  0.97324448E-01
 0.18720001E+01  0.99156409E-01  0.15793984E+00  0.16593499E+00  0.80670174E-01  0.98253495E-01
 0.18780001E+01  0.10010689E+00  0.15893683E+00  0.16641867E+00  0.80547862E-01  0.99188248E-01
 0.18840001E+01  0.10106336E+00  0.15993672E+00  0.16690160E+00  0.80424447E-01  0.10012872E+00
 0.18900001E+01  0.10202583E+00  0.16093950E+00  0.16738380E+00  0.80299924E-01  0.10107492E+00
 0.18960001E+01  0.10299434E+00  0.16194518E+00  0.16786524E+00  0.80174288E-01  0.10202687E+00
 0.19020001E+01  0.10396888E+00  0.16295374E+00  0.16834592E+00  0.80047533E-01  0.10298458E+00
 0.19080001E+01  0.10494948E+00  0.16396519E+00  0.16882584E+00  0.79919654E-01  0.10394805E+00
 0.19140001E+01  0.10593616E+00  0.16497951E+00  0.16930499E+00  0.79790645E-01  0.10491731E+00
 0.19200001E+01  0.10692894E+00  0.16599670E+00  0.16978337E+00  0.79660501E-01  0.10589237E+00
 0.19260001E+01  0.10792782E+00  0.16701676E+00  0.17026096E+00  0.79529216E-01  0.10687324E+00
 0.19320001E+01  0.10893284E+00  0.16803969E+00  0.17073776E+00  0.79396786E-01  0.10785993E+00
 0.19380001E+01  0.10994400E+00  0.16906547E+00  0.17121376E+00  0.79263205E-01  0.10885245E+00
 0.19440001E+01  0.11096132E+00  0.17009411E+00  0.17168895E+00  0.79128467E-01  0.10985082E+00
 0.19500001E+01  0.11198483E+00  0.17112559E+00  0.17216334E+00  0.78992567E-01  0.11085505E+00
 0.19560001E+01  0.11301453E+00  0.17215992E+00  0.17263690E+00  0.78855501E-01  0.11186515E+00
 0.19620001E+01  0.11405044E+00  0.17319709E+00  0.17310964E+00  0.78717262E-01  0.11288114E+00
 0.19680001E+01  0.11509259E+00  0.17423710E+00  0.17358155E+00  0.78577845E-01  0.11390302E+00
 0.19740001E+01  0.11614098E+00  0.17527993E+00  0.17405262E+00  0.78437246E-01  0.11493081E+00
 0.19800001E+01  0.11719564E+00  0.17632559E+00  0.17452284E+00  0.78295459E-01  0.11596452E+00
 0.19860001E+01  0.11825658E+00  0.17737406E+00  0.17499220E+00  0.78152478E-01  0.11700416E+00
 0.19920001E+01  0.11932382E+00  0.17842535E+00  0.17546071E+00  0.78008300E-01  0.11804975E+00
 0.19980001E+01  0.12039737E+00  0.17947945E+00  0.17592834E+00  0.77862917E-01  0.11910129E+00
 0.20040001E+01  0.12147726E+00  0.18053635E+00  0.17639510E+00  0.77716326E-01  0.12015880E+00
 0.20100001E+01  0.12256350E+00  0.18159605E+00  0.17686098E+00  0.77568521E-01  0.12122229E+00
 0.20160001E+01  0.12365610E+00  0.18265854E+00  0.17732597E+00  0.77419497E-01  0.12229177E+00
 0.20220001E+01  0.12475508E+00  0.18372382E+00  0.17779006E+00  0.77269249E-01  0.12336725E+00
 0.20280001E+01  0.12586047E+00  0.18479188E+00  0.17825324E+00  0.77117772E-01  0.12444874E+00
 0.20340001E+01  0.12697227E+00  0.18586272E+00  0.17871551E+00  0.76965061E-01  0.12553625E+00
 0.20400001E+01  0.12809051E+00  0.18693632E+00  0.17917686E+00  0.76811111E-01  0.12662981E+00
 0.20460001E+01  0.12921519E+00  0.18801270E+00  0.17963729E+00  0.76655916E-01  0.12772940E+00
 0.20520001E+01  0.13034634E+00  0.18909183E+00  0.18009678E+00  0.76499473E-01  0.12883506E+00
 0.20580001E+01  0.13148397E+00  0.19017372E+00  0.18055533E+00  0.76341776E-01  0.12994678E+00
 0.20640001E+01  0.13262811E+00  0.19125836E+00  0.18101293E+00  0.76182819E-01  0.13106458E+00
 0.20700001E+01  0.13377875E+00  0.19234574E+00  0.18146957E+00  0.76022599E-01  0.13218847E+00
 0.20760001E+01  0.13493593E+00  0.19343585E+00  0.18192524E+00  0.75861110E-01  0.13331846E+00
 0.20820001E+01  0.13609966E+00  0.19452870E+00  0.18237995E+00  0.75698347E-01  0.13445456E+00
 0.20880001E+01  0.13726996E+00  0.19562427E+00  0.18283367E+00  0.75534307E-01  0.13559677E+00
 0.20940001E+01  0.13844683E+00  0.19672257E+00  0.18328641E+00  0.75368983E-01  0.13674512E+00
 0.21000001E+01  0.13963030E+00  0.19782357E+00  0.18373814E+00  0.75202371E-01  0.13789961E+00
 0.21060001E+01  0.14082039E+00  0.19892729E+00  0.18418888E+00  0.75034466E-01  0.13906025E+00
 0.21120001E+01  0.14201710E+00  0.20003370E+00  0.18463861E+00  0.74865264E-01  0.14022705E+00
 0.21180001E+01  0.14322047E+00  0.20114281E+00  0.18508731E+00  0.74694760E-01  0.14140002E+00
 0.21240001E+01  0.14443049E+00  0.20225461E+00  0.18553499E+00  0.74522950E-01  0.14257917E+00
 0.21300001E+01  0.14564719E+00  0.20336910E+00  0.18598164E+00  0.74349828E-01  0.14376450E+00
 0.21360001E+01  0.14687059E+00  0.20448626E+00  0.18642724E+00  0.74175391E-01  0.14495604E+00
 0.21420001E+01  0.14810070E+00  0.20560609E+00  0.18687179E+00  0.73999633E-01  0.14615378E+00
 0.21480001E+01  0.14933753E+00  0.20672858E+00  0.18731529E+00  0.73822550E-01  0.14735774E+00
 0.21540001E+01  0.15058111E+00  0.20785374E+00  0.18775771E+00  0.73644137E-01  0.14856793E+00
 0.21600001E+01  0.15183144E+00  0.20898154E+00  0.18819907E+00  0.73464391E-01  0.14978435E+00
 0.21660001E+01  0.15308855E+00  0.21011199E+00  0.18863934E+00  0.73283307E-01  0.15100702E+00
 0.21720001E+01  0.15435245E+00  0.21124508E+00  0.18907852E+00  0.73100880E-01  0.15223594E+00
 0.21780001E+01  0.15562316E+00  0.21238080E+00  0.18951660E+00  0.72917106E-01  0.15347112E+00
 0.21840001E+01  0.15690069E+00  0.21351915E+00  0.18995358E+00  0.72731980E-01  0.15471257E+00
 0.21900001E+01  0.15818505E+00  0.21466011E+00  0.19038944E+00  0.72545499E-01  0.15596031E+00
 0.21960001E+01  0.15947627E+00  0.21580369E+00  0.19082418E+00  0.72357658E-01  0.15721432E+00
 0.22020001E+01  0.16077436E+00  0.21694987E+00  0.19125778E+00  0.72168454E-01  0.15847464E+00
 0.22080001E+01  0.16207933E+00  0.21809865E+00  0.19169025E+00  0.71977880E-01  0.15974125E+00
 0.22140001E+01  0.16339120E+00  0.21925002E+00  0.19212157E+00  0.71785935E-01  0.16101418E+00
 0.22200001E+01  0.16470999E+00  0.22040398E+00  0.19255174E+00  0.71592613E-01  0.16229343E+00
 0.22260001E+01  0.16603571E+00  0.22156051E+00  0.19298074E+00  0.71397911E-01  0.16357900E+00
 0.22320001E+01  0.16736838E+00  0.22271961E+00  0.19340857E+00  0.71201824E-01  0.16487091E+00
 0.22380001E+01  0.16870800E+00  0.22388128E+00  0.19383522E+00  0.71004349E-01  0.16616916E+00
 0.22440001E+01  0.17005461E+00  0.22504551E+00  0.19426068E+00  0.70805481E-01  0.16747377E+00
 0.22500001E+01  0.17140820E+00  0.22621228E+00  0.19468494E+00  0.70605217E-01  0.16878472E+00
 0.22560001E+01  0.17276881E+00  0.22738160E+00  0.19510800E+00  0.70403553E-01  0.17010205E+00
 0.22620001E+01  0.17413644E+00  0.22855345E+00  0.19552984E+00  0.70200485E-01  0.17142574E+00
 0.22680001E+01  0.17551110E+00  0.22972783E+00  0.19595046E+00  0.69996009E-01  0.17275581E+00
 0.22740001E+01  0.17689282E+00  0.23090472E+00  0.19636985E+00  0.69790121E-01  0.17409227E+00
 0.22800001E+01  0.17828161E+00  0.23208414E+00  0.19678800E+00  0.69582819E-01  0.17543512E+00
 0.22860001E+01  0.17967748E+00  0.23326605E+00  0.19720491E+00  0.69374098E-01  0.17678437E+00
 0.22920001E+01  0.18108046E+00  0.23445047E+00  0.19762055E+00  0.69163954E-01  0.17814002E+00
 0.22980001E+01  0.18249054E+00  0.23563737E+00  0.19803493E+00  0.68952385E-01  0.17950208E+00
 0.23040001E+01  0.18390775E+00  0.23682676E+00  0.19844804E+00  0.68739386E-01  0.18087056E+00
 0.23100001E+01  0.18533211E+00  0.23801862E+00  0.19885987E+00  0.68524954E-01  0.18224547E+00
 0.23160001E+01  0.18676362E+00  0.23921295E+00  0.19927040E+00  0.68309086E-01  0.18362680E+00
 0.23220001E+01  0.18820231E+00  0.24040974E+00  0.19967964E+00  0.68091779E-01  0.18501457E+00
 0.23280001E+01  0.18964819E+00  0.24160898E+00  0.20008757E+00  0.67873028E-01  0.18640878E+00
 0.23340001E+01  0.19110126E+00  0.24281067E+00  0.20049418E+00  0.67652832E-01  0.18780943E+00
 0.23400001E+01  0.19256156E+00  0.24401479E+00  0.20089946E+00  0.67431186E-01  0.18921654E+00
 0.23460001E+01  0.19402908E+00  0.24522134E+00  0.20130342E+00  0.67208088E-01  0.19063010E+00
 0.23520001E+01  0.19550386E+00  0.24643031E+00  0.20170602E+00  0.66983534E-01  0.19205013E+00
 0.23580001E+01  0.19698589E+00  0.24764169E+00  0.20210728E+00  0.66757521E-01  0.19347662E+00
 0.23640001E+01  0.19847520E+00  0.24885547E+00  0.20250718E+00  0.66530047E-01  0.19490958E+00
 0.23700001E+01  0.19997180E+00  0.25007165E+00  0.20290571E+00  0.66301108E-01  0.19634902E+00
 0.23760001E+01  0.20147570E+00  0.25129022E+00  0.20330286E+00  0.66070701E-01  0.19779494E+00
 0.23820001E+01  0.20298692E+00  0.25251116E+00  0.20369862E+00  0.65838824E-01  0.19924735E+00
 0.23880001E+01  0.20450547E+00  0.25373448E+00  0.20409299E+00  0.65605474E-01  0.20070625E+00
 0.23940001E+01  0.20603137E+00  0.25496016E+00  0.20448596E+00  0.65370648E-01  0.20217164E+00
 0.24000001E+01  0.20756463E+00  0.25618819E+00  0.20487751E+00  0.65134344E-01  0.20364353E+00
 0.24060001E+01  0.20910526E+00  0.25741857E+00  0.20526764E+00  0.64896559E-01  0.20512192E+00
 0.24120001E+01  0.21065329E+00  0.25865128E+00  0.20565633E+00  0.64657289E-01  0.20660682E+00
 0.24180001E+01  0.21220871E+00  0.25988632E+00  0.20604359E+00  0.64416534E-01  0.20809823E+00
 0.24240001E+01  0.21377156E+00  0.26112369E+00  0.20642940E+00  0.64174290E-01  0.20959615E+00
 0.24300001E+01  0.21534183E+00  0.26236336E+00  0.20681375E+00  0.63930554E-01  0.21110058E+00
 0.24360001E+01  0.21691955E+00  0.26360533E+00  0.20719664E+00  0.63685326E-01  0.21261154E+00
 0.24420001E+01  0.21850473E+00  0.26484960E+00  0.20757805E+00  0.63438601E-01  0.21412902E+00
 0.24480001E+01  0.22009738E+00  0.26609615E+00  0.20795797E+00  0.63190379E-01  0.21565302E+00
 0.24540001E+01  0.22169751E+00  0.26734498E+00  0.20833641E+00  0.62940657E-01  0.21718355E+00
 0.24600001E+01  0.22330514E+00  0.26859607E+00  0.20871333E+00  0.62689433E-01  0.21872061E+00
 0.24660001E+01  0.22492029E+00  0.26984942E+00  0.20908875E+00  0.62436704E-01  0.22026421E+00
 0.24720001E+01  0.22654297E+00  0.27110502E+00  0.20946265E+00  0.62182469E-01  0.22181434E+00
 0.24780001E+01  0.22817318E+00  0.27236286E+00  0.20983501E+00  0.61926727E-01  0.22337101E+00
 0.24840001E+01  0.22981095E+00  0.27362293E+00  0.21020584E+00  0.61669474E-01  0.22493422E+00
 0.24900001E+01  0.23145628E+00  0.27488522E+00  0.21057512E+00  0.61410710E-01  0.22650397E+00
 0.24960001E+01  0.23310920E+00  0.27614972E+00  0.21094285E+00  0.61150433E-01  0.22808027E+00
 0.25020001E+01  0.23476970E+00  0.27741642E+00  0.21130900E+00  0.60888640E-01  0.22966311E+00
 0.25080001E+01  0.23643782E+00  0.27868531E+00  0.21167359E+00  0.60625331E-01  0.23125249E+00
 0.25140001E+01  0.23811355E+00  0.27995639E+00  0.21203658E+00  0.60360504E-01  0.23284842E+00
 0.25200001E+01  0.23979692E+00  0.28122964E+00  0.21239799E+00  0.60094158E-01  0.23445091E+00
 0.25260001E+01  0.24148793E+00  0.28250505E+00  0.21275779E+00  0.59826291E-01  0.23605994E+00
 0.25320001E+01  0.24318660E+00  0.28378262E+00  0.21311598E+00  0.59556901E-01  0.23767552E+00
 0.25380001E+01  0.24489294E+00  0.28506234E+00  0.21347255E+00  0.59285988E-01  0.23929765E+00
 0.25440001E+01  0.24660697E+00  0.28634418E+00  0.21382749E+00  0.59013551E-01  0.24092634E+00
 0.25500001E+01  0.24832869E+00  0.28762816E+00  0.21418079E+00  0.58739588E-01  0.24256157E+00
 0.25560001E+01  0.25005812E+00  0.28891424E+00  0.21453245E+00  0.58464098E-01  0.24420336E+00
 0.25620001E+01  0.25179528E+00  0.29020244E+00  0.21488244E+00  0.58187080E-01  0.24585170E+00
 0.25680001E+01  0.25354017E+00  0.29149273E+00  0.21523077E+00  0.57908534E-01  0.24750659E+00
 0.25740001E+01  0.25529281E+00  0.29278510E+00  0.21557743E+00  0.57628459E-01  0.24916804E+00
 0.25800001E+01  0.25705321E+00  0.29407955E+00  0.21592239E+00  0.57346853E-01  0.25083603E+00
 0.25860001E+01  0.25882138E+00  0.29537606E+00  0.21626567E+00  0.57063717E-01  0.25251058E+00
 0.25920001E+01  0.26059734E+00  0.29667463E+00  0.21660724E+00  0.56779050E-01  0.25419167E+00
 0.25980001E+01  0.26238109E+00  0.29797524E+00  0.21694710E+00  0.56492851E-01  0.25587931E+00
 0.26040001E+01  0.26417265E+00  0.29927789E+00  0.21728524E+00  0.56205119E-01  0.25757350E+00
 0.26100001E+01  0.26597204E+00  0.30058256E+00  0.21762165E+00  0.55915855E-01  0.25927424E+00
 0.26160001E+01  0.26777926E+00  0.30188925E+00  0.21795631E+00  0.55625058E-01  0.26098152E+00
 0.26220001E+01  0.26959432E+00  0.30319793E+00  0.21828923E+00  0.55332727E-01  0.26269535E+00
 0.26280001E+01  0.27141724E+00  0.30450861E+00  0.21862039E+00  0.55038864E-01  0.26441572E+00
 0.26340001E+01  0.27324803E+00  0.30582128E+00  0.21894978E+00  0.54743467E-01  0.26614262E+00
 0.26400001E+01  0.27508671E+00  0.30713591E+00  0.21927740E+00  0.54446537E-01  0.26787607E+00
 0.26460001E+01  0.27693327E+00  0.30845250E+00  0.21960323E+00  0.54148073E-01  0.26961604E+00
 0.26520001E+01  0.27878775E+00  0.30977105E+00  0.21992726E+00  0.53848077E-01  0.27136255E+00
 0.26580001E+01  0.28065013E+00  0.31109153E+00  0.22024949E+00  0.53546548E-01  0.27311559E+00
 0.26640001E+01  0.28252045E+00  0.31241394E+00  0.22056991E+00  0.53243487E-01  0.27487516E+00
 0.26700001E+01  0.28439871E+00  0.31373827E+00  0.22088850E+00  0.52938893E-01  0.27664125E+00
 0.26760001E+01  0.28628492E+00  0.31506450E+00  0.22120526E+00  0.52632768E-01  0.27841387E+00
 0.26820001E+01  0.28817909E+00  0.31639263E+00  0.22152018E+00  0.52325113E-01  0.28019300E+00
 0.26880001E+01  0.29008123E+00  0.31772265E+00  0.22183325E+00  0.52015927E-01  0.28197864E+00
 0.26940001E+01  0.29199137E+00  0.31905454E+00  0.22214446E+00  0.51705211E-01  0.28377080E+00
 0.27000001E+01  0.29390949E+00  0.32038828E+00  0.22245381E+00  0.51392967E-01  0.28556946E+00
 0.27060001E+01  0.29583563E+00  0.32172389E+00  0.22276127E+00  0.51079196E-01  0.28737462E+00
 0.27120001E+01  0.29776978E+00  0.32306132E+00  0.22306685E+00  0.50763898E-01  0.28918629E+00
 0.27180001E+01  0.29971197E+00  0.32440059E+00  0.22337053E+00  0.50447074E-01  0.29100444E+00
 0.27240001E+01  0.30166219E+00  0.32574168E+00  0.22367231E+00  0.50128726E-01  0.29282909E+00
 0.27300001E+01  0.30362047E+00  0.32708457E+00  0.22397217E+00  0.49808854E-01  0.29466022E+00
 0.27360001E+01  0.30558681E+00  0.32842925E+00  0.22427010E+00  0.49487462E-01  0.29649783E+00
 0.27420001E+01  0.30756122E+00  0.32977571E+00  0.22456611E+00  0.49164548E-01  0.29834192E+00
 0.27480001E+01  0.30954372E+00  0.33112395E+00  0.22486017E+00  0.48840116E-01  0.30019247E+00
 0.27540001E+01  0.31153431E+00  0.33247394E+00  0.22515229E+00  0.48514167E-01  0.30204949E+00
 0.27600001E+01  0.31353300E+00  0.33382569E+00  0.22544244E+00  0.48186703E-01  0.30391297E+00
 0.27660001E+01  0.31553981E+00  0.33517916E+00  0.22573062E+00  0.47857724E-01  0.30578290E+00
 0.27720001E+01  0.31755475E+00  0.33653436E+00  0.22601683E+00  0.47527234E-01  0.30765928E+00
 0.27780001E+01  0.31957782E+00  0.33789128E+00  0.22630104E+00  0.47195235E-01  0.30954209E+00
 0.27840001E+01  0.32160904E+00  0.33924989E+00  0.22658327E+00  0.46861727E-01  0.31143135E+00
 0.27900001E+01  0.32364842E+00  0.34061019E+00  0.22686348E+00  0.46526714E-01  0.31332703E+00
 0.27960001E+01  0.32569596E+00  0.34197216E+00  0.22714168E+00  0.46190198E-01  0.31522913E+00
 0.28020001E+01  0.32775168E+00  0.34333580E+00  0.22741786E+00  0.45852181E-01  0.31713764E+00
 0.28080001E+01  0.32981558E+00  0.34470109E+00  0.22769201E+00  0.45512666E-01  0.31905256E+00
 0.28140001E+01  0.33188768E+00  0.34606802E+00  0.22796411E+00  0.45171654E-01  0.32097388E+00
 0.28200001E+01  0.33396799E+00  0.34743657E+00  0.22823417E+00  0.44829150E-01  0.32290160E+00
 0.28260001E+01  0.33605651E+00  0.34880674E+00  0.22850216E+00  0.44485154E-01  0.32483570E+00
 0.28320001E+01  0.33815326E+00  0.35017852E+00  0.22876809E+00  0.44139671E-01  0.32677617E+00
 0.28380001E+01  0.34025825E+00  0.35155188E+00  0.22903194E+00  0.43792703E-01  0.32872301E+00
 0.28440001E+01  0.34237148E+00  0.35292682E+00  0.22929371E+00  0.43444254E-01  0.33067622E+00
 0.28500001E+01  0.34449296E+00  0.35430332E+00  0.22955337E+00  0.43094325E-01  0.33263577E+00
 0.28560001E+01  0.34662271E+00  0.35568137E+00  0.22981094E+00  0.42742921E-01  0.33460167E+00
 0.28620001E+01  0.34876073E+00  0.35706097E+00  0.23006639E+00  0.42390045E-01  0.33657391E+00
 0.28680001E+01  0.35090703E+00  0.35844209E+00  0.23031972E+00  0.42035700E-01  0.33855247E+00
 0.28740001E+01  0.35306162E+00  0.35982473E+00  0.23057092E+00  0.41679889E-01  0.34053735E+00
 0.28800001E+01  0.35522451E+00  0.36120886E+00  0.23081999E+00  0.41322617E-01  0.34252853E+00
 0.28860001E+01  0.35739571E+00  0.36259449E+00  0.23106690E+00  0.40963887E-01  0.34452601E+00
 0.28920001E+01  0.35957523E+00  0.36398159E+00  0.23131166E+00  0.40603702E-01  0.34652978E+00
 0.28980001E+01  0.36176308E+00  0.36537015E+00  0.23155425E+00  0.40242067E-01  0.34853983E+00
 0.29040001E+01  0.36395926E+00  0.36676016E+00  0.23179467E+00  0.39878986E-01  0.35055615E+00
 0.29100001E+01  0.36616379E+00  0.36815161E+00  0.23203290E+00  0.39514462E-01  0.35257872E+00
 0.29160001E+01  0.36837667E+00  0.36954448E+00  0.23226895E+00  0.39148501E-01  0.35460755E+00
 0.29220001E+01  0.37059791E+00  0.37093876E+00  0.23250279E+00  0.38781105E-01  0.35664260E+00
 0.29280001E+01  0.37282752E+00  0.37233444E+00  0.23273443E+00  0.38412280E-01  0.35868389E+00
 0.29340001E+01  0.37506550E+00  0.37373150E+00  0.23296385E+00  0.38042030E-01  0.36073139E+00
 0.29400001E+01  0.37731188E+00  0.37512993E+00  0.23319104E+00  0.37670359E-01  0.36278509E+00
 0.29460001E+01  0.37956665E+00  0.37652972E+00  0.23341600E+00  0.37297273E-01  0.36484498E+00
 0.29520001E+01  0.38182982E+00  0.37793085E+00  0.23363872E+00  0.36922776E-01  0.36691106E+00
 0.29580001E+01  0.38410140E+00  0.37933332E+00  0.23385918E+00  0.36546873E-01  0.36898330E+00
 0.29640001E+01  0.38638140E+00  0.38073709E+00  0.23407739E+00  0.36169569E-01  0.37106170E+00
 0.29700001E+01  0.38866983E+00  0.38214218E+00  0.23429333E+00  0.35790869E-01  0.37314625E+00
 0.29760001E+01  0.39096669E+00  0.38354855E+00  0.23450699E+00  0.35410779E-01  0.37523692E+00
 0.29820001E+01  0.39327199E+00  0.38495619E+00  0.23471837E+00  0.35029303E-01  0.37733371E+00
 0.29880001E+01  0.39558574E+00  0.38636510E+00  0.23492746E+00  0.34646447E-01  0.37943661E+00
 0.29940001E+01  0.39790795E+00  0.38777525E+00  0.23513424E+00  0.34262216E-01  0.38154561E+00
 0.30000001E+01  0.40023862E+00  0.38918664E+00  0.23533872E+00  0.33876617E-01  0.38366068E+00
