#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.19878900E+00    # beta 
 0.45060002E+01  0.12569422E+01  0.74028724E+00  0.20253892E+00 -0.74919463E-01  0.10393961E+01
 0.45120002E+01  0.12613874E+01  0.74150119E+00  0.20208851E+00 -0.75233165E-01  0.10421331E+01
 0.45180002E+01  0.12658398E+01  0.74271243E+00  0.20163622E+00 -0.75544536E-01  0.10448675E+01
 0.45240002E+01  0.12702996E+01  0.74392096E+00  0.20118207E+00 -0.75853563E-01  0.10475995E+01
 0.45300002E+01  0.12747665E+01  0.74512675E+00  0.20072607E+00 -0.76160235E-01  0.10503289E+01
 0.45360002E+01  0.12792407E+01  0.74632980E+00  0.20026824E+00 -0.76464539E-01  0.10530557E+01
 0.45420002E+01  0.12837221E+01  0.74753010E+00  0.19980859E+00 -0.76766462E-01  0.10557799E+01
 0.45480002E+01  0.12882107E+01  0.74872764E+00  0.19934714E+00 -0.77065993E-01  0.10585014E+01
 0.45540002E+01  0.12927065E+01  0.74992240E+00  0.19888390E+00 -0.77363120E-01  0.10612202E+01
 0.45600002E+01  0.12972094E+01  0.75111438E+00  0.19841888E+00 -0.77657831E-01  0.10639362E+01
 0.45660002E+01  0.13017195E+01  0.75230357E+00  0.19795209E+00 -0.77950114E-01  0.10666494E+01
 0.45720002E+01  0.13062367E+01  0.75348994E+00  0.19748357E+00 -0.78239958E-01  0.10693597E+01
 0.45780002E+01  0.13107610E+01  0.75467351E+00  0.19701331E+00 -0.78527352E-01  0.10720672E+01
 0.45840002E+01  0.13152924E+01  0.75585424E+00  0.19654133E+00 -0.78812284E-01  0.10747718E+01
 0.45900002E+01  0.13198309E+01  0.75703214E+00  0.19606765E+00 -0.79094744E-01  0.10774734E+01
 0.45960002E+01  0.13243764E+01  0.75820719E+00  0.19559228E+00 -0.79374721E-01  0.10801720E+01
 0.46020002E+01  0.13289290E+01  0.75937939E+00  0.19511524E+00 -0.79652203E-01  0.10828675E+01
 0.46080002E+01  0.13334886E+01  0.76054872E+00  0.19463654E+00 -0.79927180E-01  0.10855600E+01
 0.46140002E+01  0.13380553E+01  0.76171517E+00  0.19415620E+00 -0.80199643E-01  0.10882493E+01
 0.46200002E+01  0.13426289E+01  0.76287873E+00  0.19367423E+00 -0.80469580E-01  0.10909355E+01
 0.46260002E+01  0.13472095E+01  0.76403940E+00  0.19319065E+00 -0.80736981E-01  0.10936185E+01
 0.46320002E+01  0.13517970E+01  0.76519716E+00  0.19270547E+00 -0.81001836E-01  0.10962982E+01
 0.46380002E+01  0.13563915E+01  0.76635201E+00  0.19221871E+00 -0.81264136E-01  0.10989747E+01
 0.46440002E+01  0.13609929E+01  0.76750393E+00  0.19173039E+00 -0.81523871E-01  0.11016478E+01
 0.46500002E+01  0.13656012E+01  0.76865292E+00  0.19124051E+00 -0.81781032E-01  0.11043175E+01
 0.46560002E+01  0.13702163E+01  0.76979896E+00  0.19074910E+00 -0.82035608E-01  0.11069839E+01
 0.46620002E+01  0.13748384E+01  0.77094205E+00  0.19025616E+00 -0.82287591E-01  0.11096468E+01
 0.46680002E+01  0.13794673E+01  0.77208218E+00  0.18976173E+00 -0.82536972E-01  0.11123062E+01
 0.46740002E+01  0.13841030E+01  0.77321934E+00  0.18926580E+00 -0.82783741E-01  0.11149622E+01
 0.46800002E+01  0.13887456E+01  0.77435351E+00  0.18876840E+00 -0.83027891E-01  0.11176145E+01
 0.46860002E+01  0.13933949E+01  0.77548470E+00  0.18826954E+00 -0.83269412E-01  0.11202633E+01
 0.46920002E+01  0.13980511E+01  0.77661290E+00  0.18776925E+00 -0.83508296E-01  0.11229084E+01
 0.46980002E+01  0.14027139E+01  0.77773808E+00  0.18726752E+00 -0.83744535E-01  0.11255499E+01
 0.47040002E+01  0.14073836E+01  0.77886025E+00  0.18676439E+00 -0.83978121E-01  0.11281876E+01
 0.47100002E+01  0.14120599E+01  0.77997940E+00  0.18625986E+00 -0.84209046E-01  0.11308216E+01
 0.47160002E+01  0.14167430E+01  0.78109552E+00  0.18575395E+00 -0.84437301E-01  0.11334518E+01
 0.47220002E+01  0.14214327E+01  0.78220860E+00  0.18524668E+00 -0.84662880E-01  0.11360782E+01
 0.47280002E+01  0.14261292E+01  0.78331863E+00  0.18473807E+00 -0.84885775E-01  0.11387008E+01
 0.47340002E+01  0.14308322E+01  0.78442561E+00  0.18422813E+00 -0.85105979E-01  0.11413194E+01
 0.47400002E+01  0.14355419E+01  0.78552952E+00  0.18371687E+00 -0.85323484E-01  0.11439341E+01
 0.47460002E+01  0.14402582E+01  0.78663036E+00  0.18320432E+00 -0.85538284E-01  0.11465448E+01
 0.47520002E+01  0.14449812E+01  0.78772812E+00  0.18269048E+00 -0.85750372E-01  0.11491515E+01
 0.47580002E+01  0.14497106E+01  0.78882280E+00  0.18217538E+00 -0.85959741E-01  0.11517542E+01
 0.47640002E+01  0.14544467E+01  0.78991438E+00  0.18165903E+00 -0.86166385E-01  0.11543528E+01
 0.47700002E+01  0.14591893E+01  0.79100286E+00  0.18114145E+00 -0.86370298E-01  0.11569473E+01
 0.47760002E+01  0.14639384E+01  0.79208823E+00  0.18062265E+00 -0.86571474E-01  0.11595376E+01
 0.47820002E+01  0.14686940E+01  0.79317049E+00  0.18010266E+00 -0.86769906E-01  0.11621237E+01
 0.47880002E+01  0.14734561E+01  0.79424962E+00  0.17958148E+00 -0.86965589E-01  0.11647056E+01
 0.47940002E+01  0.14782247E+01  0.79532562E+00  0.17905913E+00 -0.87158517E-01  0.11672833E+01
 0.48000002E+01  0.14829997E+01  0.79639848E+00  0.17853564E+00 -0.87348685E-01  0.11698566E+01
 0.48060002E+01  0.14877811E+01  0.79746820E+00  0.17801101E+00 -0.87536088E-01  0.11724256E+01
 0.48120002E+01  0.14925690E+01  0.79853477E+00  0.17748527E+00 -0.87720721E-01  0.11749903E+01
 0.48180002E+01  0.14973632E+01  0.79959818E+00  0.17695842E+00 -0.87902579E-01  0.11775505E+01
 0.48240002E+01  0.15021638E+01  0.80065843E+00  0.17643050E+00 -0.88081657E-01  0.11801063E+01
 0.48300002E+01  0.15069708E+01  0.80171550E+00  0.17590150E+00 -0.88257950E-01  0.11826576E+01
 0.48360002E+01  0.15117841E+01  0.80276940E+00  0.17537146E+00 -0.88431455E-01  0.11852045E+01
 0.48420002E+01  0.15166037E+01  0.80382012E+00  0.17484038E+00 -0.88602166E-01  0.11877467E+01
 0.48480002E+01  0.15214296E+01  0.80486764E+00  0.17430829E+00 -0.88770081E-01  0.11902844E+01
 0.48540002E+01  0.15262618E+01  0.80591197E+00  0.17377520E+00 -0.88935196E-01  0.11928176E+01
 0.48600002E+01  0.15311002E+01  0.80695310E+00  0.17324112E+00 -0.89097505E-01  0.11953460E+01
 0.48660002E+01  0.15359449E+01  0.80799103E+00  0.17270608E+00 -0.89257008E-01  0.11978698E+01
 0.48720002E+01  0.15407958E+01  0.80902574E+00  0.17217009E+00 -0.89413699E-01  0.12003889E+01
 0.48780002E+01  0.15456529E+01  0.81005723E+00  0.17163317E+00 -0.89567575E-01  0.12029032E+01
 0.48840002E+01  0.15505162E+01  0.81108549E+00  0.17109533E+00 -0.89718635E-01  0.12054128E+01
 0.48900002E+01  0.15553856E+01  0.81211053E+00  0.17055660E+00 -0.89866875E-01  0.12079175E+01
 0.48960002E+01  0.15602612E+01  0.81313233E+00  0.17001698E+00 -0.90012293E-01  0.12104174E+01
 0.49020002E+01  0.15651429E+01  0.81415089E+00  0.16947650E+00 -0.90154885E-01  0.12129125E+01
 0.49080002E+01  0.15700307E+01  0.81516621E+00  0.16893517E+00 -0.90294651E-01  0.12154026E+01
 0.49140002E+01  0.15749246E+01  0.81617828E+00  0.16839301E+00 -0.90431588E-01  0.12178878E+01
 0.49200002E+01  0.15798245E+01  0.81718709E+00  0.16785003E+00 -0.90565694E-01  0.12203681E+01
 0.49260002E+01  0.15847305E+01  0.81819264E+00  0.16730627E+00 -0.90696967E-01  0.12228433E+01
 0.49320002E+01  0.15896425E+01  0.81919492E+00  0.16676172E+00 -0.90825406E-01  0.12253135E+01
 0.49380002E+01  0.15945606E+01  0.82019394E+00  0.16621640E+00 -0.90951010E-01  0.12277787E+01
 0.49440002E+01  0.15994846E+01  0.82118968E+00  0.16567035E+00 -0.91073777E-01  0.12302387E+01
 0.49500002E+01  0.16044145E+01  0.82218215E+00  0.16512356E+00 -0.91193707E-01  0.12326936E+01
 0.49560002E+01  0.16093504E+01  0.82317133E+00  0.16457606E+00 -0.91310799E-01  0.12351434E+01
 0.49620002E+01  0.16142923E+01  0.82415722E+00  0.16402787E+00 -0.91425052E-01  0.12375880E+01
 0.49680002E+01  0.16192400E+01  0.82513983E+00  0.16347900E+00 -0.91536466E-01  0.12400274E+01
 0.49740002E+01  0.16241937E+01  0.82611914E+00  0.16292947E+00 -0.91645040E-01  0.12424616E+01
 0.49800002E+01  0.16291532E+01  0.82709514E+00  0.16237930E+00 -0.91750775E-01  0.12448904E+01
 0.49860002E+01  0.16341185E+01  0.82806785E+00  0.16182850E+00 -0.91853671E-01  0.12473140E+01
 0.49920002E+01  0.16390897E+01  0.82903725E+00  0.16127709E+00 -0.91953727E-01  0.12497322E+01
 0.49980002E+01  0.16440667E+01  0.83000334E+00  0.16072509E+00 -0.92050945E-01  0.12521451E+01
 0.50040002E+01  0.16490494E+01  0.83096612E+00  0.16017251E+00 -0.92145326E-01  0.12545526E+01
 0.50100002E+01  0.16540380E+01  0.83192558E+00  0.15961938E+00 -0.92236869E-01  0.12569547E+01
 0.50160002E+01  0.16590322E+01  0.83288171E+00  0.15906570E+00 -0.92325576E-01  0.12593513E+01
 0.50220002E+01  0.16640322E+01  0.83383453E+00  0.15851151E+00 -0.92411448E-01  0.12617425E+01
 0.50280002E+01  0.16690380E+01  0.83478402E+00  0.15795680E+00 -0.92494487E-01  0.12641281E+01
 0.50340002E+01  0.16740494E+01  0.83573018E+00  0.15740160E+00 -0.92574694E-01  0.12665083E+01
 0.50400002E+01  0.16790664E+01  0.83667300E+00  0.15684593E+00 -0.92652071E-01  0.12688829E+01
 0.50460002E+01  0.16840891E+01  0.83761249E+00  0.15628980E+00 -0.92726619E-01  0.12712518E+01
 0.50520002E+01  0.16891175E+01  0.83854865E+00  0.15573324E+00 -0.92798342E-01  0.12736152E+01
 0.50580002E+01  0.16941514E+01  0.83948146E+00  0.15517625E+00 -0.92867241E-01  0.12759730E+01
 0.50640002E+01  0.16991910E+01  0.84041093E+00  0.15461886E+00 -0.92933318E-01  0.12783251E+01
 0.50700002E+01  0.17042361E+01  0.84133705E+00  0.15406108E+00 -0.92996577E-01  0.12806715E+01
 0.50760002E+01  0.17092867E+01  0.84225983E+00  0.15350292E+00 -0.93057019E-01  0.12830122E+01
 0.50820002E+01  0.17143429E+01  0.84317925E+00  0.15294442E+00 -0.93114649E-01  0.12853471E+01
 0.50880002E+01  0.17194046E+01  0.84409533E+00  0.15238557E+00 -0.93169469E-01  0.12876763E+01
 0.50940002E+01  0.17244718E+01  0.84500805E+00  0.15182640E+00 -0.93221482E-01  0.12899997E+01
 0.51000002E+01  0.17295444E+01  0.84591741E+00  0.15126693E+00 -0.93270692E-01  0.12923173E+01
 0.51060002E+01  0.17346225E+01  0.84682342E+00  0.15070718E+00 -0.93317103E-01  0.12946290E+01
 0.51120002E+01  0.17397060E+01  0.84772607E+00  0.15014715E+00 -0.93360719E-01  0.12969349E+01
 0.51180002E+01  0.17447950E+01  0.84862535E+00  0.14958686E+00 -0.93401543E-01  0.12992349E+01
 0.51240002E+01  0.17498893E+01  0.84952128E+00  0.14902635E+00 -0.93439579E-01  0.13015290E+01
 0.51300002E+01  0.17549889E+01  0.85041384E+00  0.14846561E+00 -0.93474833E-01  0.13038171E+01
 0.51360002E+01  0.17600940E+01  0.85130303E+00  0.14790466E+00 -0.93507309E-01  0.13060993E+01
 0.51420002E+01  0.17652043E+01  0.85218886E+00  0.14734353E+00 -0.93537011E-01  0.13083755E+01
 0.51480002E+01  0.17703199E+01  0.85307132E+00  0.14678223E+00 -0.93563943E-01  0.13106457E+01
 0.51540002E+01  0.17754409E+01  0.85395041E+00  0.14622078E+00 -0.93588113E-01  0.13129099E+01
 0.51600002E+01  0.17805671E+01  0.85482614E+00  0.14565919E+00 -0.93609523E-01  0.13151680E+01
 0.51660002E+01  0.17856985E+01  0.85569849E+00  0.14509748E+00 -0.93628181E-01  0.13174200E+01
 0.51720002E+01  0.17908352E+01  0.85656748E+00  0.14453566E+00 -0.93644091E-01  0.13196660E+01
 0.51780002E+01  0.17959771E+01  0.85743309E+00  0.14397376E+00 -0.93657259E-01  0.13219058E+01
 0.51840002E+01  0.18011241E+01  0.85829533E+00  0.14341178E+00 -0.93667691E-01  0.13241395E+01
 0.51900002E+01  0.18062764E+01  0.85915420E+00  0.14284975E+00 -0.93675393E-01  0.13263671E+01
 0.51960002E+01  0.18114337E+01  0.86000970E+00  0.14228769E+00 -0.93680371E-01  0.13285884E+01
 0.52020002E+01  0.18165962E+01  0.86086182E+00  0.14172560E+00 -0.93682632E-01  0.13308036E+01
 0.52080002E+01  0.18217638E+01  0.86171057E+00  0.14116350E+00 -0.93682182E-01  0.13330125E+01
 0.52140002E+01  0.18269365E+01  0.86255595E+00  0.14060141E+00 -0.93679028E-01  0.13352152E+01
 0.52200002E+01  0.18321142E+01  0.86339796E+00  0.14003935E+00 -0.93673177E-01  0.13374117E+01
 0.52260002E+01  0.18372970E+01  0.86423659E+00  0.13947734E+00 -0.93664636E-01  0.13396018E+01
 0.52320002E+01  0.18424848E+01  0.86507185E+00  0.13891538E+00 -0.93653411E-01  0.13417857E+01
 0.52380002E+01  0.18476776E+01  0.86590375E+00  0.13835350E+00 -0.93639510E-01  0.13439632E+01
 0.52440002E+01  0.18528754E+01  0.86673227E+00  0.13779171E+00 -0.93622942E-01  0.13461344E+01
 0.52500002E+01  0.18580781E+01  0.86755741E+00  0.13723002E+00 -0.93603713E-01  0.13482993E+01
 0.52560002E+01  0.18632858E+01  0.86837919E+00  0.13666846E+00 -0.93581831E-01  0.13504577E+01
 0.52620002E+01  0.18684984E+01  0.86919761E+00  0.13610704E+00 -0.93557304E-01  0.13526098E+01
 0.52680003E+01  0.18737159E+01  0.87001265E+00  0.13554577E+00 -0.93530140E-01  0.13547555E+01
 0.52740003E+01  0.18789383E+01  0.87082432E+00  0.13498468E+00 -0.93500348E-01  0.13568947E+01
 0.52800003E+01  0.18841656E+01  0.87163263E+00  0.13442376E+00 -0.93467936E-01  0.13590275E+01
 0.52860003E+01  0.18893977E+01  0.87243758E+00  0.13386306E+00 -0.93432913E-01  0.13611538E+01
 0.52920003E+01  0.18946346E+01  0.87323916E+00  0.13330256E+00 -0.93395286E-01  0.13632736E+01
 0.52980003E+01  0.18998763E+01  0.87403738E+00  0.13274231E+00 -0.93355066E-01  0.13653870E+01
 0.53040003E+01  0.19051228E+01  0.87483223E+00  0.13218230E+00 -0.93312262E-01  0.13674938E+01
 0.53100003E+01  0.19103740E+01  0.87562373E+00  0.13162255E+00 -0.93266881E-01  0.13695941E+01
 0.53160003E+01  0.19156300E+01  0.87641187E+00  0.13106308E+00 -0.93218934E-01  0.13716879E+01
 0.53220003E+01  0.19208907E+01  0.87719666E+00  0.13050391E+00 -0.93168431E-01  0.13737750E+01
 0.53280003E+01  0.19261561E+01  0.87797809E+00  0.12994505E+00 -0.93115380E-01  0.13758557E+01
 0.53340003E+01  0.19314262E+01  0.87875617E+00  0.12938652E+00 -0.93059791E-01  0.13779297E+01
 0.53400003E+01  0.19367010E+01  0.87953090E+00  0.12882832E+00 -0.93001675E-01  0.13799971E+01
 0.53460003E+01  0.19419804E+01  0.88030228E+00  0.12827048E+00 -0.92941041E-01  0.13820579E+01
 0.53520003E+01  0.19472644E+01  0.88107031E+00  0.12771302E+00 -0.92877900E-01  0.13841121E+01
 0.53580003E+01  0.19525530E+01  0.88183500E+00  0.12715594E+00 -0.92812261E-01  0.13861596E+01
 0.53640003E+01  0.19578462E+01  0.88259635E+00  0.12659925E+00 -0.92744136E-01  0.13882004E+01
 0.53700003E+01  0.19631439E+01  0.88335436E+00  0.12604299E+00 -0.92673535E-01  0.13902346E+01
 0.53760003E+01  0.19684462E+01  0.88410903E+00  0.12548716E+00 -0.92600468E-01  0.13922621E+01
 0.53820003E+01  0.19737530E+01  0.88486037E+00  0.12493177E+00 -0.92524947E-01  0.13942829E+01
 0.53880003E+01  0.19790643E+01  0.88560838E+00  0.12437684E+00 -0.92446982E-01  0.13962970E+01
 0.53940003E+01  0.19843800E+01  0.88635306E+00  0.12382238E+00 -0.92366584E-01  0.13983043E+01
 0.54000003E+01  0.19897003E+01  0.88709442E+00  0.12326842E+00 -0.92283765E-01  0.14003049E+01
 0.54060003E+01  0.19950249E+01  0.88783245E+00  0.12271496E+00 -0.92198537E-01  0.14022988E+01
 0.54120003E+01  0.20003540E+01  0.88856716E+00  0.12216202E+00 -0.92110910E-01  0.14042858E+01
 0.54180003E+01  0.20056875E+01  0.88929856E+00  0.12160961E+00 -0.92020896E-01  0.14062662E+01
 0.54240003E+01  0.20110254E+01  0.89002665E+00  0.12105774E+00 -0.91928507E-01  0.14082397E+01
 0.54300003E+01  0.20163676E+01  0.89075142E+00  0.12050644E+00 -0.91833754E-01  0.14102064E+01
 0.54360003E+01  0.20217142E+01  0.89147289E+00  0.11995571E+00 -0.91736651E-01  0.14121663E+01
 0.54420003E+01  0.20270651E+01  0.89219106E+00  0.11940558E+00 -0.91637208E-01  0.14141194E+01
 0.54480003E+01  0.20324203E+01  0.89290592E+00  0.11885604E+00 -0.91535439E-01  0.14160657E+01
 0.54540003E+01  0.20377797E+01  0.89361749E+00  0.11830712E+00 -0.91431355E-01  0.14180052E+01
 0.54600003E+01  0.20431435E+01  0.89432577E+00  0.11775884E+00 -0.91324968E-01  0.14199378E+01
 0.54660003E+01  0.20485114E+01  0.89503077E+00  0.11721120E+00 -0.91216292E-01  0.14218635E+01
 0.54720003E+01  0.20538836E+01  0.89573247E+00  0.11666421E+00 -0.91105340E-01  0.14237824E+01
 0.54780003E+01  0.20592600E+01  0.89643090E+00  0.11611790E+00 -0.90992123E-01  0.14256944E+01
 0.54840003E+01  0.20646406E+01  0.89712605E+00  0.11557228E+00 -0.90876655E-01  0.14275995E+01
 0.54900003E+01  0.20700253E+01  0.89781793E+00  0.11502735E+00 -0.90758949E-01  0.14294977E+01
 0.54960003E+01  0.20754142E+01  0.89850655E+00  0.11448314E+00 -0.90639018E-01  0.14313890E+01
 0.55020003E+01  0.20808072E+01  0.89919190E+00  0.11393965E+00 -0.90516875E-01  0.14332734E+01
 0.55080003E+01  0.20862043E+01  0.89987399E+00  0.11339690E+00 -0.90392533E-01  0.14351509E+01
 0.55140003E+01  0.20916054E+01  0.90055282E+00  0.11285491E+00 -0.90266007E-01  0.14370215E+01
 0.55200003E+01  0.20970107E+01  0.90122841E+00  0.11231368E+00 -0.90137309E-01  0.14388852E+01
 0.55260003E+01  0.21024200E+01  0.90190075E+00  0.11177323E+00 -0.90006453E-01  0.14407419E+01
 0.55320003E+01  0.21078333E+01  0.90256985E+00  0.11123357E+00 -0.89873453E-01  0.14425917E+01
 0.55380003E+01  0.21132506E+01  0.90323572E+00  0.11069471E+00 -0.89738323E-01  0.14444345E+01
 0.55440003E+01  0.21186719E+01  0.90389835E+00  0.11015667E+00 -0.89601076E-01  0.14462704E+01
 0.55500003E+01  0.21240972E+01  0.90455776E+00  0.10961946E+00 -0.89461727E-01  0.14480993E+01
 0.55560003E+01  0.21295264E+01  0.90521395E+00  0.10908309E+00 -0.89320290E-01  0.14499213E+01
 0.55620003E+01  0.21349595E+01  0.90586692E+00  0.10854758E+00 -0.89176778E-01  0.14517363E+01
 0.55680003E+01  0.21403966E+01  0.90651668E+00  0.10801293E+00 -0.89031207E-01  0.14535443E+01
 0.55740003E+01  0.21458375E+01  0.90716324E+00  0.10747916E+00 -0.88883591E-01  0.14553453E+01
 0.55800003E+01  0.21512824E+01  0.90780659E+00  0.10694629E+00 -0.88733944E-01  0.14571393E+01
 0.55860003E+01  0.21567310E+01  0.90844675E+00  0.10641431E+00 -0.88582281E-01  0.14589264E+01
 0.55920003E+01  0.21621835E+01  0.90908373E+00  0.10588326E+00 -0.88428615E-01  0.14607065E+01
 0.55980003E+01  0.21676398E+01  0.90971751E+00  0.10535313E+00 -0.88272963E-01  0.14624795E+01
 0.56040003E+01  0.21730999E+01  0.91034812E+00  0.10482394E+00 -0.88115339E-01  0.14642456E+01
 0.56100003E+01  0.21785638E+01  0.91097556E+00  0.10429570E+00 -0.87955758E-01  0.14660047E+01
 0.56160003E+01  0.21840314E+01  0.91159983E+00  0.10376842E+00 -0.87794234E-01  0.14677567E+01
 0.56220003E+01  0.21895028E+01  0.91222094E+00  0.10324212E+00 -0.87630783E-01  0.14695018E+01
 0.56280003E+01  0.21949779E+01  0.91283890E+00  0.10271681E+00 -0.87465420E-01  0.14712398E+01
 0.56340003E+01  0.22004567E+01  0.91345370E+00  0.10219249E+00 -0.87298160E-01  0.14729709E+01
 0.56400003E+01  0.22059392E+01  0.91406537E+00  0.10166919E+00 -0.87129019E-01  0.14746949E+01
 0.56460003E+01  0.22114253E+01  0.91467389E+00  0.10114690E+00 -0.86958010E-01  0.14764119E+01
 0.56520003E+01  0.22169151E+01  0.91527929E+00  0.10062564E+00 -0.86785152E-01  0.14781219E+01
 0.56580003E+01  0.22224085E+01  0.91588156E+00  0.10010543E+00 -0.86610457E-01  0.14798248E+01
 0.56640003E+01  0.22279055E+01  0.91648071E+00  0.99586267E-01 -0.86433943E-01  0.14815208E+01
 0.56700003E+01  0.22334060E+01  0.91707675E+00  0.99068170E-01 -0.86255624E-01  0.14832097E+01
 0.56760003E+01  0.22389102E+01  0.91766969E+00  0.98551149E-01 -0.86075516E-01  0.14848916E+01
 0.56820003E+01  0.22444179E+01  0.91825952E+00  0.98035213E-01 -0.85893636E-01  0.14865665E+01
 0.56880003E+01  0.22499291E+01  0.91884627E+00  0.97520374E-01 -0.85709998E-01  0.14882343E+01
 0.56940003E+01  0.22554439E+01  0.91942993E+00  0.97006641E-01 -0.85524619E-01  0.14898952E+01
 0.57000003E+01  0.22609621E+01  0.92001050E+00  0.96494026E-01 -0.85337514E-01  0.14915490E+01
 0.57060003E+01  0.22664838E+01  0.92058801E+00  0.95982538E-01 -0.85148700E-01  0.14931958E+01
 0.57120003E+01  0.22720090E+01  0.92116245E+00  0.95472188E-01 -0.84958192E-01  0.14948356E+01
 0.57180003E+01  0.22775376E+01  0.92173383E+00  0.94962986E-01 -0.84766007E-01  0.14964684E+01
 0.57240003E+01  0.22830696E+01  0.92230216E+00  0.94454941E-01 -0.84572160E-01  0.14980941E+01
 0.57300003E+01  0.22886050E+01  0.92286744E+00  0.93948065E-01 -0.84376668E-01  0.14997128E+01
 0.57360003E+01  0.22941438E+01  0.92342969E+00  0.93442366E-01 -0.84179546E-01  0.15013246E+01
 0.57420003E+01  0.22996860E+01  0.92398891E+00  0.92937854E-01 -0.83980812E-01  0.15029293E+01
 0.57480003E+01  0.23052315E+01  0.92454510E+00  0.92434539E-01 -0.83780481E-01  0.15045270E+01
 0.57540003E+01  0.23107804E+01  0.92509827E+00  0.91932431E-01 -0.83578570E-01  0.15061177E+01
 0.57600003E+01  0.23163325E+01  0.92564844E+00  0.91431539E-01 -0.83375095E-01  0.15077014E+01
 0.57660003E+01  0.23218880E+01  0.92619561E+00  0.90931872E-01 -0.83170072E-01  0.15092781E+01
 0.57720003E+01  0.23274467E+01  0.92673978E+00  0.90433439E-01 -0.82963518E-01  0.15108478E+01
 0.57780003E+01  0.23330087E+01  0.92728096E+00  0.89936250E-01 -0.82755449E-01  0.15124105E+01
 0.57840003E+01  0.23385739E+01  0.92781916E+00  0.89440314E-01 -0.82545883E-01  0.15139662E+01
 0.57900003E+01  0.23441424E+01  0.92835439E+00  0.88945639E-01 -0.82334834E-01  0.15155149E+01
 0.57960003E+01  0.23497140E+01  0.92888666E+00  0.88452235E-01 -0.82122321E-01  0.15170567E+01
 0.58020003E+01  0.23552888E+01  0.92941597E+00  0.87960110E-01 -0.81908359E-01  0.15185914E+01
 0.58080003E+01  0.23608668E+01  0.92994233E+00  0.87469273E-01 -0.81692965E-01  0.15201192E+01
 0.58140003E+01  0.23664480E+01  0.93046575E+00  0.86979733E-01 -0.81476155E-01  0.15216401E+01
 0.58200003E+01  0.23720323E+01  0.93098624E+00  0.86491497E-01 -0.81257947E-01  0.15231539E+01
 0.58260003E+01  0.23776197E+01  0.93150380E+00  0.86004575E-01 -0.81038358E-01  0.15246609E+01
 0.58320003E+01  0.23832102E+01  0.93201844E+00  0.85518973E-01 -0.80817403E-01  0.15261608E+01
 0.58380003E+01  0.23888037E+01  0.93253018E+00  0.85034702E-01 -0.80595099E-01  0.15276538E+01
 0.58440003E+01  0.23944004E+01  0.93303901E+00  0.84551768E-01 -0.80371464E-01  0.15291399E+01
 0.58500003E+01  0.24000000E+01  0.93354494E+00  0.84070180E-01 -0.80146514E-01  0.15306191E+01
 0.58560003E+01  0.24056027E+01  0.93404800E+00  0.83589945E-01 -0.79920265E-01  0.15320913E+01
 0.58620003E+01  0.24112085E+01  0.93454817E+00  0.83111071E-01 -0.79692735E-01  0.15335566E+01
 0.58680003E+01  0.24168172E+01  0.93504547E+00  0.82633566E-01 -0.79463941E-01  0.15350150E+01
 0.58740003E+01  0.24224288E+01  0.93553992E+00  0.82157437E-01 -0.79233898E-01  0.15364664E+01
 0.58800003E+01  0.24280435E+01  0.93603151E+00  0.81682692E-01 -0.79002625E-01  0.15379110E+01
 0.58860003E+01  0.24336611E+01  0.93652026E+00  0.81209339E-01 -0.78770138E-01  0.15393487E+01
 0.58920003E+01  0.24392816E+01  0.93700617E+00  0.80737383E-01 -0.78536453E-01  0.15407795E+01
 0.58980003E+01  0.24449050E+01  0.93748925E+00  0.80266833E-01 -0.78301587E-01  0.15422034E+01
 0.59040003E+01  0.24505313E+01  0.93796951E+00  0.79797696E-01 -0.78065558E-01  0.15436205E+01
 0.59100003E+01  0.24561605E+01  0.93844696E+00  0.79329978E-01 -0.77828382E-01  0.15450307E+01
 0.59160003E+01  0.24617925E+01  0.93892161E+00  0.78863686E-01 -0.77590076E-01  0.15464340E+01
 0.59220003E+01  0.24674274E+01  0.93939347E+00  0.78398827E-01 -0.77350657E-01  0.15478305E+01
 0.59280003E+01  0.24730651E+01  0.93986254E+00  0.77935408E-01 -0.77110142E-01  0.15492202E+01
 0.59340003E+01  0.24787056E+01  0.94032884E+00  0.77473435E-01 -0.76868547E-01  0.15506030E+01
 0.59400003E+01  0.24843489E+01  0.94079237E+00  0.77012915E-01 -0.76625889E-01  0.15519790E+01
 0.59460003E+01  0.24899950E+01  0.94125313E+00  0.76553854E-01 -0.76382185E-01  0.15533482E+01
 0.59520003E+01  0.24956438E+01  0.94171115E+00  0.76096258E-01 -0.76137452E-01  0.15547106E+01
 0.59580003E+01  0.25012954E+01  0.94216643E+00  0.75640133E-01 -0.75891707E-01  0.15560662E+01
 0.59640003E+01  0.25069496E+01  0.94261897E+00  0.75185485E-01 -0.75644967E-01  0.15574151E+01
 0.59700003E+01  0.25126066E+01  0.94306879E+00  0.74732321E-01 -0.75397248E-01  0.15587572E+01
 0.59760003E+01  0.25182663E+01  0.94351590E+00  0.74280646E-01 -0.75148566E-01  0.15600925E+01
 0.59820003E+01  0.25239287E+01  0.94396030E+00  0.73830465E-01 -0.74898940E-01  0.15614210E+01
 0.59880003E+01  0.25295937E+01  0.94440200E+00  0.73381785E-01 -0.74648385E-01  0.15627429E+01
 0.59940003E+01  0.25352614E+01  0.94484102E+00  0.72934611E-01 -0.74396918E-01  0.15640580E+01
