0.999954 0.612918
0.999686 0.524987
0.999200 0.474230
0.998508 0.436739
0.997617 0.406293
0.996532 0.380261
0.995258 0.357266
0.993797 0.336491
0.992153 0.317405
0.990329 0.299648
0.988328 0.282960
0.986151 0.267145
0.983803 0.252056
0.981284 0.237577
0.978597 0.223614
0.975745 0.210092
0.972729 0.196947
0.969551 0.184128
0.966215 0.171590
0.962721 0.159295
0.959072 0.147209
0.955271 0.135305
0.951318 0.123557
0.947217 0.111943
0.942970 0.100444
0.938578 0.089042
0.934045 0.077720
0.929371 0.066465
0.924560 0.055264
0.919613 0.044105
0.914534 0.032976
0.909323 0.021869
0.903984 0.010774
0.898518 -0.000319
0.892929 -0.011415
0.887218 -0.022524
0.881387 -0.033652
0.875440 -0.044805
0.869379 -0.055989
0.863205 -0.067211
0.856922 -0.078475
0.850532 -0.089787
0.844037 -0.101151
0.837440 -0.112573
0.830743 -0.124056
0.823949 -0.135606
0.817061 -0.147225
0.810080 -0.158919
0.803010 -0.170690
0.795853 -0.182543
0.788612 -0.194481
0.781288 -0.206507
0.773886 -0.218624
0.766407 -0.230837
0.758853 -0.243148
0.751229 -0.255561
0.743535 -0.268077
0.735775 -0.280702
0.727952 -0.293436
0.720068 -0.306284
0.712125 -0.319248
0.704126 -0.332330
0.696075 -0.345535
0.687973 -0.358865
0.679822 -0.372322
0.671627 -0.385909
0.663389 -0.399630
0.655111 -0.413487
0.646795 -0.427483
0.638445 -0.441621
0.630062 -0.455904
0.621650 -0.470335
0.613210 -0.484916
0.604746 -0.499652
0.596260 -0.514544
0.587755 -0.529597
0.579233 -0.544814
0.570696 -0.560197
0.562148 -0.575751
0.553590 -0.591479
0.545025 -0.607384
0.536457 -0.623471
0.527886 -0.639743
0.519316 -0.656204
0.510749 -0.672858
0.502188 -0.689711
0.493634 -0.706765
0.485091 -0.724026
0.476561 -0.741498
0.468046 -0.759187
0.459548 -0.777098
0.451071 -0.795236
0.442615 -0.813608
0.434184 -0.832218
0.425779 -0.851073
0.417404 -0.870181
0.409060 -0.889546
0.400749 -0.909178
0.392474 -0.929083
0.384237 -0.949269
0.376040 -0.969744
0.367886 -0.990518
0.359776 -1.011600
0.351712 -1.032998
0.343697 -1.054724
0.335733 -1.076788
0.327821 -1.099201
0.319964 -1.121976
0.312164 -1.145125
0.304423 -1.168661
0.296743 -1.192598
0.289125 -1.216952
0.281572 -1.241738
0.274085 -1.266972
0.266666 -1.292673
0.259318 -1.318859
0.252042 -1.345550
0.244840 -1.372767
0.237713 -1.400532
0.230664 -1.428868
0.223694 -1.457802
0.216805 -1.487358
0.209998 -1.517567
0.203275 -1.548457
0.196639 -1.580061
0.190089 -1.612413
0.183629 -1.645549
0.177259 -1.679507
0.170981 -1.714329
0.164796 -1.750058
0.158707 -1.786740
0.152714 -1.824426
0.146819 -1.863167
0.141023 -1.903021
0.135328 -1.944047
0.129735 -1.986309
0.124246 -2.029876
0.118861 -2.074818
0.113581 -2.121215
0.108409 -2.169147
0.103346 -2.218703
0.098391 -2.269974
0.093548 -2.323058
0.088816 -2.378059
0.084197 -2.435087
0.079692 -2.494256
0.075302 -2.555687
0.071028 -2.619505
0.066871 -2.685838
0.062832 -2.754821
0.058912 -2.826586
0.055111 -2.901267
0.051432 -2.978994
0.047873 -3.059890
0.044437 -3.144062
0.041124 -3.231600
0.037935 -3.322561
0.034871 -3.416961
0.031932 -3.514754
0.029118 -3.615815
0.026432 -3.719910
0.023872 -3.826661
0.021440 -3.935502
0.019137 -4.045628
0.016962 -4.155920
0.014917 -4.264874
0.013001 -4.370501
0.011216 -4.470230
0.009561 -4.560800
0.008038 -4.638168
0.006645 -4.697443
0.005385 -4.732892
0.004256 -4.738045
0.003259 -4.705966
0.002395 -4.629729
0.001664 -4.503118
0.001065 -4.321528
0.000599 -4.082964
0.000266 -3.788926
0.000067 -3.444938
0.000000 -3.060497
0.000067 -2.648316
0.000266 -2.222984
0.000599 -1.799308
0.001065 -1.390726
0.001664 -1.008125
0.002395 -0.659227
0.003259 -0.348531
0.004256 -0.077685
0.005385 0.153918
0.006645 0.348471
0.008038 0.509148
0.009561 0.639611
0.011216 0.743643
0.013001 0.824906
0.014917 0.886796
0.016962 0.932368
0.019137 0.964310
0.021440 0.984949
0.023872 0.996279
0.026432 0.999988
0.029118 0.997497
0.031932 0.989997
0.034871 0.978484
0.037935 0.963782
0.041124 0.946579
0.044437 0.927440
0.047873 0.906836
0.051432 0.885153
0.055111 0.862710
0.058912 0.839769
0.062832 0.816544
0.066871 0.793210
0.071028 0.769912
0.075302 0.746765
0.079692 0.723863
0.084197 0.701281
0.088816 0.679080
0.093548 0.657305
0.098391 0.635994
0.103346 0.615174
0.108409 0.594867
0.113581 0.575085
0.118861 0.555839
0.124246 0.537134
0.129735 0.518973
0.135328 0.501353
0.141023 0.484272
0.146819 0.467726
0.152714 0.451708
0.158707 0.436210
0.164796 0.421225
0.170981 0.406742
0.177259 0.392753
0.183629 0.379247
0.190089 0.366213
0.196639 0.353641
0.203275 0.341521
0.209998 0.329842
0.216805 0.318592
0.223694 0.307762
0.230664 0.297340
0.237713 0.287316
0.244840 0.277681
0.252042 0.268423
0.259318 0.259533
0.266666 0.251001
0.274085 0.242817
0.281572 0.234973
0.289125 0.227459
0.296743 0.220266
0.304423 0.213385
0.312164 0.206808
0.319964 0.200526
0.327821 0.194533
0.335733 0.188818
0.343697 0.183376
0.351712 0.178198
0.359776 0.173277
0.367886 0.168606
0.376040 0.164179
0.384237 0.159988
0.392474 0.156026
0.400749 0.152288
0.409060 0.148768
0.417404 0.145458
0.425779 0.142354
0.434184 0.139450
0.442615 0.136740
0.451071 0.134218
0.459548 0.131879
0.468046 0.129719
0.476561 0.127732
0.485091 0.125913
0.493634 0.124258
0.502188 0.122762
0.510749 0.121421
0.519316 0.120229
0.527886 0.119184
0.536457 0.118280
0.545025 0.117515
0.553590 0.116883
0.562148 0.116382
0.570696 0.116007
0.579233 0.115756
0.587755 0.115625
0.596260 0.115609
0.604746 0.115708
0.613210 0.115916
0.621650 0.116232
0.630062 0.116652
0.638445 0.117174
0.646795 0.117795
0.655111 0.118513
0.663389 0.119325
0.671627 0.120229
0.679822 0.121222
0.687973 0.122304
0.696075 0.123471
0.704126 0.124722
0.712125 0.126055
0.720068 0.127469
0.727952 0.128962
0.735775 0.130533
0.743535 0.132180
0.751229 0.133904
0.758853 0.135702
0.766407 0.137574
0.773886 0.139519
0.781288 0.141537
0.788612 0.143628
0.795853 0.145791
0.803010 0.148027
0.810080 0.150336
0.817061 0.152717
0.823949 0.155173
0.830743 0.157703
0.837440 0.160309
0.844037 0.162992
0.850532 0.165754
0.856922 0.168597
0.863205 0.171522
0.869379 0.174533
0.875440 0.177632
0.881387 0.180823
0.887218 0.184110
0.892929 0.187495
0.898518 0.190986
0.903984 0.194586
0.909323 0.198301
0.914534 0.202139
0.919613 0.206106
0.924560 0.210211
0.929371 0.214463
0.934045 0.218872
0.938578 0.223450
0.942970 0.228211
0.947217 0.233169
0.951318 0.238340
0.955271 0.243743
0.959072 0.249401
0.962721 0.255338
0.966215 0.261581
0.969551 0.268166
0.972729 0.275128
0.975745 0.282515
0.978597 0.290379
0.981284 0.298786
0.983803 0.307812
0.986151 0.317554
0.988328 0.328132
0.990329 0.339698
0.992153 0.352453
0.993797 0.366665
0.995258 0.382706
0.996532 0.401116
0.997617 0.422734
0.998508 0.448962
0.999200 0.482472
0.999686 0.529554
0.999954 0.614281
