#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000       23.77999473        0.00000000        0.59677419        2.48000000
     1.79314424       23.78198133        0.00565853        0.59424558        2.48000000        2.47988208
     2.15994304       23.78476094        0.00773051        0.59332729        2.48000000        2.47971711
     2.55614182       23.78991956        0.01023037        0.59222465        2.48000000        2.47941102
     2.98424425       23.79904320        0.01321353        0.59091626        2.48000000        2.47886990
     3.42660909       23.81371788        0.01658249        0.58944816        2.48000000        2.47800022
     3.87276920       23.83552961        0.02025733        0.58785796        2.48000000        2.47670903
     4.31866879       23.86606439        0.02419362        0.58616722        2.48000000        2.47490442
     4.76362275       23.90690823        0.02837284        0.58438599        2.48000000        2.47249588
     5.20851072       23.95964715        0.03279328        0.58251701        2.48000000        2.46939488
     5.65489459       24.02586716        0.03746427        0.58055834        2.48000000        2.46551537
     6.02722828       24.09208716        0.04153666        0.57886387        2.48000000        2.46165144
     6.35151339       24.15830717        0.04521177        0.57734492        2.48000000        2.45780287
     6.64178883       24.22452717        0.04860135        0.57595230        2.48000000        2.45396945
     6.90656799       24.29074718        0.05177467        0.57465558        2.48000000        2.45015099
     7.15143472       24.35696718        0.05477794        0.57343446        2.48000000        2.44634727
     7.38026542       24.42318719        0.05764370        0.57227464        2.48000000        2.44255811
     7.59586983       24.48940720        0.06039585        0.57116564        2.48000000        2.43878331
     7.80035471       24.55562720        0.06305248        0.57009950        2.48000000        2.43502267
     7.99534364       24.62184721        0.06562765        0.56907005        2.48000000        2.43127602
     8.18211642       24.68806721        0.06813254        0.56807238        2.48000000        2.42754316
     8.36170122       24.75428722        0.07057621        0.56710252        2.48000000        2.42382392
     8.53493739       24.82050722        0.07296607        0.56615718        2.48000000        2.42011812
     8.70251985       24.88672723        0.07530832        0.56523367        2.48000000        2.41642558
     8.86503091       24.95294723        0.07760815        0.56432967        2.48000000        2.41274613
     9.02296378       25.01916724        0.07987000        0.56344324        2.48000000        2.40907960
     9.17674009       25.08538724        0.08209766        0.56257269        2.48000000        2.40542583
     9.32672341       25.15160725        0.08429443        0.56171658        2.48000000        2.40178465
     9.47322958       25.21782725        0.08646317        0.56087363        2.48000000        2.39815590
     9.61653485       25.28404726        0.08860639        0.56004274        2.48000000        2.39453943
     9.75688235       25.35026726        0.09072630        0.55922291        2.48000000        2.39093507
     9.89448728       25.41648727        0.09282487        0.55841328        2.48000000        2.38734267
    10.02954112       25.48270727        0.09490385        0.55761306        2.48000000        2.38376209
    10.16221498       25.54892728        0.09696481        0.55682154        2.48000000        2.38019318
    10.29266252       25.61514728        0.09900915        0.55603811        2.48000000        2.37663579
    10.42102225       25.68136729        0.10103815        0.55526219        2.48000000        2.37308977
    10.54741949       25.74758730        0.10305295        0.55449326        2.48000000        2.36955499
    10.67196804       25.81380730        0.10505460        0.55373085        2.48000000        2.36603130
    10.79477157       25.88002731        0.10704405        0.55297452        2.48000000        2.36251858
    10.91592477       25.94624731        0.10902217        0.55222389        2.48000000        2.35901669
    11.03551444       26.01246732        0.11098976        0.55147860        2.48000000        2.35552549
    11.15362033       26.07868732        0.11294754        0.55073829        2.48000000        2.35204485
    11.27031588       26.14490733        0.11489619        0.55000268        2.48000000        2.34857466
    11.38566889       26.21112733        0.11683634        0.54927146        2.48000000        2.34511477
    11.49974210       26.27734734        0.11876855        0.54854438        2.48000000        2.34166507
    11.61259370       26.34356734        0.12069336        0.54782119        2.48000000        2.33822544
    11.72427776       26.40978735        0.12261126        0.54710166        2.48000000        2.33479575
    11.83484457       26.47600735        0.12452270        0.54638558        2.48000000        2.33137590
    11.94434109       26.54222736        0.12642812        0.54567274        2.48000000        2.32796575
    12.05281116       26.60844736        0.12832791        0.54496295        2.48000000        2.32456521
    12.16029578       26.67466737        0.13022245        0.54425604        2.48000000        2.32117414
    12.26683340       26.74088737        0.13211208        0.54355185        2.48000000        2.31779246
    12.37246012       26.80710738        0.13399712        0.54285022        2.48000000        2.31442004
    12.47720983       26.87332738        0.13587788        0.54215099        2.48000000        2.31105678
    12.58111445       26.93954739        0.13775465        0.54145404        2.48000000        2.30770257
    12.68420406       27.00576740        0.13962770        0.54075923        2.48000000        2.30435731
    12.78650703       27.07198740        0.14149727        0.54006643        2.48000000        2.30102090
    12.88805016       27.13820741        0.14336361        0.53937554        2.48000000        2.29769323
    12.98885882       27.20442741        0.14522694        0.53868643        2.48000000        2.29437421
    13.08895701       27.27064742        0.14708747        0.53799901        2.48000000        2.29106374
    13.18836747       27.33686742        0.14894541        0.53731316        2.48000000        2.28776172
    13.28711178       27.40308743        0.15080093        0.53662881        2.48000000        2.28446807
    13.38521045       27.46930743        0.15265423        0.53594584        2.48000000        2.28118267
    13.48268296       27.53552744        0.15450546        0.53526419        2.48000000        2.27790545
    13.57954785       27.60174744        0.15635480        0.53458376        2.48000000        2.27463632
    13.67582276       27.66796745        0.15820238        0.53390447        2.48000000        2.27137518
    13.77152453       27.73418745        0.16004836        0.53322625        2.48000000        2.26812194
    13.86666920       27.80040746        0.16189287        0.53254903        2.48000000        2.26487653
    13.96127208       27.86662746        0.16373604        0.53187274        2.48000000        2.26163885
    14.05534781       27.93284747        0.16557800        0.53119731        2.48000000        2.25840882
    14.14891039       27.99906747        0.16741886        0.53052267        2.48000000        2.25518636
    14.24197320       28.06528748        0.16925873        0.52984877        2.48000000        2.25197139
    14.33454904       28.13150749        0.17109772        0.52917555        2.48000000        2.24876383
    14.42665021       28.19772749        0.17293593        0.52850295        2.48000000        2.24556359
    14.51828847       28.26394750        0.17477346        0.52783091        2.48000000        2.24237061
    14.60947511       28.33016750        0.17661040        0.52715939        2.48000000        2.23918480
    14.70022096       28.39638751        0.17844684        0.52648833        2.48000000        2.23600609
    14.79053643       28.46260751        0.18028285        0.52581768        2.48000000        2.23283441
    14.88043154       28.52882752        0.18211853        0.52514740        2.48000000        2.22966968
    14.96991587       28.59504752        0.18395394        0.52447744        2.48000000        2.22651183
    15.05899870       28.66126753        0.18578916        0.52380775        2.48000000        2.22336079
    15.14768892       28.72748753        0.18762426        0.52313831        2.48000000        2.22021649
    15.23599512       28.79370754        0.18945930        0.52246905        2.48000000        2.21707886
    15.32392553       28.85992754        0.19129435        0.52179995        2.48000000        2.21394783
    15.41148816       28.92614755        0.19312948        0.52113097        2.48000000        2.21082334
