#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        3.82255373        0.00000000        0.93333333       15.00000000
     0.51384263        3.82513905        0.00037316        0.93277491       15.00000000       14.99655025
     0.62401419        3.82875638        0.00051319        0.93257213       15.00000000       14.99172992
     0.74211761        3.83546971        0.00068083        0.93233392       15.00000000       14.98280388
     0.87146268        3.84734304        0.00088394        0.93205167       15.00000000       14.96707986
     1.00918653        3.86644039        0.00112158        0.93172984       15.00000000       14.94195439
     1.15425493        3.89482575        0.00139494        0.93137012       15.00000000       14.90497620
     1.30725742        3.93456313        0.00170838        0.93097053       15.00000000       14.85391887
     1.46960632        3.98771653        0.00206891        0.93052645       15.00000000       14.78685087
     1.64307629        4.05634995        0.00248589        0.93003151       15.00000000       14.70218888
     1.82958224        4.14252740        0.00297100        0.92947795       15.00000000       14.59872104
     1.99539943        4.22870484        0.00343455        0.92896844       15.00000000       14.49811334
     2.14775587        4.31488229        0.00388748        0.92848657       15.00000000       14.40008590
     2.29055125        4.40105973        0.00433566        0.92802331       15.00000000       14.30439371
     2.42614933        4.48723718        0.00478262        0.92757316       15.00000000       14.21082171
     2.55610083        4.57341463        0.00523064        0.92713244       15.00000000       14.11918072
     2.68148268        4.65959207        0.00568126        0.92669859       15.00000000       14.02930402
     2.80307649        4.74576952        0.00613558        0.92626974       15.00000000       13.94104435
     2.92146910        4.83194697        0.00659440        0.92584448       15.00000000       13.85427146
     3.03711375        4.91812441        0.00705834        0.92542171       15.00000000       13.76886996
     3.15036874        5.00430186        0.00752786        0.92500058       15.00000000       13.68473749
     3.26152262        5.09047930        0.00800331        0.92458040       15.00000000       13.60178310
     3.37081189        5.17665675        0.00848498        0.92416060       15.00000000       13.51992593
     3.47843303        5.26283420        0.00897310        0.92374071       15.00000000       13.43909400
     3.58455136        5.34901164        0.00946785        0.92332036       15.00000000       13.35922315
     3.68930751        5.43518909        0.00996939        0.92289923       15.00000000       13.28025620
     3.79282233        5.52136654        0.01047785        0.92247703       15.00000000       13.20214210
     3.89520042        5.60754398        0.01099331        0.92205354       15.00000000       13.12483527
     3.99653315        5.69372143        0.01151589        0.92162857       15.00000000       13.04829499
     4.09690081        5.77989887        0.01204563        0.92120195       15.00000000       12.97248486
     4.19637451        5.86607632        0.01258261        0.92077353       15.00000000       12.89737231
     4.29501735        5.95225377        0.01312688        0.92034320       15.00000000       12.82292823
     4.39288589        6.03843121        0.01367849        0.91991084       15.00000000       12.74912653
     4.49003087        6.12460866        0.01423746        0.91947638       15.00000000       12.67594388
