#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        1.43254374        0.00000000        0.97500000       40.00000000
     0.24702472        1.43520076        0.00007833        0.97469689       40.00000000       39.97523596
     0.30104141        1.43891841        0.00010823        0.97458669       40.00000000       39.94071392
     0.36029750        1.44581792        0.00014502        0.97445489       40.00000000       39.87703213
     0.42747546        1.45802055        0.00019155        0.97429380       40.00000000       39.76560171
     0.50229043        1.47764753        0.00024923        0.97410203       40.00000000       39.58944322
     0.58528097        1.50682012        0.00032036        0.97387631       40.00000000       39.33412525
     0.67772453        1.54765956        0.00040846        0.97361089       40.00000000       38.98852297
     0.78126053        1.60228709        0.00051836        0.97329799       40.00000000       38.54505908
     0.89766071        1.67282397        0.00065628        0.97292786       40.00000000       37.99924053
     1.02871499        1.76139142        0.00083009        0.97248859       40.00000000       37.34859696
     1.14967509        1.84995888        0.00100820        0.97206201       40.00000000       36.72880670
     1.26398746        1.93852633        0.00119233        0.97164001       40.00000000       36.13379185
     1.37352840        2.02709379        0.00138336        0.97121825       40.00000000       35.55916332
     1.47944859        2.11566125        0.00158177        0.97079413       40.00000000       35.00172683
     1.58251271        2.20422870        0.00178785        0.97036607       40.00000000       34.45914436
     1.68325895        2.29279616        0.00200178        0.96993301       40.00000000       33.92969769
     1.78208291        2.38136362        0.00222370        0.96949430       40.00000000       33.41212029
     1.87928537        2.46993107        0.00245367        0.96904953       40.00000000       32.90547644
     1.97510104        2.55849853        0.00269176        0.96859845       40.00000000       32.40907300
     2.06971717        2.64706599        0.00293802        0.96814093       40.00000000       31.92239472
     2.16328579        2.73563344        0.00319247        0.96767693       40.00000000       31.44505628
     2.25593218        2.82420090        0.00345513        0.96720646       40.00000000       30.97676664
     2.34776090        2.91276835        0.00372603        0.96672960       40.00000000       30.51730249
     2.43886032        3.00133581        0.00400518        0.96624644       40.00000000       30.06648838
     2.52930546        3.08990327        0.00429258        0.96575710       40.00000000       29.62418192
     2.61916094        3.17847072        0.00458824        0.96526173       40.00000000       29.19026280
     2.70848263        3.26703818        0.00489216        0.96476048       40.00000000       28.76462464
     2.79731917        3.35560564        0.00520436        0.96425350       40.00000000       28.34716909
     2.88571320        3.44417309        0.00552483        0.96374095       40.00000000       27.93780155
     2.97370222        3.53274055        0.00585357        0.96322301       40.00000000       27.53642810
     3.06131953        3.62130800        0.00619059        0.96269983       40.00000000       27.14295347
     3.14859466        3.70987546        0.00653588        0.96217159       40.00000000       26.75727967
     3.23555389        3.79844292        0.00688944        0.96163845       40.00000000       26.37930518
     3.32222092        3.88701037        0.00725127        0.96110056       40.00000000       26.00892455
     3.40861693        3.97557783        0.00762137        0.96055808       40.00000000       25.64602823
     3.49476113        4.06414529        0.00799974        0.96001117       40.00000000       25.29050272
     3.58067075        4.15271274        0.00838638        0.95945997       40.00000000       24.94223077
     3.66636158        4.24128020        0.00878128        0.95890462       40.00000000       24.60109171
     3.75184789        4.32984765        0.00918444        0.95834528       40.00000000       24.26696188
     3.83714274        4.41841511        0.00959585        0.95778206       40.00000000       23.93971506
     3.92225798        4.50698257        0.01001552        0.95721510       40.00000000       23.61922289
     4.00720455        4.59555002        0.01044344        0.95664453       40.00000000       23.30535537
     4.09199244        4.68411748        0.01087961        0.95607046       40.00000000       22.99798125
     4.17663087        4.77268494        0.01132402        0.95549301       40.00000000       22.69696849
     4.26112834        4.86125239        0.01177668        0.95491229       40.00000000       22.40218463
     4.34549267        4.94981985        0.01223756        0.95432841       40.00000000       22.11349718
     4.42973106        5.03838730        0.01270668        0.95374147       40.00000000       21.83077394
     4.51385022        5.12695476        0.01318403        0.95315156       40.00000000       21.55388330
     4.59785641        5.21552222        0.01366960        0.95255879       40.00000000       21.28269458
     4.68175536        5.30408967        0.01416339        0.95196325       40.00000000       21.01707819
     4.76555242        5.39265713        0.01466540        0.95136501       40.00000000       20.75690592
     4.84925263        5.48122459        0.01517561        0.95076416       40.00000000       20.50205112
     4.93286064        5.56979204        0.01569403        0.95016078       40.00000000       20.25238884
     5.01638080        5.65835950        0.01622065        0.94955496       40.00000000       20.00779603
     5.09981717        5.74692695        0.01675547        0.94894675       40.00000000       19.76815161
     5.18317358        5.83549441        0.01729848        0.94833624       40.00000000       19.53333661
     5.26645356        5.92406187        0.01784967        0.94772348       40.00000000       19.30323425
     5.34966045        6.01262932        0.01840905        0.94710854       40.00000000       19.07773000
     5.43279745        6.10119678        0.01897660        0.94649149       40.00000000       18.85671165
     5.51586743        6.18976424        0.01955232        0.94587238       40.00000000       18.64006933
     5.59887324        6.27833169        0.02013620        0.94525128       40.00000000       18.42769556
     5.68181743        6.36689915        0.02072824        0.94462822       40.00000000       18.21948528
     5.76470252        6.45546660        0.02132844        0.94400327       40.00000000       18.01533582
     5.84753079        6.54403406        0.02193679        0.94337647       40.00000000       17.81514691
     5.93030443        6.63260152        0.02255328        0.94274788       40.00000000       17.61882072
     6.01302552        6.72116897        0.02317790        0.94211754       40.00000000       17.42626178
     6.09569601        6.80973643        0.02381066        0.94148548       40.00000000       17.23737699
     6.17831777        6.89830389        0.02445154        0.94085176       40.00000000       17.05207561
     6.26089253        6.98687134        0.02510053        0.94021642       40.00000000       16.87026922
     6.34342196        7.07543880        0.02575765        0.93957948       40.00000000       16.69187165
     6.42590764        7.16400625        0.02642286        0.93894100       40.00000000       16.51679901
     6.50835104        7.25257371        0.02709618        0.93830100       40.00000000       16.34496961
     6.59075359        7.34114117        0.02777759        0.93765952       40.00000000       16.17630392
     6.67311663        7.42970862        0.02846709        0.93701659       40.00000000       16.01072453
     6.75544143        7.51827608        0.02916466        0.93637224       40.00000000       15.84815614
     6.83772921        7.60684354        0.02987031        0.93572651       40.00000000       15.68852545
     6.91998115        7.69541099        0.03058403        0.93507941       40.00000000       15.53176117
     7.00219830        7.78397845        0.03130581        0.93443099       40.00000000       15.37779396
     7.08438175        7.87254590        0.03203564        0.93378126       40.00000000       15.22655635
     7.16653249        7.96111336        0.03277352        0.93313025       40.00000000       15.07798275
     7.24865143        8.04968082        0.03351944        0.93247798       40.00000000       14.93200937
     7.33073955        8.13824827        0.03427339        0.93182448       40.00000000       14.78857415
     7.41279765        8.22681573        0.03503536        0.93116978       40.00000000       14.64761677
     7.49482661        8.31538319        0.03580536        0.93051388       40.00000000       14.50907858
     7.57682716        8.40395064        0.03658336        0.92985681       40.00000000       14.37290251
     7.65880010        8.49251810        0.03736937        0.92919860       40.00000000       14.23903312
     7.74074614        8.58108555        0.03816337        0.92853926       40.00000000       14.10741646
     7.82266593        8.66965301        0.03896536        0.92787881       40.00000000       13.97800009
     7.90456020        8.75822047        0.03977533        0.92721726       40.00000000       13.85073301
     7.98642953        8.84678792        0.04059327        0.92655464       40.00000000       13.72556564
     8.06827451        8.93535538        0.04141918        0.92589096       40.00000000       13.60244974
     8.15009576        9.02392284        0.04225304        0.92522623       40.00000000       13.48133842
     8.23189382        9.11249029        0.04309486        0.92456047       40.00000000       13.36218607
     8.31366920        9.20105775        0.04394461        0.92389369       40.00000000       13.24494832
     8.39542241        9.28962520        0.04480230        0.92322591       40.00000000       13.12958202
     8.47715395        9.37819266        0.04566791        0.92255714       40.00000000       13.01604521
     8.55886429        9.46676012        0.04654144        0.92188740       40.00000000       12.90429705
     8.64055387        9.55532757        0.04742288        0.92121669       40.00000000       12.79429783
     8.72222311        9.64389503        0.04831221        0.92054502       40.00000000       12.68600889
     8.80387243        9.73246249        0.04920944        0.91987241       40.00000000       12.57939264
     8.88550222        9.82102994        0.05011455        0.91919887       40.00000000       12.47441249
     8.96711287        9.90959740        0.05102753        0.91852440       40.00000000       12.37103283
     9.04870473        9.99816485        0.05194838        0.91784902       40.00000000       12.26921900
     9.13027815       10.08673231        0.05287709        0.91717274       40.00000000       12.16893729
     9.21183347       10.17529977        0.05381364        0.91649556       40.00000000       12.07015484
     9.29337102       10.26386722        0.05475803        0.91581750       40.00000000       11.97283971
     9.37489110       10.35243468        0.05571025        0.91513855       40.00000000       11.87696076
     9.45639401       10.44100214        0.05667029        0.91445874       40.00000000       11.78248770
     9.53788003       10.52956959        0.05763814        0.91377806       40.00000000       11.68939102
     9.61934944       10.61813705        0.05861380        0.91309653       40.00000000       11.59764198
     9.70080251       10.70670450        0.05959724        0.91241415       40.00000000       11.50721260
     9.78223948       10.79527196        0.06058847        0.91173092       40.00000000       11.41807561
     9.86366062       10.88383942        0.06158748        0.91104685       40.00000000       11.33020444
     9.94506614       10.97240687        0.06259425        0.91036196       40.00000000       11.24357322
    10.02645627       11.06097433        0.06360877        0.90967624       40.00000000       11.15815674
    10.10783123       11.14954179        0.06463104        0.90898969       40.00000000       11.07393042
    10.18919122       11.23810924        0.06566104        0.90830233       40.00000000       10.99087030
    10.27053646       11.32667670        0.06669877        0.90761416       40.00000000       10.90895306
    10.35186714       11.41524415        0.06774422        0.90692519       40.00000000       10.82815593
    10.43318343       11.50381161        0.06879737        0.90623541       40.00000000       10.74845672
    10.51448551       11.59237907        0.06985821        0.90554483       40.00000000       10.66983381
    10.59577356       11.68094652        0.07092674        0.90485346       40.00000000       10.59226611
    10.67704775       11.76951398        0.07200295        0.90416129       40.00000000       10.51573304
    10.75830823       11.85808144        0.07308682        0.90346834       40.00000000       10.44021453
    10.83955515       11.94664889        0.07417834        0.90277461       40.00000000       10.36569102
    10.92078867       12.03521635        0.07527751        0.90208009       40.00000000       10.29214341
    11.00200892       12.12378381        0.07638431        0.90138480       40.00000000       10.21955307
    11.08321603       12.21235126        0.07749874        0.90068872       40.00000000       10.14790183
    11.16441015       12.30091872        0.07862077        0.89999188       40.00000000       10.07717195
    11.24559139       12.38948617        0.07975041        0.89929426       40.00000000       10.00734611
    11.32675987       12.47805363        0.08088764        0.89859588       40.00000000        9.93840740
    11.40791572       12.56662109        0.08203245        0.89789672       40.00000000        9.87033934
    11.48905903       12.65518854        0.08318483        0.89719680       40.00000000        9.80312582
    11.57018992       12.74375600        0.08434476        0.89649612       40.00000000        9.73675111
    11.65130848       12.83232346        0.08551225        0.89579468       40.00000000        9.67119984
    11.73241484       12.92089091        0.08668727        0.89509247       40.00000000        9.60645703
