#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        1.91021317        0.00000000        0.96666667       30.00000000
     0.30635196        1.91285587        0.00012397        0.96630461       30.00000000       29.98610973
     0.37282551        1.91655346        0.00017092        0.96617331       30.00000000       29.96672812
     0.44511067        1.92341576        0.00022809        0.96601744       30.00000000       29.93092105
     0.52604577        1.93555258        0.00029926        0.96582915       30.00000000       29.86809987
     0.61478813        1.95507371        0.00038569        0.96560841       30.00000000       29.76837231
     0.71153714        1.98408896        0.00048976        0.96535316       30.00000000       29.62298417
     0.81742518        2.02470814        0.00061536        0.96505866       30.00000000       29.42473711
     0.93405191        2.07904105        0.00076793        0.96471810       30.00000000       29.16824466
     1.06320707        2.14919750        0.00095450        0.96432291       30.00000000       28.84991328
     1.20672934        2.23728729        0.00118384        0.96386276       30.00000000       28.46761683
     1.33784573        2.32537707        0.00141391        0.96342354       30.00000000       28.10148790
     1.46082748        2.41346686        0.00164777        0.96299526       30.00000000       27.74882929
     1.57798764        2.50155665        0.00188702        0.96257246       30.00000000       27.40754421
     1.69073610        2.58964643        0.00213254        0.96215182       30.00000000       27.07599245
     1.80000432        2.67773622        0.00238491        0.96173119       30.00000000       26.75288450
     1.90644425        2.76582601        0.00264448        0.96130909       30.00000000       26.43720242
     2.01053303        2.85391580        0.00291152        0.96088450       30.00000000       26.12814008
     2.11263207        2.94200558        0.00318618        0.96045667       30.00000000       25.82505748
     2.21302275        3.03009537        0.00346860        0.96002508       30.00000000       25.52744555
     2.31192933        3.11818516        0.00375887        0.95958934       30.00000000       25.23489871
     2.40953362        3.20627494        0.00405706        0.95914918       30.00000000       24.94709343
     2.50598566        3.29436473        0.00436321        0.95870441       30.00000000       24.66377127
     2.60141072        3.38245452        0.00467738        0.95825490       30.00000000       24.38472550
     2.69591487        3.47054430        0.00499959        0.95780058       30.00000000       24.10979035
     2.78958842        3.55863409        0.00532986        0.95734140       30.00000000       23.83883252
     2.88250943        3.64672388        0.00566822        0.95687736       30.00000000       23.57174431
     2.97474543        3.73481366        0.00601467        0.95640847       30.00000000       23.30843813
     3.06635563        3.82290345        0.00636924        0.95593476       30.00000000       23.04884207
     3.15739193        3.91099324        0.00673192        0.95545627       30.00000000       22.79289637
     3.24790032        3.99908302        0.00710273        0.95497307       30.00000000       22.54055052
     3.33792169        4.08717281        0.00748167        0.95448522       30.00000000       22.29176101
     3.42749248        4.17526260        0.00786875        0.95399281       30.00000000       22.04648947
     3.51664539        4.26335238        0.00826396        0.95349590       30.00000000       21.80470121
     3.60540981        4.35144217        0.00866731        0.95299458       30.00000000       21.56636407
     3.69381237        4.43953196        0.00907880        0.95248894       30.00000000       21.33144748
     3.78187707        4.52762175        0.00949843        0.95197906       30.00000000       21.09992176
     3.86962579        4.61571153        0.00992620        0.95146504       30.00000000       20.87175758
     3.95707848        4.70380132        0.01036210        0.95094697       30.00000000       20.64692551
     4.04425331        4.79189111        0.01080614        0.95042494       30.00000000       20.42539573
     4.13116693        4.87998089        0.01125832        0.94989904       30.00000000       20.20713780
     4.21783468        4.96807068        0.01171862        0.94936935       30.00000000       19.99212051
     4.30427060        5.05616047        0.01218706        0.94883596       30.00000000       19.78031177
     4.39048767        5.14425025        0.01266362        0.94829897       30.00000000       19.57167856
     4.47649785        5.23234004        0.01314830        0.94775846       30.00000000       19.36618693
     4.56231223        5.32042983        0.01364111        0.94721450       30.00000000       19.16380199
     4.64794109        5.40851961        0.01414203        0.94666719       30.00000000       18.96448794
     4.73339392        5.49660940        0.01465106        0.94611661       30.00000000       18.76820813
     4.81867958        5.58469919        0.01516820        0.94556283       30.00000000       18.57492511
     4.90380636        5.67278897        0.01569345        0.94500592       30.00000000       18.38460072
     4.98878191        5.76087876        0.01622680        0.94444597       30.00000000       18.19719612
     5.07361343        5.84896855        0.01676824        0.94388305       30.00000000       18.01267190
     5.15830760        5.93705833        0.01731778        0.94331723       30.00000000       17.83098816
     5.24287071        6.02514812        0.01787540        0.94274857       30.00000000       17.65210457
     5.32730864        6.11323791        0.01844110        0.94217715       30.00000000       17.47598046
