#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000       38.11806431        0.00000000        0.38271605        1.62000000
     2.15331417       38.11962076        0.00920196        0.37838656        1.62000000        1.61994569
     2.55384654       38.12179852        0.01230679        0.37692626        1.62000000        1.61986969
     3.00298513       38.12584019        0.01618853        0.37510085        1.62000000        1.61972868
     3.49694899       38.13298837        0.02091101        0.37288042        1.62000000        1.61947933
     4.01125069       38.14448566        0.02629821        0.37034776        1.62000000        1.61907841
     4.53078241       38.16157468        0.03219697        0.36757481        1.62000000        1.61848281
     5.04874441       38.18549801        0.03850957        0.36460731        1.62000000        1.61764964
     5.56279434       38.21749828        0.04517985        0.36147138        1.62000000        1.61653631
     6.07272593       38.25881808        0.05217864        0.35818038        1.62000000        1.61510065
     6.57931523       38.31070001        0.05949411        0.35473939        1.62000000        1.61330106
     6.99742210       38.36258195        0.06579553        0.35177420        1.62000000        1.61150483
     7.35798479       38.41446388        0.07141636        0.34912814        1.62000000        1.60971195
     7.67774827       38.46634582        0.07654301        0.34671364        1.62000000        1.60792239
     7.96688502       38.51822775        0.08129160        0.34447615        1.62000000        1.60613614
     8.23207634       38.57010969        0.08574002        0.34237908        1.62000000        1.60435318
     8.47796582       38.62199163        0.08994335        0.34039657        1.62000000        1.60257349
     8.70792238       38.67387356        0.09394217        0.33850955        1.62000000        1.60079704
     8.92447417       38.72575550        0.09776733        0.33670355        1.62000000        1.59902382
     9.12957089       38.77763743        0.10144291        0.33496726        1.62000000        1.59725381
     9.32475040       38.82951937        0.10498812        0.33329165        1.62000000        1.59548699
     9.51124884       38.88140130        0.10841851        0.33166941        1.62000000        1.59372335
     9.69007595       38.93328324        0.11174694        0.33009452        1.62000000        1.59196286
     9.86206810       38.98516518        0.11498412        0.32856193        1.62000000        1.59020551
    10.02792643       39.03704711        0.11813909        0.32706740        1.62000000        1.58845127
    10.18824504       39.08892905        0.12121958        0.32560730        1.62000000        1.58670014
    10.34353207       39.14081098        0.12423223        0.32417851        1.62000000        1.58495209
    10.49422579       39.19269292        0.12718281        0.32277831        1.62000000        1.58320710
    10.64070711       39.24457485        0.13007634        0.32140434        1.62000000        1.58146516
    10.78330931       39.29645679        0.13291727        0.32005452        1.62000000        1.57972625
    10.92232582       39.34833873        0.13570951        0.31872699        1.62000000        1.57799035
    11.05801643       39.40022066        0.13845655        0.31742012        1.62000000        1.57625745
    11.19061235       39.45210260        0.14116149        0.31613245        1.62000000        1.57452753
    11.32032031       39.50398453        0.14382714        0.31486265        1.62000000        1.57280057
    11.44732598       39.55586647        0.14645601        0.31360954        1.62000000        1.57107656
    11.57179676       39.60774840        0.14905038        0.31237204        1.62000000        1.56935547
    11.69388421       39.65963034        0.15161233        0.31114918        1.62000000        1.56763730
    11.81372593       39.71151228        0.15414373        0.30994006        1.62000000        1.56592203
    11.93144731       39.76339421        0.15664632        0.30874387        1.62000000        1.56420963
    12.04716297       39.81527615        0.15912166        0.30755987        1.62000000        1.56250010
    12.16097796       39.86715808        0.16157122        0.30638737        1.62000000        1.56079342
    12.27298880       39.91904002        0.16399633        0.30522573        1.62000000        1.55908957
    12.38328444       39.97092195        0.16639822        0.30407437        1.62000000        1.55738854
    12.49194699       40.02280389        0.16877803        0.30293275        1.62000000        1.55569032
    12.59905248       40.07468583        0.17113684        0.30180036        1.62000000        1.55399487
    12.70467140       40.12656776        0.17347560        0.30067674        1.62000000        1.55230221
    12.80886929       40.17844970        0.17579526        0.29956145        1.62000000        1.55061229
    12.91170712       40.23033163        0.17809666        0.29845408        1.62000000        1.54892512
    13.01324181       40.28221357        0.18038059        0.29735426        1.62000000        1.54724068
    13.11352654       40.33409550        0.18264781        0.29626162        1.62000000        1.54555895
    13.21261104       40.38597744        0.18489901        0.29517584        1.62000000        1.54387992
