#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        6.37937021        0.00000000        0.88888889        9.00000000
     0.74908567        6.38187883        0.00083407        0.88810710        9.00000000        8.99875305
     0.90877021        6.38538883        0.00114646        0.88782183        9.00000000        8.99700969
     1.07905227        6.39190298        0.00151826        0.88748740        9.00000000        8.99377841
     1.26365384        6.40342404        0.00196333        0.88709407        9.00000000        8.98807672
     1.45730890        6.42195479        0.00247463        0.88665125        9.00000000        8.97894108
     1.65750100        6.44949798        0.00304897        0.88616481        9.00000000        8.96544105
     1.86415181        6.48805638        0.00368923        0.88563554        9.00000000        8.94669662
     2.07842151        6.53963276        0.00440292        0.88506071        9.00000000        8.92189707
     2.30202006        6.60622988        0.00520120        0.88443540        9.00000000        8.89031913
     2.53688126        6.68985051        0.00609827        0.88375318        9.00000000        8.85134193
     2.74146591        6.77347114        0.00692863        0.88313936        9.00000000        8.81307019
     2.92639669        6.85709177        0.00771858        0.88256981        9.00000000        8.77546081
     3.09740415        6.94071240        0.00848243        0.88203129        9.00000000        8.73847397
     3.25796128        7.02433303        0.00922894        0.88151567        9.00000000        8.70207291
     3.41034477        7.10795366        0.00996386        0.88101756        9.00000000        8.66622364
     3.55613449        7.19157429        0.01069115        0.88053317        9.00000000        8.63089469
     3.69647515        7.27519492        0.01141368        0.88005975        9.00000000        8.59605694
     3.83222493        7.35881555        0.01213360        0.87959521        9.00000000        8.56168337
     3.96404509        7.44243618        0.01285253        0.87913794        9.00000000        8.52774891
     4.09245690        7.52605681        0.01357176        0.87868665        9.00000000        8.49423030
     4.21787923        7.60967744        0.01429229        0.87824030        9.00000000        8.46110592
     4.34065418        7.69329807        0.01501494        0.87779806        9.00000000        8.42835569
     4.46106509        7.77691870        0.01574037        0.87735920        9.00000000        8.39596089
     4.57934962        7.86053933        0.01646915        0.87692315        9.00000000        8.36390414
     4.69570918        7.94415996        0.01720172        0.87648938        9.00000000        8.33216923
     4.81031616        8.02778059        0.01793847        0.87605748        9.00000000        8.30074106
     4.92331940        8.11140122        0.01867974        0.87562705        9.00000000        8.26960554
     5.03484841        8.19502185        0.01942579        0.87519779        9.00000000        8.23874956
     5.14501661        8.27864248        0.02017687        0.87476940        9.00000000        8.20816085
     5.25392398        8.36226311        0.02093319        0.87434163        9.00000000        8.17782797
     5.36165922        8.44588374        0.02169492        0.87391427        9.00000000        8.14774025
