#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        5.73917048        0.00000000        0.90000000       10.00000000
     0.69341268        5.74169830        0.00070718        0.89927237       10.00000000        9.99846414
     0.84139891        5.74523518        0.00097210        0.89900716       10.00000000        9.99631707
     0.99932382        5.75179920        0.00128766        0.89869623       10.00000000        9.99233814
     1.17082367        5.76340847        0.00166616        0.89833014       10.00000000        9.98531917
     1.35121109        5.78208108        0.00210239        0.89791712       10.00000000        9.97407805
     1.53832861        5.80983515        0.00259451        0.89746201       10.00000000        9.95747814
     1.73226098        5.84868875        0.00314596        0.89696496       10.00000000        9.93445165
     1.93423154        5.90066000        0.00376428        0.89642281       10.00000000        9.90402470
     2.14596819        5.96776699        0.00446030        0.89583033       10.00000000        9.86534062
     2.36940341        6.05202782        0.00524769        0.89518083       10.00000000        9.81767791
     2.56484327        6.13628865        0.00598108        0.89459387       10.00000000        9.77096295
     2.74210444        6.22054948        0.00668245        0.89404721       10.00000000        9.72513159
     2.90648267        6.30481031        0.00736379        0.89352866       10.00000000        9.68012520
     3.06118732        6.38907113        0.00803238        0.89303073       10.00000000        9.63589007
     3.20832237        6.47333196        0.00869297        0.89254844       10.00000000        9.59237699
     3.34934790        6.55759279        0.00934888        0.89207833       10.00000000        9.54954077
     3.48532187        6.64185362        0.01000246        0.89161784       10.00000000        9.50733994
     3.61703754        6.72611445        0.01065548        0.89116507       10.00000000        9.46573633
     3.74510640        6.81037528        0.01130929        0.89071851       10.00000000        9.42469482
     3.87001049        6.89463611        0.01196492        0.89027700       10.00000000        9.38418308
     3.99213730        6.97889694        0.01262319        0.88983958       10.00000000        9.34417129
     4.11180346        7.06315777        0.01328479        0.88940546       10.00000000        9.30463194
     4.22927129        7.14741860        0.01395024        0.88897401       10.00000000        9.26553963
     4.34476093        7.23167943        0.01461999        0.88854466       10.00000000        9.22687089
     4.45845906        7.31594026        0.01529441        0.88811696       10.00000000        9.18860405
     4.57052550        7.40020109        0.01597382        0.88769052       10.00000000        9.15071903
     4.68109837        7.48446192        0.01665846        0.88726498       10.00000000        9.11319727
     4.79029784        7.56872275        0.01734858        0.88684006       10.00000000        9.07602157
     4.89822928        7.65298358        0.01804435        0.88641549       10.00000000        9.03917602
     5.00498565        7.73724441        0.01874594        0.88599104       10.00000000        9.00264584
     5.11064940        7.82150524        0.01945350        0.88556651       10.00000000        8.96641735
     5.21529412        7.90576607        0.02016714        0.88514172       10.00000000        8.93047785
     5.31898570        7.99002690        0.02088697        0.88471652       10.00000000        8.89481555
     5.42178357        8.07428773        0.02161308        0.88429076       10.00000000        8.85941953
     5.52374136        8.15854855        0.02234556        0.88386431       10.00000000        8.82427962
     5.62490780        8.24280938        0.02308448        0.88343706       10.00000000        8.78938638
     5.72532727        8.32707021        0.02382991        0.88300891       10.00000000        8.75473107
     5.82504030        8.41133104        0.02458188        0.88257977       10.00000000        8.72030552
     5.92408407        8.49559187        0.02534047        0.88214955       10.00000000        8.68610217
     6.02249274        8.57985270        0.02610570        0.88171817       10.00000000        8.65211398
     6.12029779        8.66411353        0.02687763        0.88128558       10.00000000        8.61833440
     6.21752835        8.74837436        0.02765627        0.88085170       10.00000000        8.58475734
     6.31421137        8.83263519        0.02844167        0.88041648       10.00000000        8.55137713
     6.41037188        8.91689602        0.02923385        0.87997987       10.00000000        8.51818851
     6.50603315        9.00115685        0.03003283        0.87954183       10.00000000        8.48518655
     6.60121690        9.08541768        0.03083864        0.87910231       10.00000000        8.45236671
     6.69594341        9.16967851        0.03165128        0.87866128       10.00000000        8.41972473
     6.79023163        9.25393934        0.03247079        0.87821869       10.00000000        8.38725664
     6.88409934        9.33820017        0.03329717        0.87777452       10.00000000        8.35495875
     6.97756322        9.42246100        0.03413043        0.87732875       10.00000000        8.32282765
     7.07063896        9.50672183        0.03497059        0.87688134       10.00000000        8.29086012
     7.16334134        9.59098266        0.03581765        0.87643227       10.00000000        8.25905318
     7.25568424        9.67524349        0.03667163        0.87598153       10.00000000        8.22740406
