#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000       53.13010235        0.00000000        0.20000000        1.25000000
     2.15014972       53.13120845        0.01061528        0.19441017        1.25000000        1.24997466
     2.45131665       53.13275608        0.01333775        0.19297107        1.25000000        1.24993921
     2.82299432       53.13562829        0.01703424        0.19101345        1.25000000        1.24987343
     3.25334609       53.14070814        0.02175385        0.18850784        1.25000000        1.24975709
     3.71362113       53.14887869        0.02729510        0.18555707        1.25000000        1.24957001
     4.18489662       53.16102300        0.03346961        0.18225752        1.25000000        1.24929203
     4.65762109       53.17802412        0.04014780        0.17867484        1.25000000        1.24890305
     5.12752068       53.20076511        0.04724666        0.17485027        1.25000000        1.24838307
     5.59295556       53.23012902        0.05471371        0.17080894        1.25000000        1.24771221
     6.05356092       53.26699892        0.06251605        0.16656560        1.25000000        1.24687071
     6.43174481       53.30386882        0.06922085        0.16290203        1.25000000        1.24603019
     6.75609199       53.34073871        0.07518107        0.15963177        1.25000000        1.24519062
     7.04214553       53.37760861        0.08059581        0.15664958        1.25000000        1.24435201
     7.29937974       53.41447851        0.08559002        0.15388938        1.25000000        1.24351436
     7.53403388       53.45134841        0.09024801        0.15130658        1.25000000        1.24267767
     7.75045361       53.48821830        0.09462971        0.14886947        1.25000000        1.24184192
     7.95179752       53.52508820        0.09877947        0.14655456        1.25000000        1.24100713
     8.14043964       53.56195810        0.10273116        0.14434392        1.25000000        1.24017330
     8.31821333       53.59882800        0.10651131        0.14222350        1.25000000        1.23934041
     8.48656646       53.63569790        0.11014115        0.14018208        1.25000000        1.23850846
     8.64666417       53.67256779        0.11363797        0.13821047        1.25000000        1.23767746
     8.79945911       53.70943769        0.11701603        0.13630113        1.25000000        1.23684741
     8.94574115       53.74630759        0.12028731        0.13444772        1.25000000        1.23601830
     9.08617294       53.78317749        0.12346193        0.13264486        1.25000000        1.23519012
     9.22131649       53.82004738        0.12654857        0.13088796        1.25000000        1.23436289
     9.35165281       53.85691728        0.12955468        0.12917306        1.25000000        1.23353659
     9.47759707       53.89378718        0.13248678        0.12749672        1.25000000        1.23271123
     9.59951034       53.93065708        0.13535055        0.12585591        1.25000000        1.23188680
     9.71770876       53.96752697        0.13815103        0.12424797        1.25000000        1.23106331
     9.83247078       54.00439687        0.14089266        0.12267055        1.25000000        1.23024074
     9.94404315       54.04126677        0.14357940        0.12112154        1.25000000        1.22941911
    10.05264551       54.07813667        0.14621481        0.11959905        1.25000000        1.22859840
    10.15847441       54.11500656        0.14880208        0.11810140        1.25000000        1.22777861
    10.26170643       54.15187646        0.15134410        0.11662705        1.25000000        1.22695976
    10.36250089       54.18874636        0.15384349        0.11517460        1.25000000        1.22614182
    10.46100205       54.22561626        0.15630262        0.11374281        1.25000000        1.22532480
    10.55734097       54.26248616        0.15872368        0.11233052        1.25000000        1.22450871
    10.65163716       54.29935605        0.16110864        0.11093666        1.25000000        1.22369353
