#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        4.41172579        0.00000000        0.92307692       13.00000000
     0.57138385        4.41429343        0.00046790        0.92246481       13.00000000       12.99740974
     0.69368152        4.41788603        0.00064334        0.92224227       13.00000000       12.99378971
     0.82453520        4.42455346        0.00085293        0.92198113       13.00000000       12.98708421
     0.96736792        4.43634562        0.00110585        0.92167251       13.00000000       12.97526536
     1.11873911        4.45531241        0.00140004        0.92132208       13.00000000       12.95636295
     1.27726003        4.48350371        0.00173595        0.92093255       13.00000000       12.92850630
     1.44336231        4.52296941        0.00211778        0.92050261       13.00000000       12.88997338
     1.61839987        4.57575941        0.00255281        0.92002815       13.00000000       12.83924004
     1.80413439        4.64392360        0.00305093        0.91950317       13.00000000       12.77502114
     2.00248913        4.72951188        0.00362450        0.91892034       13.00000000       12.69629473
     2.17782359        4.81510015        0.00416750        0.91838746       13.00000000       12.61951741
     2.33819330        4.90068843        0.00469396        0.91788632       13.00000000       12.54452106
     2.48794403        4.98627670        0.00521145        0.91740688       13.00000000       12.47115596
     2.62970964        5.07186497        0.00572456        0.91694303       13.00000000       12.39928849
     2.76521723        5.15745325        0.00623624        0.91649068       13.00000000       12.32879920
     2.89566578        5.24304152        0.00674855        0.91604698       13.00000000       12.25958114
     3.02192467        5.32862980        0.00726292        0.91560985       13.00000000       12.19153840
     3.14464631        5.41421807        0.00778043        0.91517772       13.00000000       12.12458483
     3.26433403        5.49980635        0.00830188        0.91474937       13.00000000       12.05864296
     3.38138515        5.58539462        0.00882789        0.91432384       13.00000000       11.99364305
     3.49611957        5.67098289        0.00935896        0.91390035       13.00000000       11.92952225
     3.60879893        5.75657117        0.00989547        0.91347827       13.00000000       11.86622383
     3.71964044        5.84215944        0.01043774        0.91305707       13.00000000       11.80369657
     3.82882661        5.92774772        0.01098601        0.91263632       13.00000000       11.74189419
     3.93651259        6.01333599        0.01154051        0.91221563       13.00000000       11.68077480
     4.04283138        6.09892427        0.01210140        0.91179471       13.00000000       11.62030050
     4.14789815        6.18451254        0.01266884        0.91137327       13.00000000       11.56043695
     4.25181325        6.27010081        0.01324294        0.91095109       13.00000000       11.50115305
     4.35466484        6.35568909        0.01382381        0.91052796       13.00000000       11.44242056
     4.45653091        6.44127736        0.01441154        0.91010372       13.00000000       11.38421390
     4.55748064        6.52686564        0.01500619        0.90967821       13.00000000       11.32650983
     4.65757590        6.61245391        0.01560785        0.90925130       13.00000000       11.26928725
