#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        7.18075578        0.00000000        0.87500000        8.00000000
     0.81626814        7.18324036        0.00100236        0.87415102        8.00000000        7.99901073
     0.99004307        7.18671672        0.00137770        0.87384084        8.00000000        7.99762751
     1.17523643        7.19316844        0.00182413        0.87347714        8.00000000        7.99506334
     1.37566254        7.20457909        0.00235748        0.87304979        8.00000000        7.99053750
     1.58534927        7.22293225        0.00296821        0.87256968        8.00000000        7.98328255
     1.80134054        7.25021148        0.00365121        0.87204391        8.00000000        7.97255420
     2.02335616        7.28840035        0.00440845        0.87147406        8.00000000        7.95764375
     2.25247730        7.33948244        0.00524733        0.87085795        8.00000000        7.93789169
     2.49039018        7.40544132        0.00617929        0.87019100        8.00000000        7.91270127
     2.73902824        7.48826057        0.00721910        0.86946707        8.00000000        7.88155042
     2.95462841        7.57107981        0.00817516        0.86881879        8.00000000        7.85090507
     3.14878812        7.65389906        0.00907946        0.86821969        8.00000000        7.82073771
     3.32776398        7.73671830        0.00994952        0.86765522        8.00000000        7.79102272
     3.49534770        7.81953754        0.01079604        0.86711644        8.00000000        7.76173623
     3.65402496        7.90235679        0.01162606        0.86659743        8.00000000        7.73285594
     3.80552062        7.98517603        0.01244448        0.86609401        8.00000000        7.70436108
     3.95108441        8.06799528        0.01325484        0.86560317        8.00000000        7.67623221
     4.09165314        8.15081452        0.01405978        0.86512261        8.00000000        7.64845117
     4.22794857        8.23363377        0.01486133        0.86465055        8.00000000        7.62100099
     4.36053952        8.31645301        0.01566108        0.86418558        8.00000000        7.59386577
     4.48988303        8.39927225        0.01646029        0.86372657        8.00000000        7.56703061
     4.61635217        8.48209150        0.01725998        0.86327257        8.00000000        7.54048158
     4.74025592        8.56491074        0.01806099        0.86282281        8.00000000        7.51420560
     4.86185325        8.64772999        0.01886402        0.86237665        8.00000000        7.48819040
     4.98136365        8.73054923        0.01966964        0.86193351        8.00000000        7.46242448
     5.09897484        8.81336848        0.02047834        0.86149293        8.00000000        7.43689703
     5.21484880        8.89618772        0.02129055        0.86105448        8.00000000        7.41159790
     5.32912638        8.97900696        0.02210661        0.86061782        8.00000000        7.38651755
     5.44193094        9.06182621        0.02292683        0.86018262        8.00000000        7.36164703
     5.55337115        9.14464545        0.02375148        0.85974861        8.00000000        7.33697790
     5.66354328        9.22746470        0.02458080        0.85931554        8.00000000        7.31250224
     5.77253318        9.31028394        0.02541497        0.85888319        8.00000000        7.28821257
     5.88041763        9.39310318        0.02625419        0.85845136        8.00000000        7.26410188
     5.98726571        9.47592243        0.02709861        0.85801988        8.00000000        7.24016355
     6.09313981        9.55874167        0.02794835        0.85758859        8.00000000        7.21639135
     6.19809648        9.64156092        0.02880356        0.85715734        8.00000000        7.19277941
     6.30218715        9.72438016        0.02966433        0.85672600        8.00000000        7.16932220
     6.40545879        9.80719941        0.03053077        0.85629445        8.00000000        7.14601450
     6.50795437        9.89001865        0.03140295        0.85586259        8.00000000        7.12285140
     6.60971342        9.97283789        0.03228096        0.85543032        8.00000000        7.09982826
     6.71077226       10.05565714        0.03316487        0.85499754        8.00000000        7.07694069
     6.81116448       10.13847638        0.03405473        0.85456418        8.00000000        7.05418458
     6.91092111       10.22129563        0.03495061        0.85413015        8.00000000        7.03155604
     7.01007098       10.30411487        0.03585255        0.85369539        8.00000000        7.00905137
     7.10864089       10.38693412        0.03676060        0.85325983        8.00000000        6.98666712
     7.20665574       10.46975336        0.03767480        0.85282342        8.00000000        6.96440000
     7.30413887       10.55257260        0.03859518        0.85238609        8.00000000        6.94224691
     7.40111199       10.63539185        0.03952178        0.85194779        8.00000000        6.92020495
     7.49759552       10.71821109        0.04045464        0.85150849        8.00000000        6.89827134
     7.59360857       10.80103034        0.04139376        0.85106813        8.00000000        6.87644347
     7.68916910       10.88384958        0.04233919        0.85062667        8.00000000        6.85471889
     7.78429403       10.96666883        0.04329093        0.85018408        8.00000000        6.83309526
     7.87899928       11.04948807        0.04424902        0.84974032        8.00000000        6.81157037
     7.97329988       11.13230731        0.04521346        0.84929535        8.00000000        6.79014216
     8.06721006       11.21512656        0.04618427        0.84884916        8.00000000        6.76880865
     8.16074322       11.29794580        0.04716147        0.84840171        8.00000000        6.74756797
     8.25391210       11.38076505        0.04814507        0.84795297        8.00000000        6.72641838
     8.34672876       11.46358429        0.04913508        0.84750292        8.00000000        6.70535821
     8.43920465       11.54640353        0.05013150        0.84705154        8.00000000        6.68438588
     8.53135063       11.62922278        0.05113435        0.84659880        8.00000000        6.66349991
     8.62317708       11.71204202        0.05214363        0.84614470        8.00000000        6.64269889
     8.71469382       11.79486127        0.05315935        0.84568920        8.00000000        6.62198149
     8.80591026       11.87768051        0.05418151        0.84523229        8.00000000        6.60134644
     8.89683532       11.96049976        0.05521012        0.84477396        8.00000000        6.58079256
