#  Theta paroi en deg Angle Choc en deg       Kp           Inverse Mach       Mach amont       Mach aval
     0.00000000        5.21590857        0.00000000        0.90909091       11.00000000
     0.64644805        5.21845209        0.00060883        0.90840815       11.00000000       10.99814397
     0.78455411        5.22201093        0.00083698        0.90815953       11.00000000       10.99554957
     0.93205678        5.22861572        0.00110897        0.90786800       11.00000000       10.99074239
     1.09251459        5.24029708        0.00143588        0.90752435       11.00000000       10.98226472
     1.26172359        5.25908565        0.00181382        0.90713579       11.00000000       10.96869367
     1.43782487        5.28701207        0.00224197        0.90670638       11.00000000       10.94866682
     1.62103861        5.32610695        0.00272412        0.90623566       11.00000000       10.92091293
     1.81263962        5.37840095        0.00326777        0.90572015       11.00000000       10.88428412
     2.01436966        5.44592467        0.00388340        0.90515432       11.00000000       10.83778480
     2.22815872        5.53070876        0.00458423        0.90453126       11.00000000       10.78059237
     2.41587149        5.61549285        0.00524077        0.90396586       11.00000000       10.72463451
     2.58664596        5.70027694        0.00587174        0.90343746       11.00000000       10.66981983
     2.74541171        5.78506104        0.00648728        0.90293471       11.00000000       10.61606549
     2.89515623        5.86984513        0.00709355        0.90245066       11.00000000       10.56329630
     3.03783807        5.95462922        0.00769459        0.90198068       11.00000000       10.51144394
     3.17481655        6.03941331        0.00829315        0.90152155       11.00000000       10.46044619
     3.30707679        6.12419740        0.00889123        0.90107090       11.00000000       10.41024640
     3.43535764        6.20898149        0.00949030        0.90062695       11.00000000       10.36079287
     3.56022863        6.29376558        0.01009148        0.90018831       11.00000000       10.31203840
     3.68213905        6.37854968        0.01069565        0.89975389       11.00000000       10.26393985
     3.80145011        6.46333377        0.01130347        0.89932281       11.00000000       10.21645773
     3.91845717        6.54811786        0.01191551        0.89889433       11.00000000       10.16955592
     4.03340498        6.63290195        0.01253220        0.89846787       11.00000000       10.12320129
     4.14649903        6.71768604        0.01315392        0.89804290       11.00000000       10.07736347
     4.25791376        6.80247013        0.01378097        0.89761901       11.00000000       10.03201458
     4.36779854        6.88725422        0.01441359        0.89719583       11.00000000        9.98712903
     4.47628251        6.97203832        0.01505201        0.89677304       11.00000000        9.94268332
     4.58347818        7.05682241        0.01569640        0.89635038       11.00000000        9.89865580
     4.68948417        7.14160650        0.01634691        0.89592759       11.00000000        9.85502661
     4.79438759        7.22639059        0.01700369        0.89550447       11.00000000        9.81177744
     4.89826578        7.31117468        0.01766683        0.89508084       11.00000000        9.76889144
     5.00118771        7.39595877        0.01833645        0.89465654       11.00000000        9.72635309
     5.10321529        7.48074286        0.01901262        0.89423143       11.00000000        9.68414810
     5.20440424        7.56552696        0.01969542        0.89380537       11.00000000        9.64226330
     5.30480506        7.65031105        0.02038491        0.89337825       11.00000000        9.60068652
     5.40446349        7.73509514        0.02108115        0.89294998       11.00000000        9.55940657
     5.50342130        7.81987923        0.02178419        0.89252045       11.00000000        9.51841312
     5.60171661        7.90466332        0.02249407        0.89208960       11.00000000        9.47769661
     5.69938446        7.98944741        0.02321083        0.89165735       11.00000000        9.43724826
     5.79645700        8.07423150        0.02393450        0.89122363       11.00000000        9.39705992
     5.89296390        8.15901560        0.02466511        0.89078839       11.00000000        9.35712411
     5.98893261        8.24379969        0.02540269        0.89035157       11.00000000        9.31743389
     6.08438854        8.32858378        0.02614727        0.88991312       11.00000000        9.27798285
     6.17935527        8.41336787        0.02689885        0.88947302       11.00000000        9.23876509
