#  Theta paroi en °  Inverse Mach Paroi  Mach amont
     1.00413915        0.83228099        6.00000000
     1.21709694        0.83189541        6.00000000
     1.44393833        0.83144255        6.00000000
     1.68866431        0.83091105        6.00000000
     1.94328047        0.83031619        6.00000000
     2.20356204        0.82966876        6.00000000
     2.46863549        0.82897276        6.00000000
     2.73934125        0.82822750        6.00000000
     3.01728521        0.82742937        6.00000000
     3.30438865        0.82657288        6.00000000
     3.55068697        0.82581411        6.00000000
     3.77051627        0.82511933        6.00000000
     3.97161057        0.82446997        6.00000000
     4.15865709        0.82385462        6.00000000
     4.33472873        0.82326570        6.00000000
     4.50195794        0.82269789        6.00000000
     4.66188980        0.82214731        6.00000000
     4.81568236        0.82161102        6.00000000
     4.96422787        0.82108675        6.00000000
     5.10822945        0.82057270        6.00000000
     5.24825171        0.82006740        6.00000000
     5.38475561        0.81956966        6.00000000
     5.51812265        0.81907849        6.00000000
     5.64867248        0.81859305        6.00000000
     5.77667580        0.81811262        6.00000000
     5.90236409        0.81763659        6.00000000
     6.02593688        0.81716444        6.00000000
     6.14756756        0.81669570        6.00000000
     6.26740783        0.81622996        6.00000000
     6.38559123        0.81576687        6.00000000
     6.50223599        0.81530611        6.00000000
     6.61744734        0.81484739        6.00000000
     6.73131941        0.81439047        6.00000000
     6.84393671        0.81393510        6.00000000
     6.95537551        0.81348110        6.00000000
     7.06570487        0.81302825        6.00000000
     7.17498751        0.81257640        6.00000000
     7.28328065        0.81212539        6.00000000
     7.39063661        0.81167508        6.00000000
     7.49710336        0.81122533        6.00000000
     7.60272504        0.81077602        6.00000000
     7.70754233        0.81032704        6.00000000
     7.81159288        0.80987829        6.00000000
     7.91491151        0.80942967        6.00000000
     8.01753057        0.80898109        6.00000000
     8.11948017        0.80853248        6.00000000
     8.22078838        0.80808375        6.00000000
     8.32148140        0.80763482        6.00000000
     8.42158372        0.80718565        6.00000000
     8.52111836        0.80673616        6.00000000
     8.62010685        0.80628628        6.00000000
     8.71856948        0.80583598        6.00000000
     8.81652532        0.80538519        6.00000000
     8.91399236        0.80493387        6.00000000
     9.01098757        0.80448197        6.00000000
     9.10752702        0.80402945        6.00000000
     9.20362588        0.80357627        6.00000000
     9.29929854        0.80312238        6.00000000
     9.39455864        0.80266775        6.00000000
     9.48941916        0.80221236        6.00000000
     9.58389238        0.80175615        6.00000000
     9.67799002        0.80129911        6.00000000
     9.77172325        0.80084121        6.00000000
     9.86510269        0.80038241        6.00000000
     9.95813849        0.79992270        6.00000000
    10.05084033        0.79946203        6.00000000
    10.14321747        0.79900040        6.00000000
    10.23527874        0.79853778        6.00000000
    10.32703264        0.79807415        6.00000000
    10.41848726        0.79760948        6.00000000
    10.50965038        0.79714376        6.00000000
    10.60052945        0.79667697        6.00000000
    10.69113164        0.79620909        6.00000000
    10.78146382        0.79574010        6.00000000
    10.87153259        0.79527000        6.00000000
    10.96134429        0.79479875        6.00000000
    11.05090505        0.79432635        6.00000000
    11.14022073        0.79385279        6.00000000
