#  Theta paroi en °  Inverse Mach Paroi  Mach amont
     4.33689497       -0.02862949        1.01000000
     4.33887135       -0.02868437        1.01000000
     4.34082438       -0.02873895        1.01000000
     4.34275422       -0.02879322        1.01000000
     4.34466096       -0.02884720        1.01000000
     4.34654474       -0.02890087        1.01000000
     4.34840566       -0.02895424        1.01000000
     4.35024385       -0.02900732        1.01000000
     4.35205948       -0.02906010        1.01000000
     4.35385262       -0.02911259        1.01000000
     4.35562338       -0.02916478        1.01000000
     4.35737190       -0.02921668        1.01000000
     4.35909830       -0.02926829        1.01000000
     4.36080266       -0.02931961        1.01000000
     4.36248513       -0.02937063        1.01000000
     4.36414581       -0.02942137        1.01000000
     4.36578478       -0.02947182        1.01000000
     4.36740221       -0.02952199        1.01000000
     4.36899813       -0.02957187        1.01000000
     4.37057273       -0.02962147        1.01000000
     4.37212603       -0.02967078        1.01000000
     4.37365823       -0.02971981        1.01000000
     4.37516933       -0.02976856        1.01000000
     4.37665952       -0.02981703        1.01000000
     4.37812884       -0.02986522        1.01000000
     4.37957740       -0.02991313        1.01000000
     4.38100535       -0.02996077        1.01000000
     4.38241271       -0.03000813        1.01000000
     4.38379963       -0.03005521        1.01000000
     4.38516620       -0.03010202        1.01000000
     4.38651250       -0.03014856        1.01000000
     4.38783860       -0.03019482        1.01000000
     4.38914466       -0.03024081        1.01000000
     4.39043072       -0.03028653        1.01000000
     4.39169688       -0.03033198        1.01000000
     4.39294323       -0.03037717        1.01000000
     4.39416985       -0.03042208        1.01000000
     4.39537685       -0.03046673        1.01000000
     4.39656431       -0.03051111        1.01000000
     4.39773232       -0.03055523        1.01000000
     4.39888095       -0.03059908        1.01000000
     4.40001028       -0.03064267        1.01000000
     4.40112041       -0.03068600        1.01000000
     4.40221142       -0.03072906        1.01000000
     4.40328339       -0.03077187        1.01000000
     4.40433639       -0.03081441        1.01000000
     4.40537052       -0.03085669        1.01000000
     4.40638584       -0.03089872        1.01000000
     4.40738243       -0.03094048        1.01000000
     4.40836038       -0.03098200        1.01000000
     4.40931976       -0.03102325        1.01000000
     4.41026064       -0.03106425        1.01000000
     4.41118313       -0.03110499        1.01000000
     4.41208728       -0.03114548        1.01000000
     4.41297314       -0.03118572        1.01000000
     4.41384081       -0.03122570        1.01000000
     4.41469034       -0.03126543        1.01000000
     4.41552184       -0.03130492        1.01000000
     4.41633536       -0.03134415        1.01000000
     4.41713096       -0.03138313        1.01000000
     4.41790870       -0.03142186        1.01000000
     4.41866871       -0.03146035        1.01000000
     4.41941100       -0.03149858        1.01000000
     4.42013562       -0.03153658        1.01000000
     4.42084272       -0.03157432        1.01000000
     4.42153229       -0.03161182        1.01000000
     4.42220442       -0.03164908        1.01000000
     4.42285920       -0.03168609        1.01000000
     4.42349664       -0.03172285        1.01000000
     4.42411687       -0.03175938        1.01000000
     4.42471988       -0.03179566        1.01000000
     4.42530581       -0.03183170        1.01000000
     4.42587465       -0.03186751        1.01000000
     4.42642652       -0.03190307        1.01000000
     4.42696142       -0.03193839        1.01000000
     4.42747949       -0.03197347        1.01000000
     4.42798069       -0.03200832        1.01000000
     4.42846519       -0.03204293        1.01000000
     4.42893296       -0.03207730        1.01000000
     4.42938409       -0.03211143        1.01000000
     4.42981865       -0.03214533        1.01000000
     4.43023666       -0.03217899        1.01000000
     4.43063822       -0.03221242        1.01000000
     4.43102337       -0.03224562        1.01000000
     4.43139214       -0.03227858        1.01000000
     4.43174461       -0.03231131        1.01000000
     4.43208085       -0.03234381        1.01000000
     4.43240087       -0.03237608        1.01000000
     4.43270474       -0.03240811        1.01000000
     4.43299253       -0.03243992        1.01000000
     4.43326430       -0.03247149        1.01000000
     4.43352006       -0.03250284        1.01000000
     4.43375989       -0.03253395        1.01000000
     4.43398382       -0.03256484        1.01000000
     4.43419191       -0.03259550        1.01000000
     4.43438423       -0.03262594        1.01000000
     4.43456082       -0.03265615        1.01000000
     4.43472172       -0.03268613        1.01000000
     4.43486698       -0.03271588        1.01000000
     4.43499664       -0.03274541        1.01000000
     4.43511076       -0.03277472        1.01000000
     4.43520938       -0.03280380        1.01000000
     4.43529255       -0.03283266        1.01000000
     4.43536031       -0.03286130        1.01000000
     4.43541271       -0.03288971        1.01000000
     4.43544980       -0.03291790        1.01000000
     4.43547162       -0.03294587        1.01000000
     4.43547821       -0.03297362        1.01000000
     4.43546962       -0.03300115        1.01000000
     4.43544589       -0.03302846        1.01000000
     4.43540706       -0.03305555        1.01000000
     4.43535320       -0.03308242        1.01000000
     4.43528433       -0.03310907        1.01000000
     4.43520049       -0.03313550        1.01000000
     4.43510172       -0.03316172        1.01000000
     4.43498806       -0.03318772        1.01000000
     4.43485955       -0.03321350        1.01000000
     4.43471625       -0.03323907        1.01000000
     4.43455820       -0.03326442        1.01000000
     4.43438541       -0.03328955        1.01000000
     4.43419793       -0.03331447        1.01000000
     4.43399581       -0.03333917        1.01000000
     4.43377910       -0.03336367        1.01000000
     4.43354780       -0.03338794        1.01000000
     4.43330196       -0.03341201        1.01000000
     4.43304166       -0.03343586        1.01000000
     4.43276689       -0.03345950        1.01000000
     4.43247768       -0.03348293        1.01000000
     4.43217413       -0.03350614        1.01000000
     4.43185620       -0.03352915        1.01000000
     4.43152397       -0.03355194        1.01000000
     4.43117747       -0.03357452        1.01000000
     4.43081671       -0.03359690        1.01000000
     4.43044178       -0.03361906        1.01000000
     4.43005263       -0.03364102        1.01000000
     4.42964940       -0.03366276        1.01000000
     4.42923201       -0.03368430        1.01000000
     4.42880060       -0.03370563        1.01000000
     4.42835511       -0.03372675        1.01000000
     4.42789567       -0.03374767        1.01000000
     4.42742220       -0.03376838        1.01000000
     4.42693484       -0.03378888        1.01000000
     4.42643354       -0.03380918        1.01000000
     4.42591839       -0.03382927        1.01000000
     4.42538938       -0.03384916        1.01000000
     4.42484655       -0.03386884        1.01000000
     4.42428997       -0.03388831        1.01000000
     4.42371960       -0.03390759        1.01000000
     4.42313552       -0.03392665        1.01000000
     4.42253777       -0.03394552        1.01000000
     4.42192633       -0.03396418        1.01000000
     4.42130126       -0.03398264        1.01000000
     4.42066262       -0.03400090        1.01000000
     4.42001037       -0.03401895        1.01000000
     4.41934457       -0.03403681        1.01000000
     4.41866527       -0.03405446        1.01000000
     4.41797248       -0.03407191        1.01000000
     4.41726622       -0.03408916        1.01000000
     4.41654651       -0.03410621        1.01000000
     4.41581340       -0.03412306        1.01000000
     4.41506692       -0.03413971        1.01000000
     4.41430708       -0.03415616        1.01000000
     4.41353391       -0.03417242        1.01000000
     4.41274743       -0.03418847        1.01000000
     4.41194767       -0.03420432        1.01000000
     4.41113465       -0.03421998        1.01000000
     4.41030842       -0.03423544        1.01000000
     4.40946899       -0.03425070        1.01000000
     4.40861638       -0.03426577        1.01000000
     4.40775061       -0.03428064        1.01000000
     4.40687172       -0.03429531        1.01000000
     4.40597972       -0.03430979        1.01000000
     4.40507463       -0.03432407        1.01000000
     4.40415649       -0.03433815        1.01000000
     4.40322532       -0.03435204        1.01000000
     4.40228113       -0.03436573        1.01000000
     4.40132395       -0.03437923        1.01000000
     4.40035380       -0.03439254        1.01000000
     4.39937071       -0.03440565        1.01000000
     4.39837470       -0.03441857        1.01000000
     4.39736578       -0.03443129        1.01000000
     4.39634398       -0.03444382        1.01000000
     4.39530933       -0.03445616        1.01000000
     4.39426186       -0.03446830        1.01000000
     4.39320156       -0.03448025        1.01000000
     4.39212847       -0.03449201        1.01000000
     4.39104260       -0.03450358        1.01000000
     4.38994397       -0.03451496        1.01000000
     4.38883259       -0.03452615        1.01000000
     4.38770852       -0.03453714        1.01000000
     4.38657176       -0.03454794        1.01000000
     4.38542231       -0.03455856        1.01000000
     4.38426020       -0.03456898        1.01000000
     4.38308543       -0.03457921        1.01000000
     4.38189809       -0.03458926        1.01000000
     4.38069812       -0.03459911        1.01000000
     4.37948556       -0.03460878        1.01000000
     4.37826044       -0.03461825        1.01000000
     4.37702279       -0.03462754        1.01000000
     4.37577259       -0.03463664        1.01000000
     4.37450987       -0.03464555        1.01000000
     4.37323468       -0.03465427        1.01000000
     4.37194699       -0.03466281        1.01000000
     4.37064684       -0.03467115        1.01000000
     4.36933426       -0.03467931        1.01000000
     4.36800921       -0.03468729        1.01000000
     4.36667180       -0.03469507        1.01000000
     4.36532196       -0.03470267        1.01000000
     4.36395974       -0.03471009        1.01000000
     4.36258517       -0.03471732        1.01000000
     4.36119821       -0.03472436        1.01000000
     4.35979896       -0.03473121        1.01000000
     4.35838735       -0.03473789        1.01000000
     4.35696347       -0.03474437        1.01000000
     4.35552726       -0.03475067        1.01000000
     4.35407881       -0.03475679        1.01000000
     4.35261806       -0.03476272        1.01000000
     4.35114509       -0.03476847        1.01000000
     4.34965986       -0.03477403        1.01000000
     4.34816242       -0.03477941        1.01000000
     4.34665277       -0.03478461        1.01000000
     4.34513091       -0.03478962        1.01000000
     4.34359689       -0.03479445        1.01000000
     4.34205067       -0.03479910        1.01000000
     4.34049232       -0.03480356        1.01000000
     4.33892182       -0.03480784        1.01000000
     4.33733915       -0.03481194        1.01000000
     4.33574440       -0.03481586        1.01000000
     4.33413753       -0.03481959        1.01000000
     4.33251853       -0.03482315        1.01000000
     4.33088748       -0.03482652        1.01000000
     4.32924435       -0.03482971        1.01000000
     4.32758914       -0.03483272        1.01000000
     4.32592186       -0.03483554        1.01000000
     4.32424258       -0.03483819        1.01000000
     4.32255125       -0.03484066        1.01000000
     4.32084788       -0.03484295        1.01000000
     4.31913249       -0.03484505        1.01000000
     4.31740513       -0.03484698        1.01000000
     4.31566577       -0.03484872        1.01000000
     4.31391442       -0.03485029        1.01000000
     4.31215109       -0.03485168        1.01000000
     4.31037579       -0.03485289        1.01000000
     4.30858853       -0.03485392        1.01000000
     4.30678934       -0.03485477        1.01000000
     4.30497822       -0.03485544        1.01000000
     4.30315516       -0.03485593        1.01000000
     4.30132017       -0.03485625        1.01000000
     4.29947327       -0.03485638        1.01000000
     4.29761446       -0.03485634        1.01000000
     4.29574376       -0.03485612        1.01000000
     4.29386116       -0.03485572        1.01000000
     4.29196668       -0.03485515        1.01000000
     4.29006032       -0.03485440        1.01000000
     4.28814210       -0.03485347        1.01000000
     4.28621201       -0.03485236        1.01000000
     4.28427007       -0.03485108        1.01000000
     4.28231628       -0.03484962        1.01000000
     4.28035065       -0.03484798        1.01000000
     4.27837318       -0.03484617        1.01000000
     4.27638389       -0.03484418        1.01000000
     4.27438276       -0.03484201        1.01000000
     4.27236982       -0.03483967        1.01000000
     4.27034506       -0.03483716        1.01000000
     4.26830849       -0.03483446        1.01000000
     4.26626012       -0.03483160        1.01000000
     4.26419994       -0.03482855        1.01000000
     4.26212799       -0.03482533        1.01000000
     4.26004426       -0.03482194        1.01000000
     4.25794873       -0.03481837        1.01000000
     4.25584142       -0.03481463        1.01000000
     4.25372232       -0.03481071        1.01000000
     4.25159144       -0.03480662        1.01000000
     4.24944884       -0.03480235        1.01000000
     4.24729445       -0.03479791        1.01000000
     4.24512830       -0.03479330        1.01000000
     4.24295037       -0.03478851        1.01000000
     4.24076071       -0.03478355        1.01000000
     4.23855930       -0.03477841        1.01000000
     4.23634613       -0.03477310        1.01000000
     4.23412119       -0.03476762        1.01000000
     4.23188456       -0.03476196        1.01000000
     4.22963616       -0.03475614        1.01000000
     4.22737599       -0.03475013        1.01000000
     4.22510413       -0.03474396        1.01000000
     4.22282052       -0.03473761        1.01000000
     4.22052514       -0.03473109        1.01000000
     4.21821808       -0.03472440        1.01000000
     4.21589925       -0.03471753        1.01000000
     4.21356870       -0.03471050        1.01000000
     4.21122643       -0.03470329        1.01000000
     4.20887239       -0.03469591        1.01000000
     4.20650667       -0.03468835        1.01000000
     4.20412918       -0.03468063        1.01000000
     4.20174000       -0.03467273        1.01000000
     4.19933905       -0.03466467        1.01000000
     4.19692640       -0.03465643        1.01000000
     4.19450200       -0.03464802        1.01000000
     4.19206589       -0.03463943        1.01000000
     4.18961803       -0.03463068        1.01000000
     4.18715845       -0.03462176        1.01000000
     4.18468711       -0.03461266        1.01000000
     4.18220408       -0.03460340        1.01000000
     4.17970926       -0.03459396        1.01000000
     4.17720276       -0.03458436        1.01000000
     4.17468448       -0.03457458        1.01000000
     4.17215447       -0.03456463        1.01000000
     4.16961272       -0.03455452        1.01000000
     4.16705919       -0.03454423        1.01000000
     4.16449397       -0.03453377        1.01000000
     4.16191696       -0.03452314        1.01000000
     4.15932818       -0.03451235        1.01000000
     4.15672769       -0.03450138        1.01000000
     4.15411542       -0.03449024        1.01000000
     4.15149135       -0.03447894        1.01000000
     4.14885557       -0.03446746        1.01000000
     4.14620800       -0.03445582        1.01000000
     4.14354863       -0.03444400        1.01000000
     4.14087749       -0.03443202        1.01000000
     4.13819459       -0.03441987        1.01000000
     4.13549988       -0.03440754        1.01000000
     4.13279337       -0.03439505        1.01000000
     4.13007506       -0.03438239        1.01000000
     4.12734498       -0.03436957        1.01000000
     4.12460308       -0.03435657        1.01000000
     4.12184935       -0.03434340        1.01000000
     4.11908381       -0.03433007        1.01000000
     4.11630643       -0.03431657        1.01000000
     4.11351722       -0.03430290        1.01000000
     4.11071620       -0.03428906        1.01000000
     4.10790333       -0.03427505        1.01000000
     4.10507860       -0.03426088        1.01000000
     4.10224201       -0.03424653        1.01000000
     4.09939356       -0.03423202        1.01000000
     4.09653324       -0.03421734        1.01000000
     4.09366104       -0.03420250        1.01000000
     4.09077695       -0.03418748        1.01000000
     4.08788097       -0.03417230        1.01000000
     4.08497308       -0.03415695        1.01000000
     4.08205329       -0.03414143        1.01000000
     4.07912159       -0.03412575        1.01000000
     4.07617795       -0.03410989        1.01000000
     4.07322238       -0.03409387        1.01000000
     4.07025487       -0.03407769        1.01000000
     4.06727541       -0.03406133        1.01000000
     4.06428399       -0.03404481        1.01000000
     4.06128059       -0.03402812        1.01000000
     4.05826521       -0.03401126        1.01000000
     4.05523783       -0.03399424        1.01000000
     4.05219846       -0.03397705        1.01000000
     4.04914706       -0.03395969        1.01000000
     4.04608365       -0.03394217        1.01000000
     4.04300822       -0.03392448        1.01000000
     4.03992075       -0.03390662        1.01000000
     4.03682122       -0.03388860        1.01000000
     4.03370961       -0.03387041        1.01000000
     4.03058592       -0.03385205        1.01000000
     4.02745014       -0.03383353        1.01000000
     4.02430229       -0.03381484        1.01000000
     4.02114231       -0.03379598        1.01000000
     4.01797020       -0.03377696        1.01000000
     4.01478593       -0.03375777        1.01000000
     4.01158956       -0.03373841        1.01000000
     4.00838100       -0.03371889        1.01000000
     4.00516025       -0.03369920        1.01000000
     4.00192732       -0.03367934        1.01000000
     3.99868220       -0.03365932        1.01000000
     3.99542485       -0.03363914        1.01000000
     3.99215525       -0.03361878        1.01000000
     3.98887344       -0.03359826        1.01000000
     3.98557934       -0.03357758        1.01000000
     3.98227297       -0.03355673        1.01000000
     3.97895433       -0.03353571        1.01000000
     3.97562334       -0.03351452        1.01000000
     3.97228008       -0.03349317        1.01000000
     3.96892445       -0.03347166        1.01000000
     3.96555648       -0.03344998        1.01000000
     3.96217614       -0.03342813        1.01000000
     3.95878340       -0.03340612        1.01000000
     3.95537828       -0.03338394        1.01000000
     3.95196072       -0.03336159        1.01000000
     3.94853075       -0.03333908        1.01000000
     3.94508829       -0.03331641        1.01000000
     3.94163339       -0.03329356        1.01000000
     3.93816598       -0.03327056        1.01000000
     3.93468608       -0.03324738        1.01000000
     3.93119364       -0.03322404        1.01000000
     3.92768865       -0.03320054        1.01000000
     3.92417113       -0.03317687        1.01000000
     3.92064098       -0.03315303        1.01000000
     3.91709828       -0.03312903        1.01000000
     3.91354293       -0.03310486        1.01000000
     3.90997492       -0.03308053        1.01000000
     3.90639429       -0.03305603        1.01000000
     3.90280096       -0.03303137        1.01000000
     3.89919491       -0.03300654        1.01000000
     3.89557617       -0.03298154        1.01000000
     3.89194467       -0.03295638        1.01000000
     3.88830038       -0.03293105        1.01000000
     3.88464335       -0.03290556        1.01000000
     3.88097349       -0.03287990        1.01000000
     3.87729078       -0.03285408        1.01000000
     3.87359521       -0.03282809        1.01000000
     3.86988680       -0.03280193        1.01000000
     3.86616548       -0.03277561        1.01000000
     3.86243123       -0.03274913        1.01000000
     3.85868402       -0.03272247        1.01000000
     3.85492383       -0.03269566        1.01000000
     3.85115067       -0.03266867        1.01000000
     3.84736450       -0.03264152        1.01000000
     3.84356527       -0.03261421        1.01000000
     3.83975296       -0.03258673        1.01000000
     3.83592756       -0.03255908        1.01000000
     3.83208903       -0.03253127        1.01000000
     3.82823735       -0.03250329        1.01000000
     3.82437250       -0.03247515        1.01000000
     3.82049445       -0.03244684        1.01000000
     3.81660317       -0.03241836        1.01000000
     3.81269863       -0.03238972        1.01000000
     3.80878082       -0.03236091        1.01000000
     3.80484969       -0.03233194        1.01000000
     3.80090523       -0.03230280        1.01000000
     3.79694740       -0.03227350        1.01000000
     3.79297617       -0.03224403        1.01000000
     3.78899152       -0.03221439        1.01000000
     3.78499341       -0.03218458        1.01000000
     3.78098182       -0.03215462        1.01000000
     3.77695671       -0.03212448        1.01000000
     3.77291805       -0.03209418        1.01000000
     3.76886581       -0.03206371        1.01000000
     3.76479995       -0.03203308        1.01000000
     3.76072045       -0.03200228        1.01000000
     3.75662727       -0.03197131        1.01000000
     3.75252042       -0.03194018        1.01000000
     3.74839982       -0.03190888        1.01000000
     3.74426544       -0.03187741        1.01000000
     3.74011724       -0.03184578        1.01000000
     3.73595520       -0.03181398        1.01000000
     3.73177933       -0.03178201        1.01000000
     3.72758952       -0.03174988        1.01000000
     3.72338576       -0.03171758        1.01000000
     3.71916803       -0.03168511        1.01000000
     3.71493630       -0.03165248        1.01000000
     3.71069050       -0.03161968        1.01000000
     3.70643061       -0.03158671        1.01000000
     3.70215663       -0.03155358        1.01000000
     3.69786845       -0.03152028        1.01000000
     3.69356608       -0.03148681        1.01000000
     3.68924949       -0.03145317        1.01000000
     3.68491858       -0.03141937        1.01000000
     3.68057341       -0.03138540        1.01000000
     3.67621385       -0.03135126        1.01000000
     3.67183991       -0.03131696        1.01000000
     3.66745153       -0.03128249        1.01000000
     3.66304866       -0.03124785        1.01000000
     3.65863130       -0.03121304        1.01000000
