#  Theta paroi en °         Kp           Mach amont
     1.00413915        0.00156402        6.00000000
     1.21709694        0.00214922        6.00000000
     1.44393833        0.00284497        6.00000000
     1.68866431        0.00367325        6.00000000
     1.94328047        0.00461544        6.00000000
     2.20356204        0.00565931        6.00000000
     2.46863549        0.00680317        6.00000000
     2.73934125        0.00805317        6.00000000
     3.01728521        0.00942104        6.00000000
     3.30438865        0.01092271        6.00000000
     3.55068697        0.01228236        6.00000000
     3.77051627        0.01355143        6.00000000
     3.97161057        0.01475823        6.00000000
     4.15865709        0.01592011        6.00000000
     4.33472873        0.01704858        6.00000000
     4.50195794        0.01815165        6.00000000
     4.66188980        0.01923515        6.00000000
     4.81568236        0.02030347        6.00000000
     4.96422787        0.02135997        6.00000000
     5.10822945        0.02240732        6.00000000
     5.24825171        0.02344765        6.00000000
     5.38475561        0.02448268        6.00000000
     5.51812265        0.02551386        6.00000000
     5.64867248        0.02654236        6.00000000
     5.77667580        0.02756918        6.00000000
     5.90236409        0.02859520        6.00000000
     6.02593688        0.02962112        6.00000000
     6.14756756        0.03064757        6.00000000
     6.26740783        0.03167511        6.00000000
     6.38559123        0.03270421        6.00000000
     6.50223599        0.03373528        6.00000000
     6.61744734        0.03476869        6.00000000
     6.73131941        0.03580476        6.00000000
     6.84393671        0.03684379        6.00000000
     6.95537551        0.03788602        6.00000000
     7.06570487        0.03893169        6.00000000
     7.17498751        0.03998100        6.00000000
     7.28328065        0.04103414        6.00000000
     7.39063661        0.04209127        6.00000000
     7.49710336        0.04315254        6.00000000
     7.60272504        0.04421809        6.00000000
     7.70754233        0.04528804        6.00000000
     7.81159288        0.04636251        6.00000000
     7.91491151        0.04744159        6.00000000
     8.01753057        0.04852537        6.00000000
     8.11948017        0.04961395        6.00000000
     8.22078838        0.05070740        6.00000000
     8.32148140        0.05180578        6.00000000
     8.42158372        0.05290917        6.00000000
     8.52111836        0.05401762        6.00000000
     8.62010685        0.05513119        6.00000000
     8.71856948        0.05624992        6.00000000
     8.81652532        0.05737387        6.00000000
     8.91399236        0.05850307        6.00000000
     9.01098757        0.05963756        6.00000000
     9.10752702        0.06077737        6.00000000
     9.20362588        0.06192255        6.00000000
     9.29929854        0.06307311        6.00000000
     9.39455864        0.06422909        6.00000000
     9.48941916        0.06539050        6.00000000
     9.58389238        0.06655738        6.00000000
     9.67799002        0.06772974        6.00000000
     9.77172325        0.06890760        6.00000000
     9.86510269        0.07009098        6.00000000
     9.95813849        0.07127989        6.00000000
    10.05084033        0.07247435        6.00000000
    10.14321747        0.07367437        6.00000000
    10.23527874        0.07487996        6.00000000
    10.32703264        0.07609114        6.00000000
    10.41848726        0.07730790        6.00000000
    10.50965038        0.07853026        6.00000000
    10.60052945        0.07975823        6.00000000
    10.69113164        0.08099181        6.00000000
    10.78146382        0.08223101        6.00000000
