#  Theta paroi en °  Angle Choc en °     Mach amont
     0.00000000       18.20995686        3.20000000
     1.53963134       18.21211057        3.20000000
     1.86039515       18.21512397        3.20000000
     2.20415094       18.22071651        3.20000000
     2.57452941       18.23060758        3.20000000
     2.95728524       18.24651661        3.20000000
     3.34418254       18.27016301        3.20000000
     3.73235811       18.30326619        3.20000000
     4.12174635       18.34754558        3.20000000
     4.51356142       18.40472059        3.20000000
     4.90956242       18.47651064        3.20000000
     5.24228082       18.54830068        3.20000000
     5.53395519       18.62009072        3.20000000
     5.79658612       18.69188076        3.20000000
     6.03744819       18.76367081        3.20000000
     6.26131142       18.83546085        3.20000000
     6.47148651       18.90725089        3.20000000
     6.67037265       18.97904094        3.20000000
     6.85976851       19.05083098        3.20000000
     7.04106008       19.12262102        3.20000000
     7.21533963       19.19441107        3.20000000
     7.38348461       19.26620111        3.20000000
     7.54621122       19.33799115        3.20000000
     7.70411238       19.40978120        3.20000000
     7.85768482       19.48157124        3.20000000
     8.00734922       19.55336128        3.20000000
     8.15346524       19.62515133        3.20000000
     8.29634288       19.69694137        3.20000000
     8.43625145       19.76873141        3.20000000
     8.57342648       19.84052146        3.20000000
     8.70807529       19.91231150        3.20000000
     8.84038129       19.98410154        3.20000000
     8.97050768       20.05589158        3.20000000
     9.09860031       20.12768163        3.20000000
     9.22479015       20.19947167        3.20000000
     9.34919522       20.27126171        3.20000000
     9.47192232       20.34305176        3.20000000
     9.59306842       20.41484180        3.20000000
     9.71272183       20.48663184        3.20000000
     9.83096326       20.55842189        3.20000000
     9.94786665       20.63021193        3.20000000
    10.06349993       20.70200197        3.20000000
    10.17792568       20.77379202        3.20000000
    10.29120170       20.84558206        3.20000000
    10.40338140       20.91737210        3.20000000
    10.51451440       20.98916215        3.20000000
    10.62464674       21.06095219        3.20000000
    10.73382130       21.13274223        3.20000000
    10.84207809       21.20453227        3.20000000
    10.94945444       21.27632232        3.20000000
    11.05598535       21.34811236        3.20000000
    11.16170357       21.41990240        3.20000000
    11.26663986       21.49169245        3.20000000
    11.37082314       21.56348249        3.20000000
    11.47428060       21.63527253        3.20000000
    11.57703792       21.70706258        3.20000000
    11.67911930       21.77885262        3.20000000
    11.78054758       21.85064266        3.20000000
    11.88134442       21.92243271        3.20000000
    11.98153030       21.99422275        3.20000000
    12.08112463       22.06601279        3.20000000
    12.18014584       22.13780284        3.20000000
    12.27861143       22.20959288        3.20000000
    12.37653805       22.28138292        3.20000000
    12.47394154       22.35317296        3.20000000
    12.57083696       22.42496301        3.20000000
    12.66723872       22.49675305        3.20000000
    12.76316052       22.56854309        3.20000000
    12.85861547       22.64033314        3.20000000
    12.95361609       22.71212318        3.20000000
    13.04817435       22.78391322        3.20000000
    13.14230170       22.85570327        3.20000000
    13.23600913       22.92749331        3.20000000
    13.32930713       22.99928335        3.20000000
    13.42220581       23.07107340        3.20000000
    13.51471484       23.14286344        3.20000000
    13.60684350       23.21465348        3.20000000
    13.69860072       23.28644353        3.20000000
    13.78999509       23.35823357        3.20000000
    13.88103485       23.43002361        3.20000000
    13.97172796       23.50181366        3.20000000
    14.06208206       23.57360370        3.20000000
    14.15210451       23.64539374        3.20000000
    14.24180242       23.71718378        3.20000000
    14.33118263       23.78897383        3.20000000
    14.42025177       23.86076387        3.20000000
    14.50901620       23.93255391        3.20000000
    14.59748208       24.00434396        3.20000000
    14.68565538       24.07613400        3.20000000
    14.77354184       24.14792404        3.20000000
    14.86114702       24.21971409        3.20000000
    14.94847630       24.29150413        3.20000000
    15.03553490       24.36329417        3.20000000
    15.12232786       24.43508422        3.20000000
    15.20886005       24.50687426        3.20000000
    15.29513623       24.57866430        3.20000000
    15.38116095       24.65045435        3.20000000
    15.46693868       24.72224439        3.20000000
    15.55247373       24.79403443        3.20000000
    15.63777026       24.86582447        3.20000000
    15.72283237       24.93761452        3.20000000
    15.80766399       25.00940456        3.20000000
    15.89226893       25.08119460        3.20000000
    15.97665093       25.15298465        3.20000000
    16.06081359       25.22477469        3.20000000
    16.14476044       25.29656473        3.20000000
    16.22849489       25.36835478        3.20000000
    16.31202026       25.44014482        3.20000000
    16.39533979       25.51193486        3.20000000
    16.47845661       25.58372491        3.20000000
    16.56137380       25.65551495        3.20000000
    16.64409435       25.72730499        3.20000000
    16.72662114       25.79909504        3.20000000
    16.80895701       25.87088508        3.20000000
    16.89110472       25.94267512        3.20000000
    16.97306696       26.01446516        3.20000000
    17.05484633       26.08625521        3.20000000
    17.13644541       26.15804525        3.20000000
    17.21786667       26.22983529        3.20000000
    17.29911255       26.30162534        3.20000000
    17.38018542       26.37341538        3.20000000
    17.46108759       26.44520542        3.20000000
    17.54182133       26.51699547        3.20000000
    17.62238883       26.58878551        3.20000000
    17.70279224       26.66057555        3.20000000
    17.78303369       26.73236560        3.20000000
    17.86311520       26.80415564        3.20000000
    17.94303880       26.87594568        3.20000000
    18.02280644       26.94773573        3.20000000
    18.10242004       27.01952577        3.20000000
    18.18188149       27.09131581        3.20000000
    18.26119259       27.16310585        3.20000000
    18.34035517       27.23489590        3.20000000
    18.41937095       27.30668594        3.20000000
    18.49824166       27.37847598        3.20000000
    18.57696898       27.45026603        3.20000000
    18.65555454       27.52205607        3.20000000
    18.73399995       27.59384611        3.20000000
    18.81230679       27.66563616        3.20000000
    18.89047660       27.73742620        3.20000000
    18.96851088       27.80921624        3.20000000
    19.04641111       27.88100629        3.20000000
    19.12417873       27.95279633        3.20000000
    19.20181516       28.02458637        3.20000000
    19.27932178       28.09637642        3.20000000
    19.35669997       28.16816646        3.20000000
    19.43395104       28.23995650        3.20000000
    19.51107631       28.31174655        3.20000000
    19.58807705       28.38353659        3.20000000
    19.66495451       28.45532663        3.20000000
    19.74170993       28.52711667        3.20000000
    19.81834451       28.59890672        3.20000000
    19.89485944       28.67069676        3.20000000
    19.97125586       28.74248680        3.20000000
    20.04753493       28.81427685        3.20000000
    20.12369775       28.88606689        3.20000000
    20.19974541       28.95785693        3.20000000
    20.27567900       29.02964698        3.20000000
    20.35149957       29.10143702        3.20000000
    20.42720814       29.17322706        3.20000000
    20.50280573       29.24501711        3.20000000
    20.57829335       29.31680715        3.20000000
    20.65367195       29.38859719        3.20000000
