#  Theta paroi en °         Kp           Mach amont
     0.41476585        0.00023642       20.00000000
     0.50405780        0.00032537       20.00000000
     0.60024462        0.00043246       20.00000000
     0.70642417        0.00056346       20.00000000
     0.82071077        0.00071882       20.00000000
     0.94266813        0.00090059       20.00000000
     1.07315043        0.00111308       20.00000000
     1.21366520        0.00136267       20.00000000
     1.36600260        0.00165771       20.00000000
     1.53205375        0.00200853       20.00000000
     1.68140127        0.00235039       20.00000000
     1.81985400        0.00268984       20.00000000
     1.95054766        0.00303035       20.00000000
     2.07538499        0.00337395       20.00000000
     2.19561618        0.00372197       20.00000000
     2.31211138        0.00407528       20.00000000
     2.42550355        0.00443448       20.00000000
     2.53626939        0.00480002       20.00000000
     2.64477795        0.00517222       20.00000000
     2.75132199        0.00555134       20.00000000
     2.85613789        0.00593756       20.00000000
     2.95942008        0.00633103       20.00000000
     3.06133042        0.00673187       20.00000000
     3.16200563        0.00714016       20.00000000
     3.26156212        0.00755599       20.00000000
     3.36010030        0.00797941       20.00000000
     3.45770710        0.00841047       20.00000000
     3.55445877        0.00884922       20.00000000
     3.65042226        0.00929569       20.00000000
     3.74565695        0.00974991       20.00000000
     3.84021568        0.01021189       20.00000000
     3.93414580        0.01068166       20.00000000
     4.02748976        0.01115923       20.00000000
     4.12028599        0.01164462       20.00000000
     4.21256917        0.01213783       20.00000000
     4.30437095        0.01263888       20.00000000
     4.39572012        0.01314776       20.00000000
     4.48664304        0.01366450       20.00000000
     4.57716385        0.01418909       20.00000000
     4.66730481        0.01472152       20.00000000
     4.75708639        0.01526182       20.00000000
     4.84652748        0.01580997       20.00000000
     4.93564562        0.01636598       20.00000000
     5.02445703        0.01692984       20.00000000
     5.11297681        0.01750156       20.00000000
     5.20121900        0.01808114       20.00000000
     5.28919671        0.01866857       20.00000000
     5.37692214        0.01926385       20.00000000
     5.46440674        0.01986698       20.00000000
     5.55166120        0.02047795       20.00000000
     5.63869558        0.02109677       20.00000000
     5.72551930        0.02172342       20.00000000
     5.81214120        0.02235791       20.00000000
     5.89856964        0.02300023       20.00000000
     5.98481247        0.02365037       20.00000000
     6.07087710        0.02430834       20.00000000
     6.15677050        0.02497413       20.00000000
     6.24249933        0.02564773       20.00000000
     6.32806978        0.02632913       20.00000000
     6.41348783        0.02701834       20.00000000
     6.49875905        0.02771534       20.00000000
     6.58388875        0.02842014       20.00000000
     6.66888200        0.02913272       20.00000000
     6.75374357        0.02985308       20.00000000
     6.83847806        0.03058122       20.00000000
     6.92308974        0.03131713       20.00000000
     7.00758279        0.03206079       20.00000000
     7.09196111        0.03281221       20.00000000
     7.17622844        0.03357139       20.00000000
     7.26038837        0.03433830       20.00000000
     7.34444430        0.03511295       20.00000000
     7.42839949        0.03589533       20.00000000
     7.51225702        0.03668543       20.00000000
     7.59601988        0.03748325       20.00000000
     7.67969093        0.03828878       20.00000000
     7.76327284        0.03910201       20.00000000
     7.84676826        0.03992293       20.00000000
     7.93017967        0.04075154       20.00000000
     8.01350943        0.04158783       20.00000000
     8.09675986        0.04243180       20.00000000
     8.17993315        0.04328342       20.00000000
     8.26303141        0.04414271       20.00000000
     8.34605666        0.04500964       20.00000000
     8.42901084        0.04588422       20.00000000
     8.51189581        0.04676643       20.00000000
     8.59471336        0.04765627       20.00000000
     8.67746526        0.04855372       20.00000000
     8.76015311        0.04945879       20.00000000
     8.84277854        0.05037145       20.00000000
     8.92534308        0.05129171       20.00000000
     9.00784821        0.05221955       20.00000000
     9.09029534        0.05315497       20.00000000
     9.17268586        0.05409796       20.00000000
     9.25502110        0.05504851       20.00000000
     9.33730232        0.05600661       20.00000000
     9.41953075        0.05697225       20.00000000
     9.50170757        0.05794542       20.00000000
     9.58383395        0.05892612       20.00000000
     9.66591097        0.05991433       20.00000000
     9.74793971        0.06091005       20.00000000
     9.82992120        0.06191327       20.00000000
     9.91185642        0.06292397       20.00000000
     9.99374636        0.06394215       20.00000000
    10.07559194        0.06496780       20.00000000
    10.15739403        0.06600092       20.00000000
    10.23915353        0.06704148       20.00000000
    10.32087128        0.06808948       20.00000000
    10.40254806        0.06914491       20.00000000
    10.48418470        0.07020777       20.00000000
    10.56578193        0.07127804       20.00000000
    10.64734050        0.07235571       20.00000000
    10.72886112        0.07344077       20.00000000
    10.81034447        0.07453321       20.00000000
    10.89179125        0.07563303       20.00000000
    10.97320207        0.07674020       20.00000000
    11.05457757        0.07785473       20.00000000
    11.13591836        0.07897660       20.00000000
    11.21722504        0.08010580       20.00000000
    11.29849817        0.08124232       20.00000000
    11.37973830        0.08238615       20.00000000
    11.46094598        0.08353728       20.00000000
    11.54212171        0.08469570       20.00000000
    11.62326601        0.08586140       20.00000000
    11.70437937        0.08703437       20.00000000
    11.78546227        0.08821459       20.00000000
    11.86651515        0.08940206       20.00000000
    11.94753848        0.09059676       20.00000000
    12.02853268        0.09179869       20.00000000
    12.10949817        0.09300783       20.00000000
    12.19043538        0.09422417       20.00000000
    12.27134469        0.09544770       20.00000000
    12.35222648        0.09667841       20.00000000
    12.43308113        0.09791629       20.00000000
    12.51390902        0.09916132       20.00000000
    12.59471049        0.10041350       20.00000000
    12.67548587        0.10167282       20.00000000
    12.75623551        0.10293925       20.00000000
    12.83695973        0.10421279       20.00000000
    12.91765884        0.10549344       20.00000000
    12.99833316        0.10678116       20.00000000
    13.07898296        0.10807597       20.00000000
    13.15960855        0.10937783       20.00000000
    13.24021020        0.11068675       20.00000000
    13.32078820        0.11200270       20.00000000
    13.40134279        0.11332568       20.00000000
    13.48187424        0.11465568       20.00000000
    13.56238280        0.11599267       20.00000000
    13.64286870        0.11733666       20.00000000
    13.72333220        0.11868762       20.00000000
    13.80377351        0.12004555       20.00000000
    13.88419285        0.12141042       20.00000000
    13.96459045        0.12278224       20.00000000
    14.04496652        0.12416099       20.00000000
    14.12532126        0.12554664       20.00000000
    14.20565487        0.12693920       20.00000000
    14.28596753        0.12833865       20.00000000
    14.36625944        0.12974497       20.00000000
    14.44653079        0.13115815       20.00000000
    14.52678175        0.13257819       20.00000000
    14.60701249        0.13400506       20.00000000
    14.68722317        0.13543875       20.00000000
    14.76741397        0.13687925       20.00000000
    14.84758503        0.13832655       20.00000000
    14.92773651        0.13978063       20.00000000
    15.00786857        0.14124148       20.00000000
    15.08798133        0.14270908       20.00000000
    15.16807496        0.14418343       20.00000000
    15.24814957        0.14566451       20.00000000
    15.32820531        0.14715230       20.00000000
    15.40824230        0.14864679       20.00000000
    15.48826067        0.15014797       20.00000000
    15.56826053        0.15165582       20.00000000
    15.64824201        0.15317034       20.00000000
    15.72820523        0.15469150       20.00000000
    15.80815027        0.15621929       20.00000000
    15.88807727        0.15775369       20.00000000
    15.96798631        0.15929470       20.00000000
    16.04787750        0.16084230       20.00000000
    16.12775095        0.16239648       20.00000000
    16.20760673        0.16395721       20.00000000
    16.28744494        0.16552449       20.00000000
    16.36726569        0.16709831       20.00000000
    16.44706904        0.16867863       20.00000000
    16.52685507        0.17026546       20.00000000
    16.60662388        0.17185878       20.00000000
    16.68637553        0.17345857       20.00000000
    16.76611011        0.17506482       20.00000000
    16.84582768        0.17667751       20.00000000
    16.92552831        0.17829663       20.00000000
    17.00521208        0.17992216       20.00000000
    17.08487904        0.18155409       20.00000000
    17.16452927        0.18319241       20.00000000
    17.24416280        0.18483709       20.00000000
    17.32377973        0.18648812       20.00000000
    17.40338007        0.18814549       20.00000000
    17.48296392        0.18980919       20.00000000
    17.56253129        0.19147919       20.00000000
    17.64208226        0.19315548       20.00000000
    17.72161685        0.19483805       20.00000000
    17.80113513        0.19652687       20.00000000
    17.88063714        0.19822195       20.00000000
    17.96012291        0.19992325       20.00000000
    18.03959248        0.20163076       20.00000000
    18.11904590        0.20334447       20.00000000
    18.19848320        0.20506436       20.00000000
    18.27790441        0.20679042       20.00000000
    18.35730957        0.20852263       20.00000000
    18.43669871        0.21026097       20.00000000
    18.51607184        0.21200543       20.00000000
    18.59542902        0.21375599       20.00000000
    18.67477026        0.21551263       20.00000000
    18.75409557        0.21727535       20.00000000
    18.83340500        0.21904411       20.00000000
    18.91269855        0.22081891       20.00000000
    18.99197625        0.22259973       20.00000000
    19.07123812        0.22438656       20.00000000
    19.15048417        0.22617937       20.00000000
    19.22971441        0.22797815       20.00000000
    19.30892887        0.22978289       20.00000000
    19.38812756        0.23159356       20.00000000
    19.46731048        0.23341016       20.00000000
    19.54647764        0.23523265       20.00000000
    19.62562906        0.23706103       20.00000000
    19.70476474        0.23889528       20.00000000
    19.78388468        0.24073539       20.00000000
    19.86298890        0.24258133       20.00000000
    19.94207739        0.24443309       20.00000000
    20.02115016        0.24629065       20.00000000
    20.10020721        0.24815399       20.00000000
    20.17924853        0.25002310       20.00000000
    20.25827413        0.25189796       20.00000000
    20.33728400        0.25377855       20.00000000
    20.41627815        0.25566486       20.00000000
    20.49525657        0.25755686       20.00000000
    20.57421924        0.25945455       20.00000000
    20.65316616        0.26135789       20.00000000
    20.73209732        0.26326688       20.00000000
    20.81101272        0.26518150       20.00000000
    20.88991236        0.26710173       20.00000000
    20.96879620        0.26902755       20.00000000
    21.04766424        0.27095894       20.00000000
    21.12651646        0.27289589       20.00000000
    21.20535287        0.27483837       20.00000000
    21.28417343        0.27678638       20.00000000
    21.36297813        0.27873989       20.00000000
    21.44176696        0.28069888       20.00000000
    21.52053990        0.28266334       20.00000000
    21.59929692        0.28463324       20.00000000
    21.67803801        0.28660857       20.00000000
    21.75676314        0.28858932       20.00000000
    21.83547230        0.29057546       20.00000000
    21.91416546        0.29256697       20.00000000
    21.99284260        0.29456384       20.00000000
    22.07150369        0.29656604       20.00000000
    22.15014871        0.29857357       20.00000000
    22.22877763        0.30058639       20.00000000
    22.30739042        0.30260450       20.00000000
    22.38598706        0.30462787       20.00000000
    22.46456751        0.30665648       20.00000000
    22.54313175        0.30869032       20.00000000
    22.62167975        0.31072937       20.00000000
    22.70021147        0.31277360       20.00000000
    22.77872689        0.31482300       20.00000000
    22.85722596        0.31687756       20.00000000
    22.93570865        0.31893724       20.00000000
    23.01417495        0.32100203       20.00000000
    23.09262479        0.32307192       20.00000000
    23.17105815        0.32514688       20.00000000
    23.24947500        0.32722690       20.00000000
    23.32787529        0.32931195       20.00000000
    23.40625898        0.33140202       20.00000000
    23.48462603        0.33349708       20.00000000
    23.56297642        0.33559712       20.00000000
    23.64131009        0.33770212       20.00000000
    23.71962700        0.33981206       20.00000000
    23.79792712        0.34192691       20.00000000
    23.87621038        0.34404667       20.00000000
    23.95447677        0.34617130       20.00000000
    24.03272622        0.34830080       20.00000000
    24.11095870        0.35043513       20.00000000
    24.18917415        0.35257428       20.00000000
    24.26737254        0.35471824       20.00000000
    24.34555381        0.35686697       20.00000000
    24.42371791        0.35902047       20.00000000
    24.50186480        0.36117871       20.00000000
    24.57999442        0.36334167       20.00000000
    24.65810673        0.36550933       20.00000000
    24.73620168        0.36768167       20.00000000
    24.81427921        0.36985867       20.00000000
    24.89233926        0.37204031       20.00000000
    24.97038180        0.37422657       20.00000000
    25.04840676        0.37641743       20.00000000
    25.12641409        0.37861288       20.00000000
    25.20440373        0.38081288       20.00000000
    25.28237563        0.38301742       20.00000000
    25.36032974        0.38522648       20.00000000
    25.43826598        0.38744004       20.00000000
    25.51618431        0.38965808       20.00000000
    25.59408467        0.39188057       20.00000000
    25.67196700        0.39410750       20.00000000
    25.74983123        0.39633885       20.00000000
    25.82767731        0.39857459       20.00000000
    25.90550518        0.40081471       20.00000000
    25.98331477        0.40305918       20.00000000
    26.06110602        0.40530798       20.00000000
    26.13887887        0.40756110       20.00000000
    26.21663325        0.40981851       20.00000000
    26.29436910        0.41208019       20.00000000
    26.37208635        0.41434612       20.00000000
    26.44978494        0.41661628       20.00000000
    26.52746480        0.41889065       20.00000000
    26.60512587        0.42116920       20.00000000
    26.68276807        0.42345192       20.00000000
    26.76039133        0.42573879       20.00000000
    26.83799559        0.42802978       20.00000000
    26.91558077        0.43032487       20.00000000
    26.99314682        0.43262404       20.00000000
    27.07069364        0.43492727       20.00000000
    27.14822118        0.43723454       20.00000000
    27.22572936        0.43954582       20.00000000
    27.30321810        0.44186111       20.00000000
    27.38068734        0.44418036       20.00000000
    27.45813699        0.44650357       20.00000000
    27.53556698        0.44883071       20.00000000
    27.61297724        0.45116176       20.00000000
    27.69036768        0.45349670       20.00000000
    27.76773824        0.45583551       20.00000000
    27.84508882        0.45817816       20.00000000
    27.92241936        0.46052463       20.00000000
    27.99972978        0.46287491       20.00000000
    28.07701999        0.46522896       20.00000000
    28.15428991        0.46758678       20.00000000
    28.23153946        0.46994833       20.00000000
    28.30876856        0.47231359       20.00000000
    28.38597713        0.47468255       20.00000000
    28.46316507        0.47705517       20.00000000
    28.54033232        0.47943145       20.00000000
    28.61747878        0.48181135       20.00000000
    28.69460436        0.48419486       20.00000000
    28.77170899        0.48658194       20.00000000
    28.84879257        0.48897259       20.00000000
    28.92585501        0.49136678       20.00000000
    29.00289623        0.49376449       20.00000000
    29.07991614        0.49616568       20.00000000
    29.15691465        0.49857035       20.00000000
    29.23389166        0.50097847       20.00000000
    29.31084708        0.50339002       20.00000000
    29.38778083        0.50580497       20.00000000
    29.46469282        0.50822330       20.00000000
    29.54158293        0.51064499       20.00000000
    29.61845109        0.51307003       20.00000000
    29.69529720        0.51549837       20.00000000
    29.77212116        0.51793001       20.00000000
    29.84892288        0.52036492       20.00000000
    29.92570225        0.52280308       20.00000000
    30.00245918        0.52524446       20.00000000
    30.07919358        0.52768904       20.00000000
    30.15590533        0.53013681       20.00000000
    30.23259435        0.53258773       20.00000000
    30.30926053        0.53504179       20.00000000
    30.38590377        0.53749896       20.00000000
    30.46252396        0.53995921       20.00000000
    30.53912101        0.54242254       20.00000000
    30.61569481        0.54488890       20.00000000
    30.69224526        0.54735829       20.00000000
    30.76877224        0.54983068       20.00000000
    30.84527566        0.55230604       20.00000000
    30.92175540        0.55478435       20.00000000
    30.99821136        0.55726559       20.00000000
    31.07464343        0.55974974       20.00000000
    31.15105150        0.56223677       20.00000000
    31.22743547        0.56472667       20.00000000
    31.30379521        0.56721940       20.00000000
    31.38013061        0.56971494       20.00000000
    31.45644157        0.57221327       20.00000000
    31.53272798        0.57471437       20.00000000
    31.60898971        0.57721822       20.00000000
    31.68522665        0.57972479       20.00000000
    31.76143869        0.58223405       20.00000000
    31.83762571        0.58474599       20.00000000
    31.91378759        0.58726059       20.00000000
    31.98992421        0.58977781       20.00000000
    32.06603546        0.59229764       20.00000000
    32.14212121        0.59482004       20.00000000
    32.21818134        0.59734501       20.00000000
    32.29421574        0.59987251       20.00000000
    32.37022427        0.60240253       20.00000000
    32.44620681        0.60493503       20.00000000
    32.52216325        0.60747000       20.00000000
    32.59809346        0.61000741       20.00000000
    32.67399730        0.61254723       20.00000000
    32.74987465        0.61508945       20.00000000
    32.82572539        0.61763404       20.00000000
    32.90154938        0.62018098       20.00000000
    32.97734650        0.62273025       20.00000000
    33.05311661        0.62528181       20.00000000
    33.12885959        0.62783565       20.00000000
    33.20457529        0.63039174       20.00000000
    33.28026359        0.63295007       20.00000000
    33.35592435        0.63551059       20.00000000
    33.43155744        0.63807330       20.00000000
    33.50716272        0.64063817       20.00000000
    33.58274006        0.64320517       20.00000000
    33.65828930        0.64577428       20.00000000
    33.73381033        0.64834548       20.00000000
    33.80930298        0.65091875       20.00000000
    33.88476713        0.65349405       20.00000000
    33.96020264        0.65607137       20.00000000
    34.03560935        0.65865068       20.00000000
    34.11098712        0.66123195       20.00000000
    34.18633582        0.66381517       20.00000000
    34.26165529        0.66640031       20.00000000
    34.33694538        0.66898735       20.00000000
    34.41220595        0.67157626       20.00000000
    34.48743685        0.67416701       20.00000000
    34.56263793        0.67675959       20.00000000
    34.63780903        0.67935397       20.00000000
    34.71295000        0.68195013       20.00000000
    34.78806069        0.68454803       20.00000000
    34.86314095        0.68714767       20.00000000
    34.93819062        0.68974901       20.00000000
    35.01320954        0.69235203       20.00000000
    35.08819756        0.69495670       20.00000000
    35.16315450        0.69756301       20.00000000
    35.23808023        0.70017092       20.00000000
    35.31297457        0.70278042       20.00000000
    35.38783736        0.70539148       20.00000000
    35.46266843        0.70800407       20.00000000
    35.53746763        0.71061817       20.00000000
    35.61223479        0.71323376       20.00000000
    35.68696973        0.71585081       20.00000000
    35.76167229        0.71846929       20.00000000
    35.83634231        0.72108920       20.00000000
    35.91097961        0.72371049       20.00000000
    35.98558401        0.72633315       20.00000000
    36.06015536        0.72895714       20.00000000
    36.13469345        0.73158246       20.00000000
    36.20919814        0.73420907       20.00000000
    36.28366924        0.73683694       20.00000000
    36.35810657        0.73946606       20.00000000
    36.43250994        0.74209640       20.00000000
    36.50687919        0.74472793       20.00000000
    36.58121413        0.74736064       20.00000000
    36.65551457        0.74999449       20.00000000
    36.72978033        0.75262946       20.00000000
    36.80401122        0.75526553       20.00000000
    36.87820707        0.75790267       20.00000000
    36.95236767        0.76054086       20.00000000
    37.02649284        0.76318008       20.00000000
    37.10058238        0.76582029       20.00000000
    37.17463611        0.76846149       20.00000000
    37.24865383        0.77110363       20.00000000
    37.32263535        0.77374670       20.00000000
    37.39658046        0.77639067       20.00000000
    37.47048897        0.77903551       20.00000000
    37.54436068        0.78168121       20.00000000
    37.61819539        0.78432774       20.00000000
    37.69199290        0.78697508       20.00000000
    37.76575299        0.78962319       20.00000000
    37.83947548        0.79227206       20.00000000
    37.91316014        0.79492165       20.00000000
    37.98680677        0.79757196       20.00000000
    38.06041516        0.80022294       20.00000000
    38.13398509        0.80287459       20.00000000
    38.20751636        0.80552686       20.00000000
    38.28100876        0.80817974       20.00000000
    38.35446205        0.81083321       20.00000000
    38.42787603        0.81348723       20.00000000
    38.50125048        0.81614179       20.00000000
    38.57458517        0.81879685       20.00000000
    38.64787989        0.82145240       20.00000000
    38.72113439        0.82410842       20.00000000
    38.79434847        0.82676486       20.00000000
    38.86752190        0.82942172       20.00000000
    38.94065443        0.83207896       20.00000000
    39.01374585        0.83473657       20.00000000
    39.08679592        0.83739451       20.00000000
    39.15980441        0.84005277       20.00000000
    39.23277107        0.84271131       20.00000000
    39.30569567        0.84537012       20.00000000
    39.37857796        0.84802916       20.00000000
    39.45141772        0.85068842       20.00000000
    39.52421470        0.85334787       20.00000000
    39.59696864        0.85600748       20.00000000
    39.66967930        0.85866724       20.00000000
    39.74234644        0.86132710       20.00000000
    39.81496979        0.86398706       20.00000000
    39.88754912        0.86664709       20.00000000
    39.96008416        0.86930716       20.00000000
    40.03257465        0.87196724       20.00000000
    40.10502035        0.87462732       20.00000000
    40.17742098        0.87728736       20.00000000
    40.24977628        0.87994735       20.00000000
    40.32208600        0.88260725       20.00000000
    40.39434986        0.88526705       20.00000000
    40.46656759        0.88792672       20.00000000
    40.53873893        0.89058623       20.00000000
    40.61086359        0.89324556       20.00000000
    40.68294132        0.89590469       20.00000000
    40.75497182        0.89856358       20.00000000
    40.82695482        0.90122222       20.00000000
    40.89889004        0.90388059       20.00000000
    40.97077719        0.90653865       20.00000000
    41.04261599        0.90919638       20.00000000
    41.11440616        0.91185376       20.00000000
    41.18614739        0.91451076       20.00000000
    41.25783940        0.91716736       20.00000000
    41.32948189        0.91982354       20.00000000
    41.40107457        0.92247926       20.00000000
    41.47261713        0.92513451       20.00000000
    41.54410928        0.92778925       20.00000000
