#  Theta paroi en °  Angle Choc en °     Mach amont
     0.00000000        9.59406823        6.00000000
     1.00413915        9.59648040        6.00000000
     1.21709694        9.59985547        6.00000000
     1.44393833        9.60611919        6.00000000
     1.68866431        9.61719734        6.00000000
     1.94328047        9.63501569        6.00000000
     2.20356204        9.66150002        6.00000000
     2.46863549        9.69857608        6.00000000
     2.73934125        9.74816967        6.00000000
     3.01728521        9.81220654        6.00000000
     3.30438865        9.89261247        6.00000000
     3.55068697        9.97301841        6.00000000
     3.77051627       10.05342434        6.00000000
     3.97161057       10.13383027        6.00000000
     4.15865709       10.21423620        6.00000000
     4.33472873       10.29464213        6.00000000
     4.50195794       10.37504806        6.00000000
     4.66188980       10.45545400        6.00000000
     4.81568236       10.53585993        6.00000000
     4.96422787       10.61626586        6.00000000
     5.10822945       10.69667179        6.00000000
     5.24825171       10.77707772        6.00000000
     5.38475561       10.85748365        6.00000000
     5.51812265       10.93788959        6.00000000
     5.64867248       11.01829552        6.00000000
     5.77667580       11.09870145        6.00000000
     5.90236409       11.17910738        6.00000000
     6.02593688       11.25951331        6.00000000
     6.14756756       11.33991925        6.00000000
     6.26740783       11.42032518        6.00000000
     6.38559123       11.50073111        6.00000000
     6.50223599       11.58113704        6.00000000
     6.61744734       11.66154297        6.00000000
     6.73131941       11.74194890        6.00000000
     6.84393671       11.82235484        6.00000000
     6.95537551       11.90276077        6.00000000
     7.06570487       11.98316670        6.00000000
     7.17498751       12.06357263        6.00000000
     7.28328065       12.14397856        6.00000000
     7.39063661       12.22438449        6.00000000
     7.49710336       12.30479043        6.00000000
     7.60272504       12.38519636        6.00000000
     7.70754233       12.46560229        6.00000000
     7.81159288       12.54600822        6.00000000
     7.91491151       12.62641415        6.00000000
     8.01753057       12.70682009        6.00000000
     8.11948017       12.78722602        6.00000000
     8.22078838       12.86763195        6.00000000
     8.32148140       12.94803788        6.00000000
     8.42158372       13.02844381        6.00000000
     8.52111836       13.10884974        6.00000000
     8.62010685       13.18925568        6.00000000
     8.71856948       13.26966161        6.00000000
     8.81652532       13.35006754        6.00000000
     8.91399236       13.43047347        6.00000000
     9.01098757       13.51087940        6.00000000
     9.10752702       13.59128534        6.00000000
     9.20362588       13.67169127        6.00000000
     9.29929854       13.75209720        6.00000000
     9.39455864       13.83250313        6.00000000
     9.48941916       13.91290906        6.00000000
     9.58389238       13.99331499        6.00000000
     9.67799002       14.07372093        6.00000000
     9.77172325       14.15412686        6.00000000
     9.86510269       14.23453279        6.00000000
     9.95813849       14.31493872        6.00000000
    10.05084033       14.39534465        6.00000000
    10.14321747       14.47575058        6.00000000
    10.23527874       14.55615652        6.00000000
    10.32703264       14.63656245        6.00000000
    10.41848726       14.71696838        6.00000000
    10.50965038       14.79737431        6.00000000
    10.60052945       14.87778024        6.00000000
    10.69113164       14.95818618        6.00000000
    10.78146382       15.03859211        6.00000000
    10.87153259       15.11899804        6.00000000
    10.96134429       15.19940397        6.00000000
    11.05090505       15.27980990        6.00000000
    11.14022073       15.36021583        6.00000000
    11.22929701       15.44062177        6.00000000
    11.31813934       15.52102770        6.00000000
    11.40675298       15.60143363        6.00000000
    11.49514301       15.68183956        6.00000000
    11.58331432       15.76224549        6.00000000
    11.67127166       15.84265142        6.00000000
    11.75901957       15.92305736        6.00000000
    11.84656249       16.00346329        6.00000000
    11.93390467       16.08386922        6.00000000
    12.02105026       16.16427515        6.00000000
