#  Theta paroi en °  Angle Choc en °     Mach amont
     0.00000000       27.57846798        2.16000000
     1.92823594       27.58034062        2.16000000
     2.31600114       27.58296079        2.16000000
     2.73785137       27.58782350        2.16000000
     3.19509578       27.59642380        2.16000000
     3.66802917       27.61025672        2.16000000
     4.14481018       27.63081730        2.16000000
     4.62061243       27.65960056        2.16000000
     5.09431841       27.69810154        2.16000000
     5.56654822       27.74781528        2.16000000
     6.03869143       27.81023681        2.16000000
     6.43107872       27.87265835        2.16000000
     6.77169172       27.93507988        2.16000000
     7.07564610       27.99750141        2.16000000
     7.35211153       28.05992294        2.16000000
     7.60710397       28.12234447        2.16000000
     7.84480074       28.18476601        2.16000000
     8.06823026       28.24718754        2.16000000
     8.27966361       28.30960907        2.16000000
     8.48085127       28.37203060        2.16000000
     8.67317322       28.43445213        2.16000000
     8.85773820       28.49687367        2.16000000
     9.03545152       28.55929520        2.16000000
     9.20706275       28.62171673        2.16000000
     9.37320001       28.68413826        2.16000000
     9.53439540       28.74655979        2.16000000
     9.69110385       28.80898133        2.16000000
     9.84371764       28.87140286        2.16000000
     9.99257758       28.93382439        2.16000000
    10.13798182       28.99624592        2.16000000
    10.28019277       29.05866746        2.16000000
    10.41944270       29.12108899        2.16000000
    10.55593827       29.18351052        2.16000000
    10.68986423       29.24593205        2.16000000
    10.82138647       29.30835358        2.16000000
    10.95065453       29.37077512        2.16000000
    11.07780373       29.43319665        2.16000000
    11.20295693       29.49561818        2.16000000
    11.32622607       29.55803971        2.16000000
    11.44771346       29.62046124        2.16000000
    11.56751280       29.68288278        2.16000000
    11.68571024       29.74530431        2.16000000
    11.80238508       29.80772584        2.16000000
    11.91761058       29.87014737        2.16000000
    12.03145451       29.93256890        2.16000000
    12.14397972       29.99499044        2.16000000
    12.25524462       30.05741197        2.16000000
    12.36530357       30.11983350        2.16000000
    12.47420725       30.18225503        2.16000000
    12.58200306       30.24467656        2.16000000
    12.68873529       30.30709810        2.16000000
    12.79444548       30.36951963        2.16000000
    12.89917263       30.43194116        2.16000000
    13.00295336       30.49436269        2.16000000
    13.10582216       30.55678422        2.16000000
    13.20781153       30.61920576        2.16000000
