#  Theta paroi en °  Angle Choc en °     Mach amont
     0.00000000       81.93069884        1.01000000
     1.55217211       81.93094092        1.01000000
     1.55432381       81.93127963        1.01000000
     1.56105105       81.93190824        1.01000000
     1.57546843       81.93302001        1.01000000
     1.59992789       81.93480821        1.01000000
     1.63611115       81.93746610        1.01000000
     1.68479539       81.94118694        1.01000000
     1.74558089       81.94616400        1.01000000
     1.81710741       81.95259056        1.01000000
     1.89752769       81.96065986        1.01000000
     1.96953386       81.96872916        1.01000000
     2.03481218       81.97679846        1.01000000
     2.09460894       81.98486776        1.01000000
     2.14985524       81.99293706        1.01000000
     2.20126110       82.00100636        1.01000000
     2.24937876       82.00907566        1.01000000
     2.29464616       82.01714497        1.01000000
     2.33741634       82.02521427        1.01000000
     2.37797828       82.03328357        1.01000000
     2.41657153       82.04135287        1.01000000
     2.45339708       82.04942217        1.01000000
     2.48862537       82.05749147        1.01000000
     2.52240210       82.06556077        1.01000000
     2.55485302       82.07363007        1.01000000
     2.58608743       82.08169937        1.01000000
     2.61620095       82.08976868        1.01000000
     2.64527780       82.09783798        1.01000000
     2.67339254       82.10590728        1.01000000
     2.70061155       82.11397658        1.01000000
     2.72699415       82.12204588        1.01000000
     2.75259375       82.13011518        1.01000000
     2.77745834       82.13818448        1.01000000
     2.80163151       82.14625378        1.01000000
     2.82515277       82.15432308        1.01000000
     2.84805822       82.16239239        1.01000000
     2.87038075       82.17046169        1.01000000
     2.89215069       82.17853099        1.01000000
     2.91339571       82.18660029        1.01000000
     2.93414148       82.19466959        1.01000000
     2.95441163       82.20273889        1.01000000
     2.97422809       82.21080819        1.01000000
     2.99361117       82.21887749        1.01000000
     3.01257978       82.22694680        1.01000000
     3.03115150       82.23501610        1.01000000
     3.04934283       82.24308540        1.01000000
     3.06716904       82.25115470        1.01000000
     3.08464463       82.25922400        1.01000000
     3.10178299       82.26729330        1.01000000
     3.11859682       82.27536260        1.01000000
     3.13509807       82.28343190        1.01000000
     3.15129792       82.29150120        1.01000000
     3.16720701       82.29957051        1.01000000
     3.18283529       82.30763981        1.01000000
     3.19819226       82.31570911        1.01000000
     3.21328682       82.32377841        1.01000000
     3.22812747       82.33184771        1.01000000
     3.24272224       82.33991701        1.01000000
     3.25707877       82.34798631        1.01000000
     3.27120435       82.35605561        1.01000000
     3.28510582       82.36412491        1.01000000
     3.29878984       82.37219422        1.01000000
     3.31226255       82.38026352        1.01000000
     3.32553006       82.38833282        1.01000000
     3.33859799       82.39640212        1.01000000
     3.35147179       82.40447142        1.01000000
     3.36415675       82.41254072        1.01000000
     3.37665773       82.42061002        1.01000000
     3.38897962       82.42867932        1.01000000
     3.40112693       82.43674863        1.01000000
     3.41310405       82.44481793        1.01000000
     3.42491518       82.45288723        1.01000000
     3.43656443       82.46095653        1.01000000
     3.44805556       82.46902583        1.01000000
     3.45939243       82.47709513        1.01000000
     3.47057854       82.48516443        1.01000000
     3.48161735       82.49323373        1.01000000
     3.49251219       82.50130303        1.01000000
     3.50326627       82.50937234        1.01000000
     3.51388271       82.51744164        1.01000000
     3.52436440       82.52551094        1.01000000
     3.53471428       82.53358024        1.01000000
     3.54493511       82.54164954        1.01000000
