#  Theta paroi en °  Inverse Mach Paroi  Mach amont
     1.92823594        0.53403071        2.16000000
     2.31600114        0.53295086        2.16000000
     2.73785137        0.53164311        2.16000000
     3.19509578        0.53008310        2.16000000
     3.66802917        0.52832668        2.16000000
     4.14481018        0.52642039        2.16000000
     4.62061243        0.52439186        2.16000000
     5.09431841        0.52225502        2.16000000
     5.56654822        0.52001501        2.16000000
     6.03869143        0.51767135        2.16000000
     6.43107872        0.51564786        2.16000000
     6.77169172        0.51383761        2.16000000
     7.07564610        0.51218118        2.16000000
     7.35211153        0.51064174        2.16000000
     7.60710397        0.50919467        2.16000000
     7.84480074        0.50782265        2.16000000
     8.06823026        0.50651292        2.16000000
     8.27966361        0.50525584        2.16000000
     8.48085127        0.50404388        2.16000000
     8.67317322        0.50287107        2.16000000
     8.85773820        0.50173256        2.16000000
     9.03545152        0.50062437        2.16000000
     9.20706275        0.49954318        2.16000000
     9.37320001        0.49848619        2.16000000
     9.53439540        0.49745100        2.16000000
     9.69110385        0.49643559        2.16000000
     9.84371764        0.49543816        2.16000000
     9.99257758        0.49445716        2.16000000
    10.13798182        0.49349124        2.16000000
    10.28019277        0.49253919        2.16000000
    10.41944270        0.49159993        2.16000000
    10.55593827        0.49067252        2.16000000
    10.68986423        0.48975609        2.16000000
    10.82138647        0.48884987        2.16000000
    10.95065453        0.48795316        2.16000000
    11.07780373        0.48706533        2.16000000
    11.20295693        0.48618580        2.16000000
    11.32622607        0.48531405        2.16000000
    11.44771346        0.48444958        2.16000000
    11.56751280        0.48359195        2.16000000
    11.68571024        0.48274075        2.16000000
    11.80238508        0.48189561        2.16000000
    11.91761058        0.48105617        2.16000000
    12.03145451        0.48022211        2.16000000
    12.14397972        0.47939312        2.16000000
    12.25524462        0.47856892        2.16000000
    12.36530357        0.47774926        2.16000000
    12.47420725        0.47693388        2.16000000
    12.58200306        0.47612255        2.16000000
    12.68873529        0.47531506        2.16000000
    12.79444548        0.47451120        2.16000000
    12.89917263        0.47371079        2.16000000
    13.00295336        0.47291364        2.16000000
    13.10582216        0.47211958        2.16000000
    13.20781153        0.47132846        2.16000000
    13.30895213        0.47054012        2.16000000
    13.40927291        0.46975441        2.16000000
    13.50880128        0.46897120        2.16000000
    13.60756317        0.46819036        2.16000000
    13.70558315        0.46741177        2.16000000
    13.80288454        0.46663531        2.16000000
    13.89948950        0.46586087        2.16000000
    13.99541906        0.46508835        2.16000000
    14.09069326        0.46431763        2.16000000
    14.18533116        0.46354863        2.16000000
    14.27935094        0.46278125        2.16000000
    14.37276994        0.46201540        2.16000000
    14.46560468        0.46125100        2.16000000
    14.55787100        0.46048797        2.16000000
    14.64958398        0.45972623        2.16000000
    14.74075811        0.45896570        2.16000000
    14.83140719        0.45820632        2.16000000
    14.92154451        0.45744801        2.16000000
    15.01118275        0.45669070        2.16000000
    15.10033412        0.45593434        2.16000000
