#  Theta paroi en °         Kp           Mach amont
     1.92823594        0.00674746        2.16000000
     2.31600114        0.00918519        2.16000000
     2.73785137        0.01214725        2.16000000
     3.19509578        0.01569471        2.16000000
     3.66802917        0.01970679        2.16000000
     4.14481018        0.02408260        2.16000000
     4.62061243        0.02876306        2.16000000
     5.09431841        0.03371991        2.16000000
     5.56654822        0.03894477        2.16000000
     6.03869143        0.04444225        2.16000000
     6.43107872        0.04921362        2.16000000
     6.77169172        0.05350139        2.16000000
     7.07564610        0.05744041        2.16000000
     7.35211153        0.06111438        2.16000000
     7.60710397        0.06457922        2.16000000
     7.84480074        0.06787435        2.16000000
     8.06823026        0.07102875        2.16000000
     8.27966361        0.07406438        2.16000000
     8.48085127        0.07699833        2.16000000
     8.67317322        0.07984421        2.16000000
     8.85773820        0.08261304        2.16000000
     9.03545152        0.08531386        2.16000000
     9.20706275        0.08795422        2.16000000
     9.37320001        0.09054048        2.16000000
     9.53439540        0.09307804        2.16000000
     9.69110385        0.09557157        2.16000000
     9.84371764        0.09802508        2.16000000
     9.99257758        0.10044208        2.16000000
    10.13798182        0.10282566        2.16000000
    10.28019277        0.10517855        2.16000000
    10.41944270        0.10750314        2.16000000
    10.55593827        0.10980160        2.16000000
    10.68986423        0.11207586        2.16000000
    10.82138647        0.11432765        2.16000000
    10.95065453        0.11655855        2.16000000
    11.07780373        0.11876996        2.16000000
    11.20295693        0.12096319        2.16000000
    11.32622607        0.12313942        2.16000000
    11.44771346        0.12529971        2.16000000
    11.56751280        0.12744507        2.16000000
    11.68571024        0.12957639        2.16000000
    11.80238508        0.13169452        2.16000000
    11.91761058        0.13380022        2.16000000
    12.03145451        0.13589423        2.16000000
    12.14397972        0.13797718        2.16000000
    12.25524462        0.14004972        2.16000000
    12.36530357        0.14211240        2.16000000
    12.47420725        0.14416576        2.16000000
    12.58200306        0.14621031        2.16000000
    12.68873529        0.14824650        2.16000000
    12.79444548        0.15027479        2.16000000
    12.89917263        0.15229556        2.16000000
    13.00295336        0.15430922        2.16000000
    13.10582216        0.15631612        2.16000000
    13.20781153        0.15831661        2.16000000
    13.30895213        0.16031099        2.16000000
    13.40927291        0.16229959        2.16000000
    13.50880128        0.16428267        2.16000000
    13.60756317        0.16626051        2.16000000
    13.70558315        0.16823338        2.16000000
    13.80288454        0.17020149        2.16000000
    13.89948950        0.17216510        2.16000000
    13.99541906        0.17412441        2.16000000
    14.09069326        0.17607962        2.16000000
    14.18533116        0.17803095        2.16000000
    14.27935094        0.17997856        2.16000000
    14.37276994        0.18192264        2.16000000
    14.46560468        0.18386336        2.16000000
    14.55787100        0.18580087        2.16000000
    14.64958398        0.18773533        2.16000000
    14.74075811        0.18966689        2.16000000
    14.83140719        0.19159568        2.16000000
