#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
#  0.50000000E+00    # beta 
 0.00000000E+00  0.00000000E+00  0.00000000E+00  0.75728830E+00  0.00000000E+00  0.00000000E+00
 0.60000003E-02  0.12940910E-04  0.45386000E-02  0.75538830E+00 -0.33333298E+00  0.71453456E-05
 0.12000001E-01  0.53079392E-04  0.90652300E-02  0.75338830E+00 -0.33333260E+00  0.27851686E-04
 0.18000001E-01  0.12034346E-03  0.13579860E-01  0.75138831E+00 -0.33333215E+00  0.62047018E-04
 0.24000001E-01  0.21466110E-03  0.18082490E-01  0.74938831E+00 -0.33333158E+00  0.10965934E-03
 0.30000001E-01  0.33596033E-03  0.22573120E-01  0.74738833E+00 -0.33333088E+00  0.17061666E-03
 0.36000002E-01  0.48416914E-03  0.27051750E-01  0.74538834E+00 -0.33333000E+00  0.24484696E-03
 0.42000002E-01  0.65921553E-03  0.31518381E-01  0.74338837E+00 -0.33332890E+00  0.33227826E-03
 0.48000002E-01  0.86102751E-03  0.35973011E-01  0.74138840E+00 -0.33332755E+00  0.43283856E-03
 0.54000003E-01  0.10895331E-02  0.40415642E-01  0.73938844E+00 -0.33332592E+00  0.54645585E-03
 0.60000003E-01  0.13446602E-02  0.44846273E-01  0.73738849E+00 -0.33332396E+00  0.67305814E-03
 0.66000003E-01  0.16263370E-02  0.49264904E-01  0.73538855E+00 -0.33332165E+00  0.81257344E-03
 0.72000003E-01  0.19344913E-02  0.53671536E-01  0.73338863E+00 -0.33331894E+00  0.96492975E-03
 0.78000004E-01  0.22690512E-02  0.58066168E-01  0.73138872E+00 -0.33331581E+00  0.11300551E-02
 0.84000004E-01  0.26299447E-02  0.62448801E-01  0.72938884E+00 -0.33331222E+00  0.13078774E-02
 0.90000004E-01  0.30170998E-02  0.66819435E-01  0.72738897E+00 -0.33330812E+00  0.14983248E-02
 0.96000005E-01  0.34304445E-02  0.71178069E-01  0.72538914E+00 -0.33330350E+00  0.17013252E-02
 0.10200000E+00  0.38699069E-02  0.75524705E-01  0.72338933E+00 -0.33329831E+00  0.19168067E-02
 0.10800001E+00  0.43354148E-02  0.79859342E-01  0.72138956E+00 -0.33329251E+00  0.21446972E-02
 0.11400001E+00  0.48268964E-02  0.84181980E-01  0.71938982E+00 -0.33328608E+00  0.23849249E-02
 0.12000001E+00  0.53442796E-02  0.88492620E-01  0.71739012E+00 -0.33327897E+00  0.26374176E-02
 0.12600001E+00  0.58874925E-02  0.92791262E-01  0.71539047E+00 -0.33327116E+00  0.29021035E-02
 0.13200001E+00  0.64564630E-02  0.97077906E-01  0.71339087E+00 -0.33326261E+00  0.31789106E-02
 0.13800001E+00  0.70511192E-02  0.10135255E+00  0.71139132E+00 -0.33325329E+00  0.34677669E-02
 0.14400001E+00  0.76713891E-02  0.10561520E+00  0.70939183E+00 -0.33324316E+00  0.37686004E-02
 0.15000001E+00  0.83172006E-02  0.10986585E+00  0.70739240E+00 -0.33323218E+00  0.40813392E-02
 0.15600001E+00  0.89884820E-02  0.11410451E+00  0.70539304E+00 -0.33322033E+00  0.44059113E-02
 0.16200001E+00  0.96851610E-02  0.11833117E+00  0.70339375E+00 -0.33320757E+00  0.47422448E-02
 0.16800001E+00  0.10407166E-01  0.12254584E+00  0.70139455E+00 -0.33319386E+00  0.50902678E-02
 0.17400001E+00  0.11154425E-01  0.12674851E+00  0.69939542E+00 -0.33317917E+00  0.54499083E-02
 0.18000001E+00  0.11926865E-01  0.13093918E+00  0.69739639E+00 -0.33316348E+00  0.58210944E-02
 0.18600001E+00  0.12724415E-01  0.13511786E+00  0.69539746E+00 -0.33314674E+00  0.62037542E-02
 0.19200001E+00  0.13547004E-01  0.13928455E+00  0.69339863E+00 -0.33312892E+00  0.65978158E-02
 0.19800001E+00  0.14394558E-01  0.14343925E+00  0.69139991E+00 -0.33310999E+00  0.70032072E-02
 0.20400001E+00  0.15267006E-01  0.14758195E+00  0.68940131E+00 -0.33308992E+00  0.74198567E-02
 0.21000001E+00  0.16164276E-01  0.15171266E+00  0.68740283E+00 -0.33306867E+00  0.78476922E-02
 0.21600001E+00  0.17086297E-01  0.15583139E+00  0.68540448E+00 -0.33304621E+00  0.82866421E-02
 0.22200001E+00  0.18032995E-01  0.15993812E+00  0.68340627E+00 -0.33302251E+00  0.87366343E-02
 0.22800001E+00  0.19004300E-01  0.16403286E+00  0.68140820E+00 -0.33299753E+00  0.91975970E-02
 0.23400001E+00  0.20000139E-01  0.16811562E+00  0.67941029E+00 -0.33297125E+00  0.96694585E-02
 0.24000001E+00  0.21020440E-01  0.17218638E+00  0.67741254E+00 -0.33294362E+00  0.10152147E-01
 0.24600001E+00  0.22065132E-01  0.17624517E+00  0.67541496E+00 -0.33291463E+00  0.10645590E-01
 0.25200001E+00  0.23134143E-01  0.18029196E+00  0.67341756E+00 -0.33288423E+00  0.11149717E-01
 0.25800001E+00  0.24227400E-01  0.18432678E+00  0.67142035E+00 -0.33285239E+00  0.11664456E-01
 0.26400001E+00  0.25344831E-01  0.18834961E+00  0.66942332E+00 -0.33281909E+00  0.12189734E-01
 0.27000001E+00  0.26486366E-01  0.19236046E+00  0.66742651E+00 -0.33278429E+00  0.12725480E-01
 0.27600001E+00  0.27651932E-01  0.19635933E+00  0.66542991E+00 -0.33274795E+00  0.13271622E-01
 0.28200001E+00  0.28841456E-01  0.20034622E+00  0.66343352E+00 -0.33271006E+00  0.13828090E-01
 0.28800001E+00  0.30054868E-01  0.20432113E+00  0.66143738E+00 -0.33267057E+00  0.14394810E-01
 0.29400001E+00  0.31292095E-01  0.20828406E+00  0.65944147E+00 -0.33262945E+00  0.14971711E-01
 0.30000001E+00  0.32553066E-01  0.21223502E+00  0.65744581E+00 -0.33258668E+00  0.15558722E-01
 0.30600001E+00  0.33837708E-01  0.21617401E+00  0.65545042E+00 -0.33254223E+00  0.16155771E-01
 0.31200001E+00  0.35145950E-01  0.22010103E+00  0.65345530E+00 -0.33249605E+00  0.16762787E-01
 0.31800002E+00  0.36477720E-01  0.22401608E+00  0.65146046E+00 -0.33244813E+00  0.17379698E-01
 0.32400002E+00  0.37832947E-01  0.22791915E+00  0.64946591E+00 -0.33239843E+00  0.18006431E-01
 0.33000002E+00  0.39211557E-01  0.23181027E+00  0.64747166E+00 -0.33234691E+00  0.18642917E-01
 0.33600002E+00  0.40613480E-01  0.23568941E+00  0.64547773E+00 -0.33229356E+00  0.19289083E-01
 0.34200002E+00  0.42038644E-01  0.23955660E+00  0.64348413E+00 -0.33223835E+00  0.19944858E-01
 0.34800002E+00  0.43486977E-01  0.24341182E+00  0.64149086E+00 -0.33218123E+00  0.20610170E-01
 0.35400002E+00  0.44958408E-01  0.24725509E+00  0.63949794E+00 -0.33212218E+00  0.21284949E-01
 0.36000002E+00  0.46452863E-01  0.25108640E+00  0.63750538E+00 -0.33206117E+00  0.21969122E-01
 0.36600002E+00  0.47970273E-01  0.25490575E+00  0.63551319E+00 -0.33199818E+00  0.22662618E-01
 0.37200002E+00  0.49510565E-01  0.25871315E+00  0.63352138E+00 -0.33193317E+00  0.23365366E-01
 0.37800002E+00  0.51073667E-01  0.26250861E+00  0.63152998E+00 -0.33186611E+00  0.24077296E-01
 0.38400002E+00  0.52659507E-01  0.26629211E+00  0.62953898E+00 -0.33179698E+00  0.24798334E-01
 0.39000002E+00  0.54268015E-01  0.27006367E+00  0.62754840E+00 -0.33172574E+00  0.25528411E-01
 0.39600002E+00  0.55899118E-01  0.27382329E+00  0.62555825E+00 -0.33165237E+00  0.26267455E-01
 0.40200002E+00  0.57552745E-01  0.27757097E+00  0.62356855E+00 -0.33157684E+00  0.27015395E-01
 0.40800002E+00  0.59228823E-01  0.28130671E+00  0.62157931E+00 -0.33149912E+00  0.27772160E-01
 0.41400002E+00  0.60927282E-01  0.28503052E+00  0.61959054E+00 -0.33141918E+00  0.28537679E-01
 0.42000002E+00  0.62648050E-01  0.28874240E+00  0.61760226E+00 -0.33133699E+00  0.29311881E-01
 0.42600002E+00  0.64391056E-01  0.29244234E+00  0.61561448E+00 -0.33125254E+00  0.30094694E-01
 0.43200002E+00  0.66156227E-01  0.29613037E+00  0.61362721E+00 -0.33116578E+00  0.30886049E-01
 0.43800002E+00  0.67943492E-01  0.29980647E+00  0.61164046E+00 -0.33107669E+00  0.31685874E-01
 0.44400002E+00  0.69752780E-01  0.30347065E+00  0.60965426E+00 -0.33098524E+00  0.32494098E-01
 0.45000002E+00  0.71584018E-01  0.30712292E+00  0.60766862E+00 -0.33089141E+00  0.33310650E-01
 0.45600002E+00  0.73437137E-01  0.31076327E+00  0.60568354E+00 -0.33079517E+00  0.34135460E-01
 0.46200002E+00  0.75312064E-01  0.31439172E+00  0.60369905E+00 -0.33069650E+00  0.34968458E-01
 0.46800002E+00  0.77208727E-01  0.31800826E+00  0.60171516E+00 -0.33059536E+00  0.35809572E-01
 0.47400002E+00  0.79127056E-01  0.32161289E+00  0.59973188E+00 -0.33049173E+00  0.36658732E-01
 0.48000002E+00  0.81066979E-01  0.32520563E+00  0.59774923E+00 -0.33038558E+00  0.37515867E-01
 0.48600002E+00  0.83028424E-01  0.32878648E+00  0.59576723E+00 -0.33027689E+00  0.38380907E-01
 0.49200002E+00  0.85011320E-01  0.33235544E+00  0.59378588E+00 -0.33016564E+00  0.39253781E-01
 0.49800002E+00  0.87015597E-01  0.33591251E+00  0.59180521E+00 -0.33005178E+00  0.40134420E-01
 0.50400002E+00  0.89041181E-01  0.33945770E+00  0.58982523E+00 -0.32993531E+00  0.41022753E-01
 0.51000002E+00  0.91088004E-01  0.34299101E+00  0.58784596E+00 -0.32981620E+00  0.41918709E-01
 0.51600002E+00  0.93155992E-01  0.34651244E+00  0.58586740E+00 -0.32969442E+00  0.42822219E-01
 0.52200002E+00  0.95245075E-01  0.35002201E+00  0.58388959E+00 -0.32956994E+00  0.43733212E-01
 0.52800003E+00  0.97355181E-01  0.35351971E+00  0.58191253E+00 -0.32944274E+00  0.44651618E-01
 0.53400003E+00  0.99486240E-01  0.35700556E+00  0.57993625E+00 -0.32931280E+00  0.45577368E-01
 0.54000003E+00  0.10163818E+00  0.36047954E+00  0.57796075E+00 -0.32918009E+00  0.46510391E-01
 0.54600003E+00  0.10381093E+00  0.36394168E+00  0.57598605E+00 -0.32904458E+00  0.47450618E-01
 0.55200003E+00  0.10600442E+00  0.36739197E+00  0.57401217E+00 -0.32890627E+00  0.48397978E-01
 0.55800003E+00  0.10821858E+00  0.37083042E+00  0.57203914E+00 -0.32876511E+00  0.49352403E-01
 0.56400003E+00  0.11045333E+00  0.37425703E+00  0.57006696E+00 -0.32862109E+00  0.50313822E-01
 0.57000003E+00  0.11270861E+00  0.37767182E+00  0.56809565E+00 -0.32847418E+00  0.51282167E-01
 0.57600003E+00  0.11498435E+00  0.38107477E+00  0.56612523E+00 -0.32832437E+00  0.52257366E-01
 0.58200003E+00  0.11728047E+00  0.38446591E+00  0.56415571E+00 -0.32817162E+00  0.53239352E-01
 0.58800003E+00  0.11959690E+00  0.38784524E+00  0.56218713E+00 -0.32801592E+00  0.54228055E-01
 0.59400003E+00  0.12193357E+00  0.39121275E+00  0.56021948E+00 -0.32785724E+00  0.55223405E-01
 0.60000003E+00  0.12429042E+00  0.39456846E+00  0.55825280E+00 -0.32769556E+00  0.56225334E-01
 0.60600003E+00  0.12666737E+00  0.39791238E+00  0.55628709E+00 -0.32753086E+00  0.57233772E-01
 0.61200003E+00  0.12906434E+00  0.40124450E+00  0.55432238E+00 -0.32736312E+00  0.58248650E-01
 0.61800003E+00  0.13148128E+00  0.40456484E+00  0.55235869E+00 -0.32719232E+00  0.59269900E-01
 0.62400003E+00  0.13391810E+00  0.40787339E+00  0.55039603E+00 -0.32701843E+00  0.60297453E-01
 0.63000003E+00  0.13637475E+00  0.41117018E+00  0.54843442E+00 -0.32684143E+00  0.61331239E-01
 0.63600003E+00  0.13885114E+00  0.41445520E+00  0.54647389E+00 -0.32666131E+00  0.62371191E-01
 0.64200003E+00  0.14134720E+00  0.41772846E+00  0.54451444E+00 -0.32647804E+00  0.63417240E-01
 0.64800003E+00  0.14386287E+00  0.42098996E+00  0.54255610E+00 -0.32629160E+00  0.64469317E-01
 0.65400003E+00  0.14639808E+00  0.42423972E+00  0.54059889E+00 -0.32610198E+00  0.65527354E-01
 0.66000003E+00  0.14895275E+00  0.42747774E+00  0.53864283E+00 -0.32590915E+00  0.66591283E-01
 0.66600003E+00  0.15152682E+00  0.43070402E+00  0.53668793E+00 -0.32571309E+00  0.67661036E-01
 0.67200003E+00  0.15412021E+00  0.43391858E+00  0.53473421E+00 -0.32551379E+00  0.68736544E-01
 0.67800003E+00  0.15673286E+00  0.43712142E+00  0.53278171E+00 -0.32531122E+00  0.69817740E-01
 0.68400003E+00  0.15936469E+00  0.44031255E+00  0.53083043E+00 -0.32510537E+00  0.70904555E-01
 0.69000003E+00  0.16201563E+00  0.44349198E+00  0.52888039E+00 -0.32489622E+00  0.71996923E-01
 0.69600003E+00  0.16468562E+00  0.44665970E+00  0.52693161E+00 -0.32468374E+00  0.73094776E-01
 0.70200003E+00  0.16737458E+00  0.44981574E+00  0.52498412E+00 -0.32446793E+00  0.74198045E-01
 0.70800003E+00  0.17008244E+00  0.45296010E+00  0.52303794E+00 -0.32424876E+00  0.75306664E-01
 0.71400003E+00  0.17280913E+00  0.45609278E+00  0.52109308E+00 -0.32402622E+00  0.76420566E-01
 0.72000003E+00  0.17555459E+00  0.45921380E+00  0.51914956E+00 -0.32380029E+00  0.77539682E-01
 0.72600003E+00  0.17831874E+00  0.46232316E+00  0.51720741E+00 -0.32357095E+00  0.78663947E-01
 0.73200003E+00  0.18110151E+00  0.46542088E+00  0.51526665E+00 -0.32333818E+00  0.79793292E-01
 0.73800004E+00  0.18390284E+00  0.46850695E+00  0.51332729E+00 -0.32310198E+00  0.80927653E-01
 0.74400004E+00  0.18672265E+00  0.47158139E+00  0.51138936E+00 -0.32286232E+00  0.82066960E-01
 0.75000004E+00  0.18956087E+00  0.47464421E+00  0.50945288E+00 -0.32261918E+00  0.83211149E-01
 0.75600004E+00  0.19241744E+00  0.47769541E+00  0.50751787E+00 -0.32237256E+00  0.84360153E-01
 0.76200004E+00  0.19529228E+00  0.48073500E+00  0.50558434E+00 -0.32212243E+00  0.85513905E-01
 0.76800004E+00  0.19818533E+00  0.48376300E+00  0.50365233E+00 -0.32186879E+00  0.86672339E-01
 0.77400004E+00  0.20109651E+00  0.48677941E+00  0.50172185E+00 -0.32161161E+00  0.87835389E-01
 0.78000004E+00  0.20402575E+00  0.48978425E+00  0.49979292E+00 -0.32135088E+00  0.89002989E-01
 0.78600004E+00  0.20697300E+00  0.49277751E+00  0.49786556E+00 -0.32108659E+00  0.90175073E-01
 0.79200004E+00  0.20993816E+00  0.49575922E+00  0.49593981E+00 -0.32081873E+00  0.91351576E-01
 0.79800004E+00  0.21292119E+00  0.49872937E+00  0.49401567E+00 -0.32054727E+00  0.92532433E-01
 0.80400004E+00  0.21592201E+00  0.50168798E+00  0.49209316E+00 -0.32027222E+00  0.93717577E-01
 0.81000004E+00  0.21894054E+00  0.50463507E+00  0.49017232E+00 -0.31999354E+00  0.94906943E-01
 0.81600004E+00  0.22197672E+00  0.50757063E+00  0.48825316E+00 -0.31971124E+00  0.96100467E-01
 0.82200004E+00  0.22503048E+00  0.51049469E+00  0.48633571E+00 -0.31942530E+00  0.97298084E-01
 0.82800004E+00  0.22810176E+00  0.51340724E+00  0.48441998E+00 -0.31913570E+00  0.98499728E-01
 0.83400004E+00  0.23119048E+00  0.51630830E+00  0.48250600E+00 -0.31884244E+00  0.99705335E-01
 0.84000004E+00  0.23429657E+00  0.51919789E+00  0.48059379E+00 -0.31854550E+00  0.10091484E+00
 0.84600004E+00  0.23741996E+00  0.52207601E+00  0.47868337E+00 -0.31824487E+00  0.10212818E+00
 0.85200004E+00  0.24056059E+00  0.52494267E+00  0.47677477E+00 -0.31794055E+00  0.10334529E+00
 0.85800004E+00  0.24371839E+00  0.52779788E+00  0.47486800E+00 -0.31763251E+00  0.10456610E+00
 0.86400004E+00  0.24689329E+00  0.53064166E+00  0.47296309E+00 -0.31732075E+00  0.10579056E+00
 0.87000004E+00  0.25008522E+00  0.53347401E+00  0.47106007E+00 -0.31700527E+00  0.10701860E+00
 0.87600004E+00  0.25329411E+00  0.53629495E+00  0.46915894E+00 -0.31668604E+00  0.10825015E+00
 0.88200004E+00  0.25651989E+00  0.53910449E+00  0.46725974E+00 -0.31636306E+00  0.10948515E+00
 0.88800004E+00  0.25976250E+00  0.54190264E+00  0.46536249E+00 -0.31603632E+00  0.11072354E+00
 0.89400004E+00  0.26302186E+00  0.54468942E+00  0.46346722E+00 -0.31570582E+00  0.11196525E+00
 0.90000004E+00  0.26629792E+00  0.54746482E+00  0.46157393E+00 -0.31537154E+00  0.11321022E+00
 0.90600004E+00  0.26959059E+00  0.55022888E+00  0.45968266E+00 -0.31503347E+00  0.11445840E+00
 0.91200004E+00  0.27289981E+00  0.55298159E+00  0.45779344E+00 -0.31469162E+00  0.11570971E+00
 0.91800004E+00  0.27622552E+00  0.55572297E+00  0.45590627E+00 -0.31434596E+00  0.11696409E+00
 0.92400004E+00  0.27956765E+00  0.55845303E+00  0.45402119E+00 -0.31399649E+00  0.11822149E+00
 0.93000004E+00  0.28292612E+00  0.56117179E+00  0.45213821E+00 -0.31364321E+00  0.11948184E+00
 0.93600004E+00  0.28630087E+00  0.56387926E+00  0.45025737E+00 -0.31328611E+00  0.12074507E+00
 0.94200004E+00  0.28969184E+00  0.56657545E+00  0.44837868E+00 -0.31292518E+00  0.12201113E+00
 0.94800005E+00  0.29309895E+00  0.56926037E+00  0.44650217E+00 -0.31256042E+00  0.12327996E+00
 0.95400005E+00  0.29652213E+00  0.57193404E+00  0.44462785E+00 -0.31219182E+00  0.12455148E+00
 0.96000005E+00  0.29996133E+00  0.57459647E+00  0.44275576E+00 -0.31181937E+00  0.12582565E+00
 0.96600005E+00  0.30341647E+00  0.57724768E+00  0.44088592E+00 -0.31144307E+00  0.12710240E+00
 0.97200005E+00  0.30688749E+00  0.57988767E+00  0.43901834E+00 -0.31106292E+00  0.12838168E+00
 0.97800005E+00  0.31037431E+00  0.58251646E+00  0.43715305E+00 -0.31067891E+00  0.12966341E+00
 0.98400005E+00  0.31387688E+00  0.58513407E+00  0.43529008E+00 -0.31029103E+00  0.13094754E+00
 0.99000005E+00  0.31739512E+00  0.58774051E+00  0.43342945E+00 -0.30989929E+00  0.13223401E+00
 0.99600005E+00  0.32092896E+00  0.59033579E+00  0.43157118E+00 -0.30950368E+00  0.13352275E+00
